,BTC,Lag
XRP,1.7642360861393136e-06,11
ETH,1.2166845137379496e-05,29
XEM,1.8499808418912945e-05,1
LTC,2.048042738701659e-05,10
USDT,4.392748604830331e-05,18
XLM,0.0003386387507147,13
XMR,0.0065055733435786,8
DOGE,0.0108926148849705,30
MIOTA,0.0252061422209976,4
