,BTC
USDT,1.0929257582096822e-25
SKULL,0.00010465566587256696
XLM,0.0005868811573549029
TAJ,0.0013852114840575958
VEC2,0.0027679365483211003
QBC,0.003724003430059394
C2,0.0037435258599780633
IBANK,0.003990824470986657
XPY,0.0051063326725171955
ICON,0.005765969693622718
DOGE,0.006116689314402195
VIDZ,0.006513008863954742
RBT,0.011399963395623923
CJ,0.012005792539971076
ACOIN,0.013228513613705072
MONA,0.016714341542157788
PKB,0.018596703028786552
XMR,0.019133398897311703
BLAZR,0.024094177127947446
EQB,0.024786758875269772
WBB,0.026377577994090372
PXI,0.036484625593736476
VLT,0.03802131527560874
BAT,0.04055300212642476
FRN,0.04126060567712169
GNO,0.04291515893967073
KOBO,0.0440172929177374
EVIL,0.051933260737069456
HMQ,0.0527087537622456
PUT,0.058234419397509424
UNIT,0.06301369447451378
SWING,0.06365652339060889
ACES,0.0649434651886641
ARGUS,0.06673493857322406
PTOY,0.0710225243665127
KURT,0.07808739093809498
ETC,0.07826706817858972
START,0.08211637650550586
GBYTE,0.08980222947106582
DCY,0.09378858801830336
ALIAS,0.09472112325150639
LTCR,0.09564498103908065
EFL,0.102569306898461
RLC,0.10580304995868757
DIME,0.10863263261064082
ZYD,0.11048556582375846
EUC,0.11292084894009807
XMS,0.11645265366856027
LTC,0.12238223473994832
CSC,0.1237196732605188
WGR,0.12657195334642815
CANN,0.12783916240812812
LDOGE,0.12882747046732265
BLU,0.13107255137768584
XBC,0.13260825299139622
BS,0.13367697964995495
LBC,0.13394595238176565
ZCL,0.13532883873615037
ENT,0.1370289005079579
EDRC,0.1385050611549163
ETH,0.13890115018091123
NXS,0.1415205708849985
HBD,0.14288596227489833
XEM,0.14419958619290651
WAVES,0.1445224467711777
ZEC,0.14917751030317916
DASH,0.1518930726029595
SKR,0.1579247937959601
SC,0.16167536061451107
HVCO,0.18239520874756385
SXC,0.18686299575689552
IMS,0.18895470626900338
CREVA,0.19085806435079397
AV,0.19151448918149194
DEM,0.1940486858404493
WC,0.19903211048476038
ADZ,0.20236954380969932
AMBER,0.2037302916186663
LUNC,0.21248079858205918
GAS,0.21698076411340153
XRP,0.2230737758324728
2GIVE,0.23359858104540637
POST,0.24187012419220486
QTUM,0.24503870885366189
PIVX,0.24578443024445604
STEEM,0.2506794278096865
XWC,0.25178645567135916
COOL,0.25220066777139183
SWT,0.25305538973657016
FRC,0.2539530545209067
NEWB,0.2542148070942469
BCDN,0.25719221702354833
SANDG,0.2603077201386853
TAB,0.26561534787127594
XPX,0.26997717893324824
SPR,0.27385245322949214
DCR,0.2742369604481197
BOLI,0.2788123367867683
XTO,0.28123565864020456
KMD,0.2905680217198056
NOBL,0.29077532313897714
IFC,0.29097462018244363
PZM,0.2921861528772251
VTC,0.295390266178115
BTB,0.2971951097982991
DGB,0.29894423939307374
XPM,0.3072155515661622
ZET,0.31052376878299853
NETKO,0.31304264801303544
QTZ,0.31672104032585846
ZOOM,0.32189681413587096
LOOK,0.32563788031638186
IRL,0.325958049865961
LUN,0.3264160449993771
TRST,0.3308321197308871
NXT,0.3377480357886803
SYS,0.3410652696919381
HBN,0.34460409182400886
GRS,0.35368781753146344
OZO,0.3547023023456079
XQN,0.35928216029691884
BTCS,0.3623537414187492
LAMB,0.3655788838445278
LMC,0.3671422619265893
XHI,0.37935473341001086
WYZ,0.3843858351646491
PXC,0.39681601420223067
CF,0.3984068599484292
MAY,0.4005323844385062
ILC,0.41474370641756964
RBY,0.42184796134078945
CARBON,0.43625914536369376
CAB,0.439890942192755
SLS,0.44421033950260613
CLAM,0.44894134972984406
FOREX,0.45234995981657833
CRW,0.45453816314006734
IOTA,0.4616969794887135
XDN,0.4647433224836368
MAID,0.4704787319576302
ADC,0.48114095173981536
NYC,0.4835532743245036
BLK,0.48647683185574253
ZER,0.4938117252901752
NMC,0.4962623285766889
MST,0.5033407858350419
ZUR,0.5068358234397541
TECH,0.5093499383624269
BCN,0.5147700382076718
SHND,0.5256645569674389
CLOAK,0.5415661402286235
PAK,0.5429391785853576
MCN,0.550198796384026
TES,0.5508042111521565
PLU,0.5544907579422198
CETI,0.5670667505940463
KIN,0.5683080413541783
XBY,0.5777053381389269
ANT,0.5834505876483507
HNC,0.5924491214390505
MOTO,0.5924682451102189
ICOB,0.596453986351054
IXC,0.6141105403913459
ZEN,0.6160711673239175
FTC,0.6164620692221655
SILK,0.6343390247061769
BTA,0.6347137380921865
SNRG,0.6558501264194824
AXIOM,0.658448106639192
CKC,0.6598791922309641
BERN,0.6732295873804649
OPAL,0.6742323504434181
SIGNA,0.6815781332293523
PIE,0.6847703908705413
BRIT,0.6884233804132095
VAL,0.6992847492382314
JLP,0.7121966928500624
CYT,0.7138288391260424
AMS,0.7340063328507129
WINGS,0.735762602275621
NAV,0.7498421372649704
XST,0.7543109786867747
WDC,0.7558282682416186
AE,0.7631300393777927
DCT,0.7737426074806287
CLUB,0.7744571426218219
LOG,0.7820747358472722
ARK,0.7823924535407353
NVC,0.7837002290526448
ZENI,0.7916884969261788
LANA,0.7935093041412852
POT,0.7969642776866174
PHR,0.7973778708767865
PASC,0.8083988988572888
FIRO,0.8150761939649089
RRT,0.8157050515873732
DGC,0.8245088758760476
RDD,0.8259253937781149
HUSH,0.8372157949899484
RBIES,0.8405255928975743
SIB,0.8524654020825264
AGRS,0.857388380545594
PPC,0.8632542603853968
GLC,0.8687428951877857
XPTX,0.8688073024402247
BITS,0.8796757432231169
LSK,0.8841858434257734
BTS,0.9066972297878872
CNT,0.9138265776459752
MNTC,0.9163819680772669
NEVA,0.9360632984122427
GCC,0.9392245492407104
VERI,0.9465688930523839
OK,0.9497992610182797
SWIFT,0.9527430255438267
INF,0.9531525142236157
XCP,0.9632305733383801
BIS,0.9796163637897001
SONG,0.9888429066126748
42,0.9920132957744952
BSTY,0.9927145976112958
