TIMESTAMP,ARA35807_OPEN_PRICE_USD,ARA35807_HIGH_PRICE_USD,ARA35807_LOW_PRICE_USD,ARA35807_CLOSE_PRICE_USD,ARA35807_VOLUME_USD,ARA35807_DIVIDENDS_USD,ARA35807_STOCK_SPLITS_USD
2025-04-22 00:00:00+00:00,,,,0.0,176,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-06-01 00:00:00+00:00,2.3665281290163875e-08,2.3665281290163875e-08,2.3665281290163875e-08,2.3665281290163875e-08,15,0.0,0.0
