TIMESTAMP,SKILL_OPEN_PRICE_USD,SKILL_HIGH_PRICE_USD,SKILL_LOW_PRICE_USD,SKILL_CLOSE_PRICE_USD,SKILL_VOLUME_USD,SKILL_DIVIDENDS_USD,SKILL_STOCK_SPLITS_USD
2021-05-09 00:00:00+00:00,5.5014190673828125,17.424762725830078,5.477995872497559,8.302205085754395,1824540,0.0,0.0
2021-05-10 00:00:00+00:00,8.30717658996582,9.812419891357422,6.531717777252197,6.5897297859191895,380593,0.0,0.0
2021-05-11 00:00:00+00:00,6.602583885192871,6.698207855224609,4.996445178985596,5.030457973480225,22918,0.0,0.0
2021-05-12 00:00:00+00:00,5.0550150871276855,6.494609832763672,4.992962837219238,5.0765700340271,28589,0.0,0.0
2021-05-13 00:00:00+00:00,5.050418853759766,6.301248073577881,4.3776140213012695,5.184375762939453,32572,0.0,0.0
2021-05-14 00:00:00+00:00,5.204283237457275,5.575901985168457,5.0900421142578125,5.329763889312744,5266,0.0,0.0
2021-05-15 00:00:00+00:00,5.331719875335693,5.475164890289307,4.685658931732178,4.840457916259766,15173,0.0,0.0
2021-05-16 00:00:00+00:00,4.820542812347412,5.020888805389404,4.498772144317627,4.613840103149414,12310,0.0,0.0
2021-05-17 00:00:00+00:00,4.610264778137207,5.758112907409668,4.311561107635498,4.69479513168335,40929,0.0,0.0
2021-05-18 00:00:00+00:00,4.695470809936523,5.168850898742676,4.317241191864014,4.774267196655273,20284,0.0,0.0
2021-05-19 00:00:00+00:00,4.769550800323486,4.835834980010986,2.6274349689483643,3.0287508964538574,14170,0.0,0.0
2021-05-20 00:00:00+00:00,3.111462116241455,3.994288921356201,2.59145188331604,3.058361053466797,9286,0.0,0.0
2021-05-21 00:00:00+00:00,3.0608139038085938,3.237967014312744,2.049006938934326,2.501012086868286,7148,0.0,0.0
2021-05-22 00:00:00+00:00,2.5012550354003906,2.586338996887207,2.224560022354126,2.2934799194335938,1089,0.0,0.0
2021-05-23 00:00:00+00:00,2.290908098220825,2.5484519004821777,1.8389029502868652,2.163213014602661,5632,0.0,0.0
2021-05-24 00:00:00+00:00,2.1527950763702393,4.260458946228027,2.1527950763702393,4.257105827331543,32364,0.0,0.0
2021-05-25 00:00:00+00:00,4.246554851531982,4.603600978851318,3.617356061935425,4.216619968414307,20168,0.0,0.0
2021-05-26 00:00:00+00:00,4.220002174377441,5.415994167327881,4.220002174377441,4.824766159057617,56217,0.0,0.0
2021-05-27 00:00:00+00:00,4.820000171661377,5.063237190246582,4.375018119812012,4.967169761657715,48663,0.0,0.0
2021-05-28 00:00:00+00:00,4.976705074310303,5.033323764801025,4.248816013336182,4.384376049041748,13118,0.0,0.0
2021-05-29 00:00:00+00:00,4.384944915771484,11.63241958618164,4.380259990692139,11.56474494934082,155595,0.0,0.0
2021-05-30 00:00:00+00:00,11.57341194152832,11.780820846557617,6.469085216522217,8.979519844055176,248201,0.0,0.0
2021-05-31 00:00:00+00:00,8.981890678405762,10.90562629699707,6.793568134307861,8.84945297241211,205627,0.0,0.0
2021-06-01 00:00:00+00:00,8.852306365966797,9.636109352111816,3.5437309741973877,5.639871120452881,221725,0.0,0.0
2021-06-02 00:00:00+00:00,5.64626407623291,5.990595817565918,4.834857940673828,5.966488838195801,103966,0.0,0.0
2021-06-03 00:00:00+00:00,5.965404987335205,5.977917194366455,4.184129238128662,4.218828201293945,146511,0.0,0.0
2021-06-04 00:00:00+00:00,4.219692230224609,4.8806281089782715,3.688946008682251,3.7577319145202637,193774,0.0,0.0
2021-06-05 00:00:00+00:00,3.7651009559631348,5.595641136169434,3.2561540603637695,4.39101505279541,269145,0.0,0.0
2021-06-06 00:00:00+00:00,4.387118816375732,4.458572864532471,2.949368953704834,2.9726059436798096,201408,0.0,0.0
2021-06-07 00:00:00+00:00,2.97314190864563,3.3751189708709717,2.4812660217285156,2.507627010345459,119974,0.0,0.0
2021-06-08 00:00:00+00:00,2.505366086959839,2.7941739559173584,2.2957088947296143,2.3114449977874756,92922,0.0,0.0
2021-06-09 00:00:00+00:00,2.312406063079834,2.336678981781006,1.847743034362793,2.093808889389038,69685,0.0,0.0
2021-06-10 00:00:00+00:00,2.0934059619903564,2.3869519233703613,1.8126070499420166,2.063584089279175,86054,0.0,0.0
2021-06-11 00:00:00+00:00,2.0628180503845215,2.1239280700683594,1.8543659448623657,1.9022940397262573,95037,0.0,0.0
2021-06-12 00:00:00+00:00,1.9032059907913208,2.7022740840911865,1.7370350360870361,2.1193060874938965,93329,0.0,0.0
2021-06-13 00:00:00+00:00,2.1183741092681885,2.1183741092681885,1.7421139478683472,1.8446530103683472,71182,0.0,0.0
2021-06-14 00:00:00+00:00,1.8455770015716553,1.865738034248352,1.6038099527359009,1.8030649423599243,17605,0.0,0.0
2021-06-15 00:00:00+00:00,1.7313050031661987,2.2095680236816406,1.6493630409240723,1.92991304397583,40898,0.0,0.0
2021-06-16 00:00:00+00:00,1.8652889728546143,2.0318760871887207,1.696254014968872,1.9089150428771973,69042,0.0,0.0
2021-06-17 00:00:00+00:00,1.9099760055541992,1.9905389547348022,1.7443950176239014,1.846992015838623,48478,0.0,0.0
2021-06-18 00:00:00+00:00,1.8496730327606201,2.203634023666382,1.4697229862213135,2.1455318927764893,78396,0.0,0.0
2021-06-19 00:00:00+00:00,2.1458280086517334,2.266535997390747,1.6936919689178467,2.0795440673828125,115564,0.0,0.0
2021-06-20 00:00:00+00:00,2.080120086669922,2.1077229976654053,1.7067170143127441,1.910768985748291,87977,0.0,0.0
2021-06-21 00:00:00+00:00,1.9109679460525513,1.940729022026062,1.4795340299606323,1.4811160564422607,54380,0.0,0.0
2021-06-22 00:00:00+00:00,1.480288028717041,1.584326982498169,1.1739250421524048,1.3706660270690918,48761,0.0,0.0
2021-06-23 00:00:00+00:00,1.3707669973373413,1.7005499601364136,1.328044056892395,1.521090030670166,48473,0.0,0.0
2021-06-24 00:00:00+00:00,1.4950120449066162,1.5042070150375366,1.1442370414733887,1.1637940406799316,55533,0.0,0.0
2021-06-25 00:00:00+00:00,1.1654210090637207,1.5372380018234253,1.0842100381851196,1.1540499925613403,90115,0.0,0.0
2021-06-26 00:00:00+00:00,1.153668999671936,1.1679680347442627,0.9128270149230957,0.9214779734611511,40639,0.0,0.0
2021-06-27 00:00:00+00:00,0.9228029847145081,1.2585029602050781,0.86496901512146,1.0889209508895874,47250,0.0,0.0
2021-06-28 00:00:00+00:00,1.0891519784927368,1.2702289819717407,1.0887709856033325,1.220844030380249,64008,0.0,0.0
2021-06-29 00:00:00+00:00,1.221505045890808,1.5307209491729736,1.1283810138702393,1.1427700519561768,85165,0.0,0.0
2021-06-30 00:00:00+00:00,1.1434119939804077,1.1607129573822021,1.026218056678772,1.0539250373840332,72450,0.0,0.0
2021-07-01 00:00:00+00:00,1.0540250539779663,1.0540250539779663,0.8846049904823303,0.8984609842300415,34062,0.0,0.0
2021-07-02 00:00:00+00:00,0.8972610235214233,0.9449430108070374,0.7964059710502625,0.8196359872817993,31769,0.0,0.0
2021-07-03 00:00:00+00:00,0.8154270052909851,0.8154270052909851,0.706167995929718,0.7129250168800354,23775,0.0,0.0
2021-07-04 00:00:00+00:00,0.7129709720611572,1.695755958557129,0.6849619746208191,1.4333889484405518,89687,0.0,0.0
2021-07-05 00:00:00+00:00,1.4336860179901123,1.4992079734802246,1.1404370069503784,1.1404370069503784,106834,0.0,0.0
2021-07-06 00:00:00+00:00,1.142622947692871,1.44815194606781,1.096990942955017,1.2864530086517334,60313,0.0,0.0
2021-07-07 00:00:00+00:00,1.285325050354004,1.3827650547027588,1.2098920345306396,1.2219480276107788,48640,0.0,0.0
2021-07-08 00:00:00+00:00,1.2176380157470703,1.2450820207595825,1.0925300121307373,1.2119289636611938,36998,0.0,0.0
2021-07-09 00:00:00+00:00,1.2188199758529663,1.3785899877548218,1.096034049987793,1.3137420415878296,50164,0.0,0.0
2021-07-10 00:00:00+00:00,1.313683032989502,1.328484058380127,1.1471879482269287,1.232725977897644,57059,0.0,0.0
2021-07-11 00:00:00+00:00,1.2329529523849487,1.426872968673706,1.1294089555740356,1.2899479866027832,60127,0.0,0.0
2021-07-12 00:00:00+00:00,1.2885229587554932,1.9084889888763428,1.1992180347442627,1.8784279823303223,94177,0.0,0.0
2021-07-13 00:00:00+00:00,1.8782830238342285,3.2394580841064453,1.7300889492034912,3.153812885284424,219388,0.0,0.0
2021-07-14 00:00:00+00:00,3.1544580459594727,6.186351776123047,3.02579402923584,4.500226974487305,645232,0.0,0.0
