TIMESTAMP,STITCH36459_OPEN_PRICE_USD,STITCH36459_HIGH_PRICE_USD,STITCH36459_LOW_PRICE_USD,STITCH36459_CLOSE_PRICE_USD,STITCH36459_VOLUME_USD,STITCH36459_DIVIDENDS_USD,STITCH36459_STOCK_SPLITS_USD
2025-05-10 00:00:00+00:00,,,,0.0,65736,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,655010,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,61055,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,568,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-06-01 00:00:00+00:00,1.344500005035984e-13,1.344500005035984e-13,1.279350025440787e-13,1.2793528714714897e-13,25,0.0,0.0
