TIMESTAMP,PYUSD_OPEN_PRICE_USD,PYUSD_HIGH_PRICE_USD,PYUSD_LOW_PRICE_USD,PYUSD_CLOSE_PRICE_USD,PYUSD_VOLUME_USD,PYUSD_DIVIDENDS_USD,PYUSD_STOCK_SPLITS_USD
2023-08-20 00:00:00+00:00,992.9681396484375,236493.171875,24.414321899414062,11492.6806640625,17605,0.0,0.0
2023-08-21 00:00:00+00:00,11493.255859375,28578.72265625,0.09620799869298935,1.0495680570602417,12593,0.0,0.0
2023-08-22 00:00:00+00:00,1.0496840476989746,1.0545200109481812,0.9871770143508911,1.0109809637069702,2472240,0.0,0.0
2023-08-23 00:00:00+00:00,1.0109809637069702,1.0389080047607422,1.00803804397583,1.0300019979476929,3306455,0.0,0.0
2023-08-24 00:00:00+00:00,1.0301270484924316,1.031048059463501,1.005537986755371,1.0159209966659546,3300517,0.0,0.0
2023-08-25 00:00:00+00:00,1.0157469511032104,1.0235780477523804,1.0025080442428589,1.0082420110702515,2102606,0.0,0.0
2023-08-26 00:00:00+00:00,1.0082420110702515,1.0180339813232422,1.0052369832992554,1.007707953453064,963198,0.0,0.0
2023-08-27 00:00:00+00:00,1.007707953453064,1.0324070453643799,1.0076930522918701,1.024520993232727,1187301,0.0,0.0
2023-08-28 00:00:00+00:00,1.0244439840316772,1.0260109901428223,1.004796028137207,1.0241780281066895,1576227,0.0,0.0
2023-08-29 00:00:00+00:00,1.023911952972412,1.0580799579620361,1.0044130086898804,1.007045030593872,4436957,0.0,0.0
2023-08-30 00:00:00+00:00,1.007006049156189,1.0152790546417236,0.9866979718208313,1.0152390003204346,2257083,0.0,0.0
2023-08-31 00:00:00+00:00,1.0151050090789795,1.0226500034332275,0.9888560175895691,1.0029560327529907,3044374,0.0,0.0
2023-09-01 00:00:00+00:00,1.003095030784607,1.0064150094985962,0.9742680191993713,0.9922130107879639,2514559,0.0,0.0
2023-09-02 00:00:00+00:00,0.9922249913215637,1.0000649690628052,0.9922249913215637,0.9991040229797363,1208017,0.0,0.0
2023-09-03 00:00:00+00:00,0.9992129802703857,1.00599205493927,0.9982550144195557,1.0034990310668945,1319578,0.0,0.0
2023-09-04 00:00:00+00:00,1.0034970045089722,1.006024956703186,0.9931290149688721,0.9995549917221069,1487075,0.0,0.0
2023-09-05 00:00:00+00:00,0.9995070099830627,1.0103440284729004,0.991051971912384,1.00246000289917,1436328,0.0,0.0
2023-09-06 00:00:00+00:00,1.0025650262832642,1.0249149799346924,1.0002870559692383,1.012099027633667,1756808,0.0,0.0
2023-09-07 00:00:00+00:00,1.0118030309677124,1.0394320487976074,0.9997850060462952,1.0027949810028076,2112539,0.0,0.0
2023-09-08 00:00:00+00:00,1.0027790069580078,1.0039399862289429,0.999193012714386,0.999297022819519,2977543,0.0,0.0
2023-09-09 00:00:00+00:00,0.9993029832839966,1.001389980316162,0.9972699880599976,0.9990419745445251,1335763,0.0,0.0
2023-09-10 00:00:00+00:00,0.9990419745445251,0.9996680021286011,0.998071014881134,0.9987080097198486,1518119,0.0,0.0
2023-09-11 00:00:00+00:00,0.9987009763717651,1.0005040168762207,0.9966880083084106,0.9994029998779297,4709416,0.0,0.0
2023-09-12 00:00:00+00:00,0.9994360208511353,1.0026309490203857,0.9982839822769165,0.9993680119514465,5128956,0.0,0.0
2023-09-13 00:00:00+00:00,0.9995890259742737,1.002295970916748,0.998540997505188,1.0017249584197998,3830718,0.0,0.0
2023-09-14 00:00:00+00:00,1.001710057258606,1.0034650564193726,0.9994369745254517,1.0024880170822144,3439526,0.0,0.0
