TIMESTAMP,LAB_OPEN_PRICE_USD,LAB_HIGH_PRICE_USD,LAB_LOW_PRICE_USD,LAB_CLOSE_PRICE_USD,LAB_VOLUME_USD,LAB_DIVIDENDS_USD,LAB_STOCK_SPLITS_USD
2024-05-24 00:00:00+00:00,0.0028830000665038824,0.0047240001149475574,0.0028299998957663774,0.003582000033929944,767962,0.0,0.0
2024-05-25 00:00:00+00:00,0.003582000033929944,0.0035860000643879175,0.002768999896943569,0.0035550000611692667,198871,0.0,0.0
2024-05-26 00:00:00+00:00,0.003585000056773424,0.004023000132292509,0.003028000006452203,0.0037120000924915075,268351,0.0,0.0
2024-05-27 00:00:00+00:00,0.003664999967440963,0.0037960000336170197,0.0034519999753683805,0.0036039999686181545,140333,0.0,0.0
2024-05-28 00:00:00+00:00,0.0035800000187009573,0.0035979999229311943,0.002744999947026372,0.002841999987140298,182975,0.0,0.0
2024-05-29 00:00:00+00:00,0.002706000115722418,0.002954999916255474,0.0020759999752044678,0.0025510000996291637,294515,0.0,0.0
2024-05-30 00:00:00+00:00,0.0025510000996291637,0.0027910000644624233,0.002515000058338046,0.0025319999549537897,159442,0.0,0.0
2024-05-31 00:00:00+00:00,0.002532999962568283,0.0025760000571608543,0.002463999902829528,0.0024659999180585146,151141,0.0,0.0
2024-06-01 00:00:00+00:00,0.0024590000975877047,0.0028069999534636736,0.002457000082358718,0.002696000039577484,164488,0.0,0.0
2024-06-02 00:00:00+00:00,0.0026839999482035637,0.002698000054806471,0.0022559999488294125,0.0022799998987466097,131325,0.0,0.0
2024-06-03 00:00:00+00:00,0.0022990000434219837,0.0025760000571608543,0.0022700000554323196,0.002340999897569418,141727,0.0,0.0
2024-06-04 00:00:00+00:00,0.0023139999248087406,0.0026549999602138996,0.0023139999248087406,0.0026549999602138996,111366,0.0,0.0
2024-06-05 00:00:00+00:00,0.002597999991849065,0.003240999998524785,0.0025889999233186245,0.0030380000825971365,205472,0.0,0.0
2024-06-06 00:00:00+00:00,0.003065000055357814,0.004389000125229359,0.00304200011305511,0.0037060000468045473,388393,0.0,0.0
2024-06-07 00:00:00+00:00,0.0036830001045018435,0.00470399996265769,0.003396000014618039,0.004631000105291605,664460,0.0,0.0
2024-06-08 00:00:00+00:00,0.004666000138968229,0.004918000195175409,0.0038560000248253345,0.003865000093355775,815158,0.0,0.0
