TIMESTAMP,FAH_OPEN_PRICE_USD,FAH_HIGH_PRICE_USD,FAH_LOW_PRICE_USD,FAH_CLOSE_PRICE_USD,FAH_VOLUME_USD,FAH_DIVIDENDS_USD,FAH_STOCK_SPLITS_USD
2024-09-19 00:00:00+00:00,0.809391975402832,0.8170880079269409,0.8026360273361206,0.815900981426239,54542,0.0,0.0
2024-09-20 00:00:00+00:00,0.815900981426239,0.8222060203552246,0.8054760098457336,0.8133299946784973,100636,0.0,0.0
2024-09-21 00:00:00+00:00,0.8124129772186279,0.8196150064468384,0.8053900003433228,0.8090689778327942,176638,0.0,0.0
2024-09-22 00:00:00+00:00,0.8090689778327942,0.8267599940299988,0.8058199882507324,0.8154370188713074,167788,0.0,0.0
2024-09-23 00:00:00+00:00,0.8153960108757019,0.8259509801864624,0.8010630011558533,0.8176090121269226,250075,0.0,0.0
2024-09-24 00:00:00+00:00,0.8176090121269226,0.8610039949417114,0.8115779757499695,0.8594509959220886,258272,0.0,0.0
2024-09-25 00:00:00+00:00,0.8594509959220886,1.0327060222625732,0.8521069884300232,1.024986982345581,415013,0.0,0.0
2024-09-26 00:00:00+00:00,1.024986982345581,1.1473389863967896,1.0158230066299438,1.1399420499801636,615473,0.0,0.0
2024-09-27 00:00:00+00:00,1.1420780420303345,1.2029399871826172,1.1305439472198486,1.161020040512085,540580,0.0,0.0
2024-09-28 00:00:00+00:00,1.1601999998092651,1.208266019821167,1.1137570142745972,1.202111005783081,462177,0.0,0.0
2024-09-29 00:00:00+00:00,1.202111005783081,1.207793951034546,1.0020849704742432,1.0051690340042114,431172,0.0,0.0
2024-09-30 00:00:00+00:00,1.0051690340042114,1.009695053100586,0.9280210137367249,0.9288039803504944,79059,0.0,0.0
2024-10-01 00:00:00+00:00,0.9288039803504944,1.0563709735870361,0.9226589798927307,1.0556210279464722,199999,0.0,0.0
2024-10-02 00:00:00+00:00,1.0556210279464722,1.165052056312561,1.0309840440750122,1.0542759895324707,319069,0.0,0.0
2024-10-03 00:00:00+00:00,1.0542759895324707,1.085034966468811,1.0411560535430908,1.0730949640274048,221129,0.0,0.0
2024-10-04 00:00:00+00:00,1.0707440376281738,1.0873589515686035,1.0545400381088257,1.0577340126037598,234174,0.0,0.0
2024-10-05 00:00:00+00:00,1.0577340126037598,1.087988018989563,1.038045048713684,1.074383020401001,200605,0.0,0.0
