TIMESTAMP,DTG_OPEN_PRICE_USD,DTG_HIGH_PRICE_USD,DTG_LOW_PRICE_USD,DTG_CLOSE_PRICE_USD,DTG_VOLUME_USD,DTG_DIVIDENDS_USD,DTG_STOCK_SPLITS_USD
2023-01-16 00:00:00+00:00,,,,0.0,168125,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,94195,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,144466,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,80431,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,73299,0.0,0.0
2023-01-21 00:00:00+00:00,,,,0.0,39491,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,29090,0.0,0.0
2023-01-23 00:00:00+00:00,,,,0.0,100272,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,27166,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,39756,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,21181,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,21300,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,20471,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,17396,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,12609,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,8361,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,13525,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,14057,0.0,0.0
2023-02-03 00:00:00+00:00,,,,0.0,6469,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,11313,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,33998,0.0,0.0
2023-02-06 00:00:00+00:00,,,,0.0,35714,0.0,0.0
2023-02-07 00:00:00+00:00,,,,0.0,13480,0.0,0.0
2023-02-08 00:00:00+00:00,,,,0.0,9965,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,4313,0.0,0.0
2023-02-10 00:00:00+00:00,,,,0.0,4043,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,5683,0.0,0.0
2023-02-12 00:00:00+00:00,,,,0.0,15386,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,9906,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,5219,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,11219,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,7008,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,3581,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,4296,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,3635,0.0,0.0
2023-02-20 00:00:00+00:00,,,,0.0,6635,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,6974,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,3991,0.0,0.0
2023-02-23 00:00:00+00:00,,,,0.0,1986,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,9337,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,3260,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,4538,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,4337,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,3742,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,3056,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,3236,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,3401,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,3120,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,4470,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,2228,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,6106,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,1243,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,936,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,3431,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,5560,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,3334,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,2823,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,12779,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,5270,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,4661,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,2500,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,3579,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,2697,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,2189,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,2166,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,1159,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,10336,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,1582,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,1833,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,5169,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,2367,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,2555,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,6673,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,24131,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,10367,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,5453,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,3581,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,2517,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,1649,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,7324,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,6565,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,4956,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,2336,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,4297,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,6935,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,6803,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,5524,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,2065,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,6136,0.0,0.0
