TIMESTAMP,CATTON_OPEN_PRICE_USD,CATTON_HIGH_PRICE_USD,CATTON_LOW_PRICE_USD,CATTON_CLOSE_PRICE_USD,CATTON_VOLUME_USD,CATTON_DIVIDENDS_USD,CATTON_STOCK_SPLITS_USD
2025-03-24 00:00:00+00:00,,,,0.0,296357,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,247997,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,231490,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,263195,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,229839,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,240038,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,222319,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,223042,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,227949,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,254473,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,274383,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,318513,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,932152,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,393429,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,317117,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,331089,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,295045,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,304390,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,302511,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,295597,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,297588,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,296770,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,256838,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,293268,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,330518,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,414567,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,400153,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,329557,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,340811,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,607904,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,339163,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,283526,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,374601,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,346761,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,377564,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,311859,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,271999,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,315232,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,268467,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,268329,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,269278,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,254653,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,244812,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,279966,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,346518,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,375704,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,451754,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,271951,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,271189,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,284680,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,247807,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,263447,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,261558,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,264278,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,264951,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,301237,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,250425,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,265418,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,263167,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,249710,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,314651,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,321761,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,310334,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,322250,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,331048,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,333287,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,320727,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,291814,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,269341,0.0,0.0
2025-06-01 00:00:00+00:00,1.0520858495510765e-07,1.0936683025875027e-07,9.916062282400162e-08,1.0085323509656519e-07,275665,0.0,0.0
