TIMESTAMP,KLO_OPEN_PRICE_USD,KLO_HIGH_PRICE_USD,KLO_LOW_PRICE_USD,KLO_CLOSE_PRICE_USD,KLO_VOLUME_USD,KLO_DIVIDENDS_USD,KLO_STOCK_SPLITS_USD
2021-09-27 00:00:00+00:00,0.0,0.90482497215271,0.0,0.4191719889640808,10711294,0.0,0.0
2021-09-28 00:00:00+00:00,0.419173002243042,0.49296098947525024,0.3875400125980377,0.38759100437164307,2077887,0.0,0.0
2021-09-29 00:00:00+00:00,0.3875559866428375,0.4020000100135803,0.3317590057849884,0.3539220094680786,1309428,0.0,0.0
2021-09-30 00:00:00+00:00,0.35391101241111755,0.38014599680900574,0.3050209879875183,0.37963101267814636,881284,0.0,0.0
2021-10-01 00:00:00+00:00,0.37962400913238525,0.4849730134010315,0.3610840141773224,0.4303539991378784,1309907,0.0,0.0
2021-10-02 00:00:00+00:00,0.4351330101490021,0.5926349759101868,0.4119200110435486,0.5328670144081116,1310437,0.0,0.0
2021-10-03 00:00:00+00:00,0.5327889919281006,0.692326009273529,0.506184995174408,0.6365770101547241,2098417,0.0,0.0
2021-10-04 00:00:00+00:00,0.6365450024604797,0.9795479774475098,0.6228010058403015,0.9411799907684326,4372936,0.0,0.0
2021-10-05 00:00:00+00:00,0.9411460161209106,1.127089023590088,0.8004860281944275,0.8768960237503052,4803651,0.0,0.0
2021-10-06 00:00:00+00:00,0.8768659830093384,0.9826970100402832,0.7136260271072388,0.8157309889793396,3093513,0.0,0.0
2021-10-07 00:00:00+00:00,0.7974950075149536,0.9057610034942627,0.7437639832496643,0.8302249908447266,2062416,0.0,0.0
2021-10-08 00:00:00+00:00,0.8302459716796875,0.9107750058174133,0.7912499904632568,0.849560022354126,1653499,0.0,0.0
2021-10-09 00:00:00+00:00,0.849606990814209,0.8656060099601746,0.7417700290679932,0.7591969966888428,1441087,0.0,0.0
2021-10-10 00:00:00+00:00,0.7590770125389099,0.7906050086021423,0.6334789991378784,0.641933023929596,1598365,0.0,0.0
2021-10-11 00:00:00+00:00,0.6419960260391235,0.7491710186004639,0.6097769737243652,0.6726239919662476,1484725,0.0,0.0
2021-10-12 00:00:00+00:00,0.6726769804954529,0.7000399827957153,0.6103450059890747,0.6888189911842346,819811,0.0,0.0
2021-10-13 00:00:00+00:00,0.6888989806175232,0.7440779805183411,0.6687790155410767,0.70489901304245,683060,0.0,0.0
2021-10-14 00:00:00+00:00,0.7048720121383667,0.7249209880828857,0.670225977897644,0.6803119778633118,592505,0.0,0.0
2021-10-15 00:00:00+00:00,0.6803079843521118,0.6889740228652954,0.6425650119781494,0.6759430170059204,687750,0.0,0.0
2021-10-16 00:00:00+00:00,0.6759390234947205,0.7343180179595947,0.6721600294113159,0.6979629993438721,489141,0.0,0.0
2021-10-17 00:00:00+00:00,0.6979489922523499,0.6979900002479553,0.5802860260009766,0.6468520164489746,633525,0.0,0.0
