TIMESTAMP,AGENTFUN_OPEN_PRICE_USD,AGENTFUN_HIGH_PRICE_USD,AGENTFUN_LOW_PRICE_USD,AGENTFUN_CLOSE_PRICE_USD,AGENTFUN_VOLUME_USD,AGENTFUN_DIVIDENDS_USD,AGENTFUN_STOCK_SPLITS_USD
2024-12-18 00:00:00+00:00,6.084834098815918,6.0956220626831055,5.392650127410889,5.392650127410889,63111,0.0,0.0
2024-12-19 00:00:00+00:00,5.392650127410889,5.671630859375,5.016046047210693,5.130189895629883,70421,0.0,0.0
2024-12-20 00:00:00+00:00,5.130189895629883,5.193996906280518,4.192983150482178,4.836050987243652,164081,0.0,0.0
2024-12-21 00:00:00+00:00,4.836050987243652,5.077807903289795,4.605416774749756,4.648353099822998,34409,0.0,0.0
2024-12-22 00:00:00+00:00,4.648353099822998,4.737541198730469,4.461523056030273,4.511146068572998,24671,0.0,0.0
2024-12-23 00:00:00+00:00,4.510610103607178,4.808382987976074,4.429446220397949,4.788968086242676,16394,0.0,0.0
2024-12-24 00:00:00+00:00,4.788968086242676,4.9370880126953125,4.677106857299805,4.8469557762146,39299,0.0,0.0
2024-12-25 00:00:00+00:00,4.8469557762146,4.8476881980896,4.593482971191406,4.638528823852539,30111,0.0,0.0
2024-12-26 00:00:00+00:00,4.638528823852539,4.666109085083008,4.419013023376465,4.4481940269470215,27378,0.0,0.0
2024-12-27 00:00:00+00:00,4.4481940269470215,4.608438014984131,4.362191200256348,4.363527774810791,44674,0.0,0.0
2024-12-28 00:00:00+00:00,4.363527774810791,4.390183925628662,4.296229839324951,4.385178089141846,27806,0.0,0.0
2024-12-29 00:00:00+00:00,4.385178089141846,4.3909101486206055,4.147869110107422,4.204498767852783,23935,0.0,0.0
2024-12-30 00:00:00+00:00,4.204498767852783,4.616508960723877,4.089046001434326,4.147518157958984,37125,0.0,0.0
2024-12-31 00:00:00+00:00,4.147518157958984,4.25680685043335,4.052669048309326,4.113532066345215,37166,0.0,0.0
2025-01-01 00:00:00+00:00,4.113532066345215,4.383007049560547,4.0805487632751465,4.361863136291504,19318,0.0,0.0
2025-01-02 00:00:00+00:00,4.361863136291504,4.497044086456299,4.361863136291504,4.401579856872559,27778,0.0,0.0
2025-01-03 00:00:00+00:00,4.401579856872559,4.679203033447266,4.3702898025512695,4.6588640213012695,19257,0.0,0.0
2025-01-04 00:00:00+00:00,4.6588640213012695,4.788235187530518,4.629288196563721,4.724239826202393,19939,0.0,0.0
2025-01-05 00:00:00+00:00,4.724239826202393,4.735829830169678,4.6127400398254395,4.630123138427734,12477,0.0,0.0
2025-01-06 00:00:00+00:00,4.630123138427734,4.8080949783325195,4.580959796905518,4.707870960235596,21697,0.0,0.0
2025-01-07 00:00:00+00:00,4.707870960235596,4.745243072509766,4.287919998168945,4.331628799438477,34787,0.0,0.0
2025-01-08 00:00:00+00:00,4.331628799438477,4.3399858474731445,4.050917148590088,4.193562030792236,31789,0.0,0.0
2025-01-09 00:00:00+00:00,4.193562030792236,4.249492168426514,3.847661018371582,3.9396889209747314,41563,0.0,0.0
2025-01-10 00:00:00+00:00,3.9396889209747314,4.097050189971924,3.9058520793914795,4.097050189971924,24025,0.0,0.0
2025-01-11 00:00:00+00:00,4.097050189971924,4.097128868103027,3.9473700523376465,3.994342088699341,27411,0.0,0.0
2025-01-12 00:00:00+00:00,3.993217945098877,4.009332180023193,3.857464075088501,3.8860230445861816,15725,0.0,0.0
2025-01-13 00:00:00+00:00,3.8860230445861816,3.947735071182251,3.5250959396362305,3.8020730018615723,49529,0.0,0.0
2025-01-14 00:00:00+00:00,3.8020730018615723,3.968843936920166,3.797060012817383,3.8949179649353027,33228,0.0,0.0
2025-01-15 00:00:00+00:00,3.8949179649353027,4.109618186950684,3.8128769397735596,4.10931396484375,34363,0.0,0.0
