TIMESTAMP,API19833_OPEN_PRICE_USD,API19833_HIGH_PRICE_USD,API19833_LOW_PRICE_USD,API19833_CLOSE_PRICE_USD,API19833_VOLUME_USD,API19833_DIVIDENDS_USD,API19833_STOCK_SPLITS_USD
2022-04-29 00:00:00+00:00,,,,0.0,317125,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,121164,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,94192,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,65437,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,57519,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,60341,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,40166,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,22615,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,11700,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,14085,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,20797,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,28574,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,19037,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,16189,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,24098,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,21035,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,10818,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,17946,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,132790,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,136542,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,39071,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,17967,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,18250,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,22863,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,62409,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,423216,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,481222,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,144963,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,68066,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,53791,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,85323,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,108494,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,68658,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,45597,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,56237,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,48051,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,29037,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,25241,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,36764,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,32151,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,33309,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,212901,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,201535,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,20204,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,25484,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,20252,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,17343,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,14941,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,32084,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,53874,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,62829,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,58326,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,27122,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,33235,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,35531,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,18223,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,18235,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,25996,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,23717,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,25929,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,19939,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,10839,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,20827,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,24568,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,16644,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,17253,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,21435,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,15848,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,17826,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,15701,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,20335,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,13651,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,14438,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,19499,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,11975,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,5846,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,10592,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,15044,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,15326,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,25637,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,27898,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,14959,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,10256,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,18220,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,1996,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,5830,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,7696,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,5146,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,5473,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,9517,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,18985,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,35058,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,26330,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,8909,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,8332,0.0,0.0
2022-08-02 00:00:00+00:00,,,,0.0,2754,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,2373,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,9672,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,8017,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,3025,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,3830,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,950,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,2449,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,5792,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,1922,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,643,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,1489,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,1767,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,4555,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,1029,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,704,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,600,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,783,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,459,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,1166,0.0,0.0
