TIMESTAMP,APU28291_OPEN_PRICE_USD,APU28291_HIGH_PRICE_USD,APU28291_LOW_PRICE_USD,APU28291_CLOSE_PRICE_USD,APU28291_VOLUME_USD,APU28291_DIVIDENDS_USD,APU28291_STOCK_SPLITS_USD
2023-10-26 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,625258,0.0,0.0
2023-10-27 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,531599,0.0,0.0
2023-10-28 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,428947,0.0,0.0
2023-10-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,210620,0.0,0.0
2023-10-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,281297,0.0,0.0
2023-10-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,813683,0.0,0.0
2023-11-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,464424,0.0,0.0
2023-11-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,326179,0.0,0.0
2023-11-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,456649,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,568038,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,396069,0.0,0.0
2023-11-06 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,429131,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,424442,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,261875,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,33572,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,18536,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,8205,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,3001,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,1213,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,7141,0.0,0.0
2023-11-15 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,28499,0.0,0.0
2023-11-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,14069,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,23372,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,10718,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,6532,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,3396,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,1965,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,7141,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,3370,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,1712,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,1297,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,2689,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,2736,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,8482,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,1172,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,3698,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,1413,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,562,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,945,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,174,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,712,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,3575,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,659,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,159,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,450,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,278,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,140,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,659,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,325,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,1173,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,1180,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,3795,0.0,0.0
