TIMESTAMP,XRP234381_OPEN_PRICE_USD,XRP234381_HIGH_PRICE_USD,XRP234381_LOW_PRICE_USD,XRP234381_CLOSE_PRICE_USD,XRP234381_VOLUME_USD,XRP234381_DIVIDENDS_USD,XRP234381_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,,,,0.0,2210,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,385,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,143,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,503,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,389,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1623,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,308,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,128,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,125,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,46,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,162,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,376,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,439,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,549,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,9096,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,2890,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,487,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,1586,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,5352,0.0,0.0
