TIMESTAMP,ZETA_OPEN_PRICE_USD,ZETA_HIGH_PRICE_USD,ZETA_LOW_PRICE_USD,ZETA_CLOSE_PRICE_USD,ZETA_VOLUME_USD,ZETA_DIVIDENDS_USD,ZETA_STOCK_SPLITS_USD
2023-11-29 00:00:00+00:00,0.0034910000395029783,0.005016999784857035,0.003343000076711178,0.004042999818921089,664672,0.0,0.0
2023-11-30 00:00:00+00:00,0.004044000059366226,0.0050039999186992645,0.0033970000222325325,0.0039079999551177025,598718,0.0,0.0
2023-12-01 00:00:00+00:00,0.0039079999551177025,0.004600000102072954,0.00292599992826581,0.0039809998124837875,560387,0.0,0.0
2023-12-02 00:00:00+00:00,0.0039809998124837875,0.004749000072479248,0.0031759999692440033,0.0038429999258369207,627227,0.0,0.0
2023-12-03 00:00:00+00:00,0.0038429999258369207,0.006051999982446432,0.0038330000825226307,0.00481799989938736,854687,0.0,0.0
2023-12-04 00:00:00+00:00,0.004821999929845333,0.00802600011229515,0.0041680000722408295,0.007521000225096941,912208,0.0,0.0
2023-12-05 00:00:00+00:00,0.007521999999880791,0.008016999810934067,0.005549000110477209,0.005688999779522419,762042,0.0,0.0
2023-12-06 00:00:00+00:00,0.0056870002299547195,0.007472999859601259,0.0052280002273619175,0.005299000069499016,643541,0.0,0.0
2023-12-07 00:00:00+00:00,0.005299000069499016,0.007304999977350235,0.004865000024437904,0.005625999998301268,519110,0.0,0.0
2023-12-08 00:00:00+00:00,0.005625999998301268,0.00725799985229969,0.005404999945312738,0.006126999855041504,459585,0.0,0.0
2023-12-09 00:00:00+00:00,0.006126999855041504,0.006934999953955412,0.005127000156790018,0.0064489999786019325,506202,0.0,0.0
2023-12-10 00:00:00+00:00,0.0064489999786019325,0.008213999681174755,0.005630000028759241,0.007980999536812305,537483,0.0,0.0
2023-12-11 00:00:00+00:00,0.007974999956786633,0.00803999975323677,0.00010299999848939478,0.00011300000187475234,1815473,0.0,0.0
2023-12-12 00:00:00+00:00,0.00011300000187475234,0.00011500000255182385,0.00010399999882793054,0.00010699999984353781,3105,0.0,0.0
2023-12-13 00:00:00+00:00,0.00010699999984353781,0.00010699999984353781,6.800000119255856e-05,7.400000322377309e-05,16203,0.0,0.0
2023-12-14 00:00:00+00:00,7.400000322377309e-05,7.500000356230885e-05,6.900000153109431e-05,7.000000186963007e-05,2821,0.0,0.0
2023-12-15 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.999999848427251e-05,5.999999848427251e-05,1832,0.0,0.0
2023-12-16 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.900000178371556e-05,5.999999848427251e-05,853,0.0,0.0
2023-12-17 00:00:00+00:00,5.999999848427251e-05,0.0005189999938011169,5.900000178371556e-05,5.900000178371556e-05,436,0.0,0.0
2023-12-18 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.700000110664405e-05,6.0999998822808266e-05,427,0.0,0.0
2023-12-19 00:00:00+00:00,6.0999998822808266e-05,0.00017100000695791095,5.8000001445179805e-05,5.900000178371556e-05,82,0.0,0.0
2023-12-20 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.900000178371556e-05,5.900000178371556e-05,60,0.0,0.0
2023-12-21 00:00:00+00:00,5.900000178371556e-05,5.999999848427251e-05,5.900000178371556e-05,5.900000178371556e-05,663,0.0,0.0
2023-12-22 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.900000178371556e-05,5.999999848427251e-05,68,0.0,0.0
2023-12-23 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.8000001445179805e-05,5.900000178371556e-05,344,0.0,0.0
2023-12-24 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.6000000768108293e-05,5.6000000768108293e-05,457,0.0,0.0
2023-12-25 00:00:00+00:00,5.6000000768108293e-05,5.999999848427251e-05,5.6000000768108293e-05,5.999999848427251e-05,983,0.0,0.0
2023-12-26 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.8000001445179805e-05,5.8000001445179805e-05,78,0.0,0.0
2023-12-27 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.8000001445179805e-05,5.999999848427251e-05,544,0.0,0.0
2023-12-28 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.6000000768108293e-05,5.6000000768108293e-05,1065,0.0,0.0
2023-12-29 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.500000042957254e-05,5.500000042957254e-05,46,0.0,0.0
2023-12-30 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,5.2999999752501026e-05,5.2999999752501026e-05,511,0.0,0.0
2023-12-31 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,5.199999941396527e-05,5.199999941396527e-05,307,0.0,0.0
2024-01-01 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,5.199999941396527e-05,5.199999941396527e-05,27,0.0,0.0
2024-01-02 00:00:00+00:00,5.199999941396527e-05,5.500000042957254e-05,5.199999941396527e-05,5.500000042957254e-05,26,0.0,0.0
2024-01-03 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,5.500000042957254e-05,5.500000042957254e-05,0,0.0,0.0
2024-01-04 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.999999873689376e-05,5.0999999075429514e-05,405,0.0,0.0
2024-01-05 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.8999998398358e-05,4.8999998398358e-05,120,0.0,0.0
2024-01-06 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,44,0.0,0.0
2024-01-07 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2024-01-08 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2024-01-09 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.8999998398358e-05,5.0999999075429514e-05,18,0.0,0.0
2024-01-10 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.2999999752501026e-05,72,0.0,0.0
2024-01-11 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,5.2999999752501026e-05,5.2999999752501026e-05,0,0.0,0.0
2024-01-12 00:00:00+00:00,5.2999999752501026e-05,5.8000001445179805e-05,5.2999999752501026e-05,5.8000001445179805e-05,28,0.0,0.0
2024-01-13 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.6000000768108293e-05,256,0.0,0.0
2024-01-14 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.6000000768108293e-05,5.6000000768108293e-05,0,0.0,0.0
2024-01-15 00:00:00+00:00,5.6000000768108293e-05,5.6000000768108293e-05,5.6000000768108293e-05,5.6000000768108293e-05,0,0.0,0.0
