TIMESTAMP,FLOVI_OPEN_PRICE_USD,FLOVI_HIGH_PRICE_USD,FLOVI_LOW_PRICE_USD,FLOVI_CLOSE_PRICE_USD,FLOVI_VOLUME_USD,FLOVI_DIVIDENDS_USD,FLOVI_STOCK_SPLITS_USD
2024-04-08 00:00:00+00:00,,,,0.0,705195,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,831339,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,246638,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,447254,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,295744,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,82462,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,45372,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,51650,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,48886,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,128023,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,44795,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,33325,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,121754,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,77514,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,133432,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,74296,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,37339,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,47798,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,16200,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,12195,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,18602,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,14603,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,14569,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,12719,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,17228,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,24429,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,9454,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,7183,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,14264,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,19277,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,8313,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,12771,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,4650,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,23219,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,11789,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,23297,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,10045,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,5917,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,4814,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,1080,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,6140,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,3216,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,1102,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,10795,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,4373,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,6570,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,7853,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1815,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,4272,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,4899,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,5961,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,19709,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,1357,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,5842,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,4929,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,249,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,2816,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1417,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,6939,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,365,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,1274,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,311,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,455,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,20050,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,3255,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,1757,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,7521,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,5386,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,1456,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,185,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,392,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,1701,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,761,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,918,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,4637,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,7786,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,4763,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,2554,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,3032,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,1736,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,930,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,451,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,269,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,1709,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,1798,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,169,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,2017,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,1130,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,702,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,1751,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,755,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,333,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,1618,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,1838,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,1496,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,676,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,945,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,217,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,295,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,8569,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,7630,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,979,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,475,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,3191,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,532,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,679,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,2926,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,716,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,1300,0.0,0.0
