TIMESTAMP,PEPEGOLD_OPEN_PRICE_USD,PEPEGOLD_HIGH_PRICE_USD,PEPEGOLD_LOW_PRICE_USD,PEPEGOLD_CLOSE_PRICE_USD,PEPEGOLD_VOLUME_USD,PEPEGOLD_DIVIDENDS_USD,PEPEGOLD_STOCK_SPLITS_USD
2024-06-04 00:00:00+00:00,0.000547999981790781,0.0015119999879971147,0.0005389999714680016,0.0007939999923110008,3555457,0.0,0.0
2024-06-05 00:00:00+00:00,0.0007719999994151294,0.0013589999871328473,0.0005590000073425472,0.0005810000002384186,2130540,0.0,0.0
2024-06-06 00:00:00+00:00,0.0004939999780617654,0.0007060000207275152,0.00030499999411404133,0.00036100001307204366,1619065,0.0,0.0
2024-06-07 00:00:00+00:00,0.00033099998836405575,0.000534999999217689,0.0002209999947808683,0.00037799999699927866,483774,0.0,0.0
2024-06-08 00:00:00+00:00,0.00037799999699927866,0.0005169999785721302,0.00018899999849963933,0.00019999999494757503,397832,0.0,0.0
2024-06-09 00:00:00+00:00,0.00019999999494757503,0.00022499999613501132,9.999999747378752e-05,0.00012599999899975955,417008,0.0,0.0
2024-06-10 00:00:00+00:00,0.00012599999899975955,0.0001900000061141327,9.600000339560211e-05,9.600000339560211e-05,91181,0.0,0.0
2024-06-11 00:00:00+00:00,9.500000305706635e-05,0.00011999999696854502,7.300000288523734e-05,7.300000288523734e-05,79988,0.0,0.0
2024-06-12 00:00:00+00:00,7.300000288523734e-05,9.300000237999484e-05,6.600000051548705e-05,7.599999662488699e-05,49055,0.0,0.0
2024-06-13 00:00:00+00:00,7.599999662488699e-05,7.79999973019585e-05,3.899999865097925e-05,4.8000001697801054e-05,34006,0.0,0.0
2024-06-14 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,3.899999865097925e-05,3.9999998989515007e-05,21369,0.0,0.0
2024-06-15 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.899999865097925e-05,16546,0.0,0.0
2024-06-16 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.9999998989515007e-05,18627,0.0,0.0
2024-06-17 00:00:00+00:00,3.9999998989515007e-05,6.0999998822808266e-05,3.7999998312443495e-05,4.5000000682193786e-05,48217,0.0,0.0
2024-06-18 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,3.7000001611886546e-05,3.9999998989515007e-05,17203,0.0,0.0
2024-06-19 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.099999958067201e-05,3.099999958067201e-05,5199,0.0,0.0
2024-06-20 00:00:00+00:00,3.099999958067201e-05,3.9999998989515007e-05,3.099999958067201e-05,3.199999991920777e-05,10122,0.0,0.0
2024-06-21 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.199999991920777e-05,3.300000025774352e-05,4075,0.0,0.0
2024-06-22 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,3526,0.0,0.0
2024-06-23 00:00:00+00:00,3.199999991920777e-05,3.7000001611886546e-05,2.9000000722589903e-05,2.9000000722589903e-05,8535,0.0,0.0
2024-06-24 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,3.099999958067201e-05,4410,0.0,0.0
2024-06-25 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,720,0.0,0.0
2024-06-26 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,308,0.0,0.0
2024-06-27 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.9000000722589903e-05,3.099999958067201e-05,375,0.0,0.0
2024-06-28 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9999999242136255e-05,2.9999999242136255e-05,861,0.0,0.0
2024-06-29 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,389,0.0,0.0
2024-06-30 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,3.099999958067201e-05,973,0.0,0.0
2024-07-01 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,2615,0.0,0.0
2024-07-02 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9999999242136255e-05,3.099999958067201e-05,1445,0.0,0.0
2024-07-03 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.8000000384054147e-05,2.8000000384054147e-05,145,0.0,0.0
2024-07-04 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,393,0.0,0.0
2024-07-05 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.499999936844688e-05,282,0.0,0.0
2024-07-06 00:00:00+00:00,2.499999936844688e-05,2.9000000722589903e-05,2.499999936844688e-05,2.8000000384054147e-05,918,0.0,0.0
2024-07-07 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,446,0.0,0.0
2024-07-08 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,387,0.0,0.0
2024-07-09 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,124,0.0,0.0
2024-07-10 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.4000000848900527e-05,113,0.0,0.0
2024-07-11 00:00:00+00:00,2.4000000848900527e-05,4.999999873689376e-05,2.4000000848900527e-05,4.099999932805076e-05,21728,0.0,0.0
2024-07-12 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.9000000722589903e-05,2.9999999242136255e-05,5278,0.0,0.0
2024-07-13 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.9000000722589903e-05,2.9000000722589903e-05,5439,0.0,0.0
2024-07-14 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,2084,0.0,0.0
2024-07-15 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,971,0.0,0.0
2024-07-16 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9999999242136255e-05,271,0.0,0.0
2024-07-17 00:00:00+00:00,2.9999999242136255e-05,4.5000000682193786e-05,2.9000000722589903e-05,3.199999991920777e-05,10367,0.0,0.0
2024-07-18 00:00:00+00:00,3.199999991920777e-05,8.70000003487803e-05,3.099999958067201e-05,4.199999966658652e-05,163700,0.0,0.0
2024-07-19 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.7999998312443495e-05,3.9999998989515007e-05,5329,0.0,0.0
2024-07-20 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.7000001611886546e-05,4.099999932805076e-05,2574,0.0,0.0
2024-07-21 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.7999998312443495e-05,4.099999932805076e-05,1770,0.0,0.0
2024-07-22 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,3.899999865097925e-05,4.199999966658652e-05,2672,0.0,0.0
2024-07-23 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.9999998989515007e-05,3.9999998989515007e-05,1143,0.0,0.0
2024-07-24 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.899999865097925e-05,4.099999932805076e-05,2577,0.0,0.0
