TIMESTAMP,EZETH_OPEN_PRICE_USD,EZETH_HIGH_PRICE_USD,EZETH_LOW_PRICE_USD,EZETH_CLOSE_PRICE_USD,EZETH_VOLUME_USD,EZETH_DIVIDENDS_USD,EZETH_STOCK_SPLITS_USD
2024-02-23 00:00:00+00:00,2955.875732421875,2961.168212890625,2930.64306640625,2938.394287109375,10082002,0.0,0.0
2024-02-24 00:00:00+00:00,2938.394287109375,3011.291748046875,2927.693359375,3007.521240234375,13013667,0.0,0.0
2024-02-25 00:00:00+00:00,3007.521240234375,3122.218994140625,3007.521240234375,3119.189208984375,18848169,0.0,0.0
2024-02-26 00:00:00+00:00,3119.189208984375,3203.820068359375,3065.424560546875,3197.163818359375,28891199,0.0,0.0
2024-02-27 00:00:00+00:00,3197.8623046875,3300.4755859375,3191.103759765625,3260.3388671875,23164919,0.0,0.0
2024-02-28 00:00:00+00:00,3260.3388671875,3459.281494140625,3256.105224609375,3393.06640625,16503510,0.0,0.0
2024-02-29 00:00:00+00:00,3393.06640625,3525.161376953125,3346.232421875,3367.6630859375,12399674,0.0,0.0
2024-03-01 00:00:00+00:00,3367.6630859375,3460.569580078125,3359.5,3453.741943359375,13904353,0.0,0.0
2024-03-02 00:00:00+00:00,3453.741943359375,3469.234619140625,3424.54052734375,3429.639404296875,12440355,0.0,0.0
2024-03-03 00:00:00+00:00,3429.639404296875,3497.68408203125,3407.928955078125,3493.710205078125,16052432,0.0,0.0
2024-03-04 00:00:00+00:00,3493.710205078125,3641.885986328125,3485.59912109375,3641.885986328125,33838960,0.0,0.0
2024-03-05 00:00:00+00:00,3641.885986328125,3815.422119140625,3491.40869140625,3540.849365234375,26300529,0.0,0.0
2024-03-06 00:00:00+00:00,3540.849365234375,3886.04736328125,3538.548828125,3843.467529296875,36712626,0.0,0.0
2024-03-07 00:00:00+00:00,3843.467529296875,3930.731689453125,3794.163330078125,3893.1962890625,22289952,0.0,0.0
2024-03-08 00:00:00+00:00,3893.1962890625,3999.748779296875,3893.1279296875,3916.544677734375,39152470,0.0,0.0
2024-03-09 00:00:00+00:00,3916.544677734375,3964.962890625,3912.197509765625,3932.0263671875,12482342,0.0,0.0
2024-03-10 00:00:00+00:00,3932.0263671875,3979.222900390625,3855.18701171875,3898.085205078125,29784887,0.0,0.0
2024-03-11 00:00:00+00:00,3898.085205078125,4070.086669921875,3838.16015625,4068.552001953125,17217257,0.0,0.0
2024-03-12 00:00:00+00:00,4068.552001953125,4094.096435546875,3938.46533203125,3996.460693359375,23180792,0.0,0.0
2024-03-13 00:00:00+00:00,3996.460693359375,4090.6044921875,3996.460693359375,4023.49951171875,45790132,0.0,0.0
