TIMESTAMP,DOGE-128448_OPEN_PRICE_USD,DOGE-128448_HIGH_PRICE_USD,DOGE-128448_LOW_PRICE_USD,DOGE-128448_CLOSE_PRICE_USD,DOGE-128448_VOLUME_USD,DOGE-128448_DIVIDENDS_USD,DOGE-128448_STOCK_SPLITS_USD
2023-11-20 00:00:00+00:00,0.0008060000254772604,0.0008660000166855752,0.0005109999910928309,0.0006259999936446548,97273,0.0,0.0
2023-11-21 00:00:00+00:00,0.0006259999936446548,0.0006760000251233578,0.0005099999834783375,0.0005099999834783375,34659,0.0,0.0
2023-11-22 00:00:00+00:00,0.0005099999834783375,0.0005419999943114817,0.0003870000073220581,0.0004839999892283231,38171,0.0,0.0
2023-11-23 00:00:00+00:00,0.0004839999892283231,0.0004839999892283231,0.00025499999173916876,0.00031900001340545714,35530,0.0,0.0
2023-11-24 00:00:00+00:00,0.00031900001340545714,0.00039999998989515007,0.00031900001340545714,0.00038300000596791506,12218,0.0,0.0
2023-11-25 00:00:00+00:00,0.00038300000596791506,0.0003980000037699938,0.0003319999959785491,0.00033999999868683517,10834,0.0,0.0
2023-11-26 00:00:00+00:00,0.00033999999868683517,0.0005859999801032245,0.0003389999910723418,0.0005080000264570117,29815,0.0,0.0
2023-11-27 00:00:00+00:00,0.0005080000264570117,0.0009749999735504389,0.0005070000188425183,0.000818000000435859,73170,0.0,0.0
2023-11-28 00:00:00+00:00,0.000818000000435859,0.0008559999987483025,0.000623999978415668,0.000699999975040555,49873,0.0,0.0
2023-11-29 00:00:00+00:00,0.000699999975040555,0.003601999953389168,0.0006970000104047358,0.0027719999197870493,1171811,0.0,0.0
2023-11-30 00:00:00+00:00,0.0027719999197870493,0.004459000192582607,0.0024129999801516533,0.0025400000158697367,721317,0.0,0.0
2023-12-01 00:00:00+00:00,0.0025790000800043344,0.003920000046491623,0.002205000026151538,0.0030739998910576105,334064,0.0,0.0
2023-12-02 00:00:00+00:00,0.0031159999780356884,0.003984999842941761,0.0024059999268501997,0.0029239999130368233,388861,0.0,0.0
2023-12-03 00:00:00+00:00,0.0029249999206513166,0.003324999939650297,0.0023759999312460423,0.0026889999862760305,298954,0.0,0.0
2023-12-04 00:00:00+00:00,0.0026910000015050173,0.003621000098064542,0.002409999957308173,0.0032029999420046806,398908,0.0,0.0
