TIMESTAMP,SHDX_OPEN_PRICE_USD,SHDX_HIGH_PRICE_USD,SHDX_LOW_PRICE_USD,SHDX_CLOSE_PRICE_USD,SHDX_VOLUME_USD,SHDX_DIVIDENDS_USD,SHDX_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.8000001445179805e-05,5.999999848427251e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.999999848427251e-05,5.999999848427251e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,5.999999848427251e-05,6.500000017695129e-05,5.999999848427251e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,6.500000017695129e-05,6.70000008540228e-05,6.500000017695129e-05,6.70000008540228e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,6.70000008540228e-05,6.800000119255856e-05,6.600000051548705e-05,6.70000008540228e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,6.70000008540228e-05,7.200000254670158e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,5.900000178371556e-05,6.0999998822808266e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,6.0999998822808266e-05,6.199999916134402e-05,5.900000178371556e-05,5.900000178371556e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,5.900000178371556e-05,6.199999916134402e-05,5.900000178371556e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,6.199999916134402e-05,6.500000017695129e-05,6.199999916134402e-05,6.399999983841553e-05,1296,0.0,0.0
2025-04-12 00:00:00+00:00,6.399999983841553e-05,6.500000017695129e-05,6.299999949987978e-05,6.399999983841553e-05,2470,0.0,0.0
2025-04-13 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,5.999999848427251e-05,5.999999848427251e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.999999848427251e-05,6.0999998822808266e-05,5083,0.0,0.0
2025-04-15 00:00:00+00:00,6.0999998822808266e-05,6.199999916134402e-05,5.500000042957254e-05,5.500000042957254e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.2999999752501026e-05,5.500000042957254e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.199999941396527e-05,5.2999999752501026e-05,8486,0.0,0.0
2025-04-18 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,5.0999999075429514e-05,5.2999999752501026e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.999999873689376e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,4.999999873689376e-05,5.2999999752501026e-05,6271,0.0,0.0
2025-04-21 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,5.199999941396527e-05,5.2999999752501026e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,5.2999999752501026e-05,5.700000110664405e-05,5.199999941396527e-05,5.2999999752501026e-05,6030,0.0,0.0
2025-04-23 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,5.199999941396527e-05,5.2999999752501026e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,5.2999999752501026e-05,5.6000000768108293e-05,5.2999999752501026e-05,5.500000042957254e-05,7923,0.0,0.0
2025-04-25 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.500000042957254e-05,5.6000000768108293e-05,7185,0.0,0.0
2025-04-26 00:00:00+00:00,5.6000000768108293e-05,5.900000178371556e-05,5.6000000768108293e-05,5.8000001445179805e-05,8213,0.0,0.0
2025-04-27 00:00:00+00:00,5.8000001445179805e-05,6.199999916134402e-05,5.8000001445179805e-05,5.999999848427251e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.700000110664405e-05,8501,0.0,0.0
2025-04-29 00:00:00+00:00,5.700000110664405e-05,6.0999998822808266e-05,5.700000110664405e-05,6.0999998822808266e-05,8736,0.0,0.0
2025-04-30 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.700000110664405e-05,5.700000110664405e-05,8948,0.0,0.0
2025-05-01 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.6000000768108293e-05,5.6000000768108293e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,4.999999873689376e-05,5.199999941396527e-05,9556,0.0,0.0
2025-05-03 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,5.0999999075429514e-05,5.199999941396527e-05,7252,0.0,0.0
2025-05-04 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.2999999752501026e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.8999998398358e-05,5.0999999075429514e-05,0,0.0,0.0
