TIMESTAMP,BTC_MINING_DIFFICULTY_HASHES_PER_BLOCKCHAIN,BTC_ESTIMATED_TRANSACTION_VOLUME_USD_PER_BLOCKCHAIN,BTC_HASH_RATE_TERAHASHES_PER_SECOND_PER_BLOCKCHAIN,BTC_MINERS_REVENUE_USD_PER_BLOCKCHAIN,BTC_MY_WALLET_TRANSACTION_COUNT_PER_BLOCKCHAIN,BTC_MY_WALLET_USER_COUNT_PER_BLOCKCHAIN,BTC_MY_WALLET_TRANSACTION_VOLUME_USD_PER_BLOCKCHAIN,BTC_UNIQUE_ADDRESSES_USED_COUNT_PER_BLOCKCHAIN,BTC_TOTAL_CONFIRMED_TRANSACTION_COUNT_PER_BLOCKCHAIN,BTC_TOTAL_TRANSACTION_COUNT_PER_BLOCKCHAIN,BTC_TRANSACTION_COUNT_EXCLUDING_POPULAR_ADDRESSES_PER_BLOCKCHAIN,BTC_CUMULATIVE_DAYS_DESTROYED_PER_BLOCKCHAIN,BTC_DAYS_DESTROYED_PER_BLOCKCHAIN,BTC_MINIMUM_AGE_1_MONTH_DAYS_DESTROYED_PER_BLOCKCHAIN,BTC_MINIMUM_AGE_1_WEEK_DAYS_DESTROYED_PER_BLOCKCHAIN,BTC_MINIMUM_AGE_1_YEAR_DAYS_DESTROYED_PER_BLOCKCHAIN,BTC_NETWORK_DEFICIT_PER_BLOCKCHAIN,BTC_TRADE_VOLUME_VS_TRANSACTION_VOLUME_RATIO_PER_BLOCKCHAIN,BTC_MEMPOOL_SIZE_BYTES_PER_BLOCKCHAIN,BTC_MEMPOOL_SIZE_GROWTH_BYTES_PER_SECOND_PER_BLOCKCHAIN,BTC_AVERAGE_TRANSACTION_CONFIRMATION_TIME_MINUTES_PER_BLOCKCHAIN,BTC_MEDIAN_TRANSACTION_CONFIRMATION_TIME_MINUTES_PER_BLOCKCHAIN,BTC_AVERAGE_TRANSACTION_COUNT_PER_BLOCK_PER_BLOCKCHAIN,BTC_AVERAGE_BLOCK_SIZE_MEGABYTES_PER_BLOCKCHAIN,BTC_BLOCKCHAIN_SIZE_MEGABYTES_PER_BLOCKCHAIN,BTC_COST_PER_TRANSACTION_USD_PER_BLOCKCHAIN,BTC_COST_PERCENTAGE_OF_TRADE_VOLUME_PER_BLOCKCHAIN,BTC_TOTAL_ESTIMATED_TRANSACTION_VALUE_BTC_PER_BLOCKCHAIN,BTC_TOTAL_TRANSACTION_FEES_USD_PER_BLOCKCHAIN,BTC_TOTAL_OUTPUT_VALUE_BTC_PER_BLOCKCHAIN,BTC_TOTAL_TRANSACTION_COUNT_PER_SECOND_PER_BLOCKCHAIN,BTC_TOTAL_UNCONFIRMED_TRANSACTION_COUNT_IN_MEMPOOL_PER_BLOCKCHAIN,BTC_TOTAL_UNSPENT_TRANSACTION_OUTPUT_COUNT_PER_BLOCKCHAIN,BTC_ACTIVE_ADDRESS_COUNT_PER_BIC,BTC_AVERAGE_BLOCK_TIME_MINUTES_PER_BIC,BTC_AVERAGE_FEE_PERCENTAGE_IN_TOTAL_BLOCK_REWARD_PER_BIC,BTC_AVERAGE_TRANSACTION_FEE_USD_PER_BIC,BTC_AVERAGE_TRANSACTION_VALUE_USD_PER_BIC,BTC_MEDIAN_TRANSACTION_FEE_USD_PER_BIC,BTC_MEDIAN_TRANSACTION_VALUE_USD_PER_BIC,BTC_MINING_PROFITABILITY_PER_BIC,BTC_SENT_COINS_USD_PER_BIC,BTC_SENT_FROM_UNIQUE_ADDRESS_COUNT_PER_BIC,BTC_TOP_100_RICHEST_PERCENTAGE_OF_TOTAL_COINS_PER_BIC
2009-01-17,1.0,0.0,0.0,0.0,0.0,2.0,0.0,109.0,101.0,768.0,101.0,1325.0,243.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.85321100910002,167422.0,0.0,,,0.0,5450.0,,,858.0,109.0,13.211,,,,,,,,18.0,12.394
2009-01-18,1.0,0.0,0.0,0.0,0.0,2.0,0.0,120.0,120.0,1072.0,108.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00934579439252,219.9439252336,190950.0,0.0,,,0.0,5500.0,,,963.0,111.0,13.458,,,,,,,,16.0,11.226
2009-01-19,1.0,0.0,0.0,0.0,0.0,2.0,0.0,118.0,118.0,1190.0,118.0,1660.0,335.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.01739130434783,232.8956521739,214484.0,0.0,,,0.0,6525.0,,,1064.0,133.0,12.522,,,,,,,,22.0,11.373
2009-01-20,1.0,0.0,0.0,0.0,0.0,2.0,0.0,115.0,115.0,1102.0,115.0,4731.0,3071.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00877192982456,224.72807017539998,241267.0,0.0,,,0.0,6100.0,,,1171.0,123.0,12.632,,,,,,,,21.0,10.873
2009-01-21,1.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,76.0,1381.0,105.0,6585.0,1854.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.01941747572816,230.4563106796,266886.0,0.0,,,0.0,5750.0,,,1264.0,105.0,14.118,,,,,,,,22.0,10.094
2009-01-22,1.0,0.0,0.0,0.0,0.0,2.0,0.0,68.0,68.0,1449.0,68.0,8548.0,1963.0,0.0,795.0,0.0,0.0,0.0,,,,0.0,1.0,215.7333333333,290623.0,0.0,,,0.0,4500.0,,,1354.0,102.0,15.824,,,,,,,,12.0,10.153
2009-01-23,1.0,0.0,0.0,0.0,0.0,2.0,0.0,86.0,86.0,1412.0,201.0,9243.0,695.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.02380952380952,229.238095238,310038.0,0.0,,,0.0,4650.0,,,1431.0,95.0,17.143,,,,,,,,18.0,10.117
2009-01-24,1.0,0.0,0.0,0.0,0.0,2.0,0.0,195.0,195.0,1845.0,202.0,12537.0,3294.0,0.0,408.0,0.0,0.0,0.0,,,,0.0,1.00497512437811,222.0597014925,329295.0,0.0,,,0.0,10550.0,,,1623.0,212.0,7.164,,,,,,,,22.0,9.439
2009-01-25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,116.0,116.0,1961.0,116.0,12625.0,88.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00523560209424,217.0,373929.0,0.0,,,0.0,9600.0,,,1814.0,193.0,7.539,,,,,,,,14.0,8.47
2009-01-26,1.0,0.0,0.0,0.0,0.0,2.0,0.0,97.0,97.0,1892.0,105.0,12625.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.01041666666667,239.9479166666,415376.0,0.0,,,0.0,5800.0,,,1891.0,117.0,15.0,,,,,,,,17.0,9.077
2009-01-27,1.0,0.0,0.0,0.0,0.0,2.0,0.0,103.0,103.0,2169.0,98.0,15953.0,3328.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.01030927835052,220.3092783505,438411.0,0.0,,,0.0,5000.0,,,1986.0,101.0,14.845,,,,,,,,8.0,8.745
2009-01-28,1.0,0.0,0.0,0.0,0.0,2.0,0.0,122.0,122.0,2291.0,122.0,15953.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.6517857142,459781.0,0.0,,,0.0,5600.0,,,2098.0,112.0,12.857,,,,,,,,23.0,8.293
2009-01-29,1.0,0.0,0.0,0.0,0.0,2.0,0.0,122.0,122.0,2199.0,122.0,15953.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00826446280992,227.2561983471,483934.0,0.0,,,0.0,6650.0,,,2208.0,134.0,11.901,,,,,,,,24.0,8.379
2009-01-30,1.0,0.0,0.0,0.0,0.0,2.0,0.0,129.0,129.0,2542.0,117.0,17445.0,1492.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.8717948717,511432.0,0.0,,,0.0,5850.0,,,2325.0,117.0,12.308,,,,,,,,23.0,7.972
2009-01-31,1.0,0.0,0.0,0.0,0.0,2.0,0.0,118.0,118.0,2660.0,118.0,17445.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00724637681159,232.4637681159,536688.0,0.0,,,0.0,7900.0,,,2444.0,159.0,10.435,,,,,,,,36.0,8.286
2009-02-01,1.0,0.0,0.0,0.0,0.0,2.0,0.0,114.0,114.0,2577.0,127.0,29861.0,12416.0,0.0,12302.0,0.0,0.0,0.0,,,,0.0,1.00884955752212,218.203539823,568769.0,0.0,,,0.0,5750.0,,,2556.0,116.0,12.743,,,,,,,,31.0,7.971
2009-02-02,1.0,0.0,0.0,0.0,0.0,2.0,0.0,145.0,150.0,2937.0,129.0,29861.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0078125,217.09375,593426.0,0.0,,,0.0,6450.0,,,2684.0,130.0,11.25,,,,,,,,37.0,7.605
2009-02-03,1.0,0.0,0.0,0.0,0.0,2.0,0.0,129.0,126.0,3063.0,126.0,30781.0,920.0,0.0,868.0,0.0,0.0,0.0,,,,0.0,1.11510791366906,248.4964028776,621214.0,0.0,,,0.0,7686.52,,,2835.0,154.0,10.36,,,,,,,,50.0,7.258
2009-02-04,1.0,0.0,0.0,0.0,0.0,2.0,0.0,119.0,119.0,2975.0,121.0,31607.0,826.0,0.0,658.0,0.0,0.0,0.0,,,,0.0,1.0,215.7394957983,655754.0,0.0,,,0.0,5950.0,,,2954.0,119.0,12.101,,,,,,,,26.0,6.974
2009-02-05,1.0,0.0,0.0,0.0,0.0,2.0,0.0,129.0,129.0,3313.0,126.0,31607.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.7222222222,681427.0,0.0,,,0.0,6300.0,,,3080.0,126.0,11.429,,,,,,,,34.0,6.696
2009-02-06,1.0,0.0,0.0,0.0,0.0,2.0,0.0,131.0,130.0,3443.0,130.0,31607.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.83606557369998,708609.0,0.0,,,0.0,6100.0,,,3202.0,122.0,11.803,,,,,,,,19.0,6.448
2009-02-07,1.0,0.0,0.0,0.0,0.0,2.0,0.0,134.0,133.0,3342.0,135.0,42584.0,10977.0,0.0,9303.0,0.0,0.0,0.0,,,,0.0,1.03100775193798,240.3100775193,734941.0,0.0,,,0.0,7648.0,,,3312.0,156.0,11.163,,,,,,,,32.0,6.789
2009-02-08,1.0,0.0,0.0,0.0,0.0,2.0,0.0,129.0,129.0,3707.0,133.0,50447.0,7863.0,0.0,7863.0,0.0,0.0,0.0,,,,0.0,1.00757575757576,217.5757575757,765941.0,0.0,,,0.0,7600.0,,,3444.0,134.0,10.909,,,,,,,,46.0,6.536
2009-02-09,1.0,0.0,0.0,0.0,0.0,2.0,0.0,127.0,127.0,3834.0,127.0,64048.0,13601.0,0.0,8793.0,0.0,0.0,0.0,,,,0.0,1.00746268656716,253.6044776119,794661.0,0.0,,,0.0,8900.0,,,3535.0,179.0,10.746,,,,,,,,34.0,7.493
2009-02-10,1.0,0.0,0.0,0.0,0.0,2.0,0.0,120.0,120.0,3743.0,132.0,64048.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.6666666666,828643.0,0.0,,,0.0,6000.0,,,3655.0,120.0,12.0,,,,,,,,18.0,7.256
2009-02-11,1.0,0.0,0.0,0.0,0.0,2.0,0.0,119.0,119.0,4085.0,135.0,65042.0,994.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.01503759398496,229.1278195488,854524.0,0.0,,,0.0,7200.04,,,3776.0,147.0,10.827,,,,,,,,27.0,7.24
2009-02-12,1.0,0.0,0.0,0.0,0.0,2.0,0.0,124.0,124.0,4209.0,124.0,65240.0,198.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.87394957979998,884998.0,0.0,,,0.0,5950.0,,,3895.0,119.0,12.101,,,,,,,,22.0,7.027
2009-02-13,1.0,0.0,0.0,0.0,0.0,2.0,0.0,141.0,124.0,4117.0,141.0,65240.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9032258064,910687.0,0.0,,,0.0,6200.0,,,4019.0,124.0,11.613,,,,,,,,27.0,6.819
2009-02-14,1.0,0.0,0.0,0.0,0.0,2.0,0.0,136.0,125.0,4475.0,136.0,65240.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.78676470579998,937458.0,0.0,,,0.0,6800.0,,,4155.0,136.0,10.588,,,,,,,,29.0,6.604
2009-02-15,1.0,0.0,0.0,0.0,0.0,2.0,0.0,123.0,123.0,4598.0,123.0,68935.0,3695.0,0.0,2898.0,0.0,0.0,0.0,,,,0.0,1.0234375,229.3828125,966805.0,0.0,,,0.0,7300.0,,,4273.0,142.0,11.25,,,,,,,,32.0,6.639
2009-02-16,1.0,0.0,0.0,0.0,0.0,2.0,0.0,119.0,123.0,4508.0,119.0,68935.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00819672131148,244.1721311475,996166.0,0.0,,,0.0,7600.0,,,4366.0,153.0,11.803,,,,,,,,26.0,7.118
2009-02-17,1.0,0.0,0.0,0.0,0.0,2.0,0.0,117.0,124.0,4841.0,117.0,75244.0,6309.0,0.0,2289.0,0.0,0.0,0.0,,,,0.0,1.0,215.89743589740002,1025956.0000000001,0.0,,,0.0,5850.0,,,4483.0,117.0,12.308,,,,,,,,27.0,6.941
2009-02-18,1.0,0.0,0.0,0.0,0.0,2.0,0.0,117.0,117.0,4958.0,117.0,75244.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9406779661,1051216.0,0.0,,,0.0,5900.0,,,4601.0,118.0,12.203,,,,,,,,23.0,6.77
2009-02-19,1.0,0.0,0.0,0.0,0.0,2.0,0.0,129.0,125.0,4866.0,129.0,75244.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00806451612903,231.0483870967,1076697.0,0.0,,,0.0,7000.0,,,4710.0,141.0,11.613,,,,,,,,37.0,6.925
2009-02-20,1.0,0.0,0.0,0.0,0.0,2.0,0.0,122.0,110.0,5197.0,122.0,77799.0,2555.0,0.0,544.0,0.0,0.0,0.0,,,,0.0,1.0,215.8524590163,1105347.0,0.0,,,0.0,6100.0,,,4832.0,122.0,11.803,,,,,,,,29.0,6.757
2009-02-21,1.0,0.0,0.0,0.0,0.0,2.0,0.0,125.0,125.0,5322.0,125.0,77799.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.96491228070002,1131681.0,0.0,,,0.0,5700.0,,,4946.0,114.0,12.632,,,,,,,,22.0,6.608
2009-02-22,1.0,0.0,0.0,0.0,0.0,2.0,0.0,107.0,125.0,5227.0,107.0,79778.0,1979.0,0.0,365.0,0.0,0.0,0.0,,,,0.0,1.03305785123967,228.5454545454,1156301.0,0.0,,,0.0,7100.0,,,5060.0,133.0,11.901,,,,,,,,28.0,6.589
2009-02-23,1.0,0.0,0.0,0.0,0.0,2.0,0.0,108.0,111.0,5540.0,108.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9907407407,1183955.0,0.0,,,0.0,5400.0,,,5168.0,108.0,13.333,,,,,,,,22.0,6.457
2009-02-24,1.0,0.0,0.0,0.0,0.0,2.0,0.0,107.0,107.0,5647.0,107.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9339622641,1207282.0,0.0,,,0.0,5300.0,,,5274.0,106.0,13.585,,,,,,,,16.0,6.333
2009-02-25,1.0,0.0,0.0,0.0,0.0,2.0,0.0,96.0,105.0,5566.0,96.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.86666666660003,1230171.0,0.0,,,0.0,5250.0,,,5379.0,105.0,13.714,,,,,,,,16.0,6.214
2009-02-26,1.0,0.0,0.0,0.0,0.0,2.0,0.0,107.0,123.0,5866.0,107.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9626168224,1252837.0,0.0,,,0.0,5350.0,,,5486.0,107.0,13.458,,,,,,,,14.0,6.097
2009-02-27,1.0,0.0,0.0,0.0,0.0,2.0,0.0,103.0,103.0,5969.0,103.0,79778.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00869565217391,251.79999999999998,1275945.0,0.0,,,0.0,7550.0,,,5566.0,152.0,12.522,,,,,,,,26.0,6.595
2009-02-28,1.0,0.0,0.0,0.0,0.0,2.0,0.0,107.0,100.0,5894.0,107.0,89700.0,9922.0,0.0,4123.0,0.0,0.0,0.0,,,,0.0,1.01010101010101,224.5252525252,1304902.0,0.0,,,0.0,5300.0,,,5659.0,107.0,14.545,,,,,,,,8.0,6.603
2009-03-01,1.0,0.0,0.0,0.0,0.0,2.0,0.0,105.0,104.0,6180.0,105.0,91034.0,1334.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9523809523,1327130.0,0.0,,,0.0,5250.0,,,5764.0,105.0,13.714,,,,,,,,16.0,6.488
2009-03-02,1.0,0.0,0.0,0.0,0.0,2.0,0.0,107.0,108.0,6288.0,108.0,91034.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9629629629,1349805.0,0.0,,,0.0,5400.0,,,5872.0,108.0,13.333,,,,,,,,15.0,6.374
2009-03-03,1.0,0.0,0.0,0.0,0.0,2.0,0.0,106.0,107.0,6207.0,106.0,92640.0,1606.0,0.0,929.0,0.0,0.0,0.0,,,,0.0,1.01904761904762,225.4285714285,1373129.0,0.0,,,0.0,5650.0,,,5971.0,114.0,13.714,,,,,,,,17.0,6.395
2009-03-04,1.0,0.0,0.0,0.0,0.0,2.0,0.0,106.0,108.0,6502.0,106.0,92640.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.01923076923077,244.7115384615,1396799.0,0.0,,,0.0,6450.0,,,6053.0,130.0,13.846,,,,,,,,22.0,6.668
2009-03-05,1.0,0.0,0.0,0.0,0.0,2.0,0.0,119.0,119.0,6621.0,119.0,97822.0,5182.0,0.0,1990.0,0.0,0.0,0.0,,,,0.0,1.00892857142857,224.4107142857,1422249.0,0.0,,,0.0,6000.0,,,6158.0,121.0,12.857,,,,,,,,23.0,6.677
2009-03-06,1.0,0.0,0.0,0.0,0.0,2.0,0.0,111.0,117.0,6533.0,111.0,98751.0,929.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.923076923,1447383.0,0.0,,,0.0,5850.0,,,6275.0,117.0,12.308,,,,,,,,31.0,6.558
2009-03-07,1.0,0.0,0.0,0.0,0.0,2.0,0.0,109.0,115.0,6847.0,109.0,98751.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9724770642,1472646.0,0.0,,,0.0,5450.0,,,6384.0,109.0,13.211,,,,,,,,25.0,6.451
2009-03-08,1.0,0.0,0.0,0.0,0.0,2.0,0.0,113.0,113.0,6960.0,113.0,104313.0,5562.0,0.0,1394.0,0.0,0.0,0.0,,,,0.0,1.02608695652174,243.59130434780002,1496187.0,0.0,,,0.0,7300.0,,,6476.0,142.0,12.522,,,,,,,,19.0,6.695
2009-03-09,1.0,0.0,0.0,0.0,0.0,2.0,0.0,105.0,108.0,6877.0,105.0,104313.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.7129629629,1524200.0,0.0,,,0.0,5400.0,,,6584.0,108.0,13.333,,,,,,,,21.0,6.59
2009-03-10,1.0,0.0,0.0,0.0,0.0,2.0,0.0,107.0,108.0,7173.0,107.0,104313.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.9719626168,1547497.0,0.0,,,0.0,5350.0,,,6691.0,107.0,13.458,,,,,,,,21.0,6.489
2009-03-11,1.0,0.0,0.0,0.0,0.0,2.0,0.0,119.0,119.0,7292.0,119.0,104313.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,215.8859649122,1570606.0,0.0,,,0.0,5700.0,,,6805.0,114.0,12.632,,,,,,,,25.0,6.386
2009-03-12,1.0,0.0,0.0,0.0,0.0,2.0,0.0,115.0,119.0,7206.0,115.0,104859.0,546.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00847457627119,219.53389830499998,1595217.0,0.0,,,0.0,6050.0,,,6921.0,122.0,12.203,,,,,,,,30.0,6.309
2009-03-13,1.0,0.0,0.0,0.0,0.0,2.0,0.0,116.0,116.0,7523.0,114.0,107616.0,2757.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.00884955752212,229.3893805309,1621122.0,0.0,,,0.0,6400.0,,,7022.0,127.0,12.743,,,,,,,,14.0,6.389
