TIMESTAMP,KIRA28749_OPEN_PRICE_USD,KIRA28749_HIGH_PRICE_USD,KIRA28749_LOW_PRICE_USD,KIRA28749_CLOSE_PRICE_USD,KIRA28749_VOLUME_USD,KIRA28749_DIVIDENDS_USD,KIRA28749_STOCK_SPLITS_USD
2023-12-19 00:00:00+00:00,0.00015199999324977398,0.0002730000123847276,7.300000288523734e-05,0.00014600000577047467,158669,0.0,0.0
2023-12-20 00:00:00+00:00,0.00014600000577047467,0.0003000000142492354,0.00011000000085914508,0.00025499999173916876,464698,0.0,0.0
2023-12-21 00:00:00+00:00,0.00025499999173916876,0.00025599999935366213,0.00011600000289035961,0.00012099999730708078,182885,0.0,0.0
2023-12-22 00:00:00+00:00,0.00012099999730708078,0.00016900000628083944,7.599999662488699e-05,0.0001539999939268455,85802,0.0,0.0
2023-12-23 00:00:00+00:00,0.0001539999939268455,0.00015700000221841037,7.599999662488699e-05,0.00012700000661425292,47734,0.0,0.0
2023-12-24 00:00:00+00:00,0.00012700000661425292,0.00017800000205170363,8.299999899463728e-05,0.00016199999663513154,121832,0.0,0.0
2023-12-25 00:00:00+00:00,0.00016199999663513154,0.00021699999342672527,0.00011999999696854502,0.00021600000036414713,106898,0.0,0.0
2023-12-26 00:00:00+00:00,0.00021600000036414713,0.00021600000036414713,7.599999662488699e-05,0.00011700000322889537,39998,0.0,0.0
2023-12-27 00:00:00+00:00,0.00011700000322889537,0.00015700000221841037,7.400000322377309e-05,0.00011800000356743112,45988,0.0,0.0
2023-12-28 00:00:00+00:00,0.00011800000356743112,0.00014200000441633165,7.000000186963007e-05,0.00010699999984353781,95883,0.0,0.0
2023-12-29 00:00:00+00:00,0.00010699999984353781,0.0001880000054370612,7.100000220816582e-05,0.0001429999974789098,157611,0.0,0.0
2023-12-30 00:00:00+00:00,0.0001429999974789098,0.00018400000408291817,0.0001049999991664663,0.00014899999951012433,27346,0.0,0.0
2023-12-31 00:00:00+00:00,0.00014899999951012433,0.00015500000154133886,0.00011100000119768083,0.0001429999974789098,26515,0.0,0.0
2024-01-01 00:00:00+00:00,0.0001429999974789098,0.00015900000289548188,0.00010599999950500205,0.00015799999528098851,20171,0.0,0.0
2024-01-02 00:00:00+00:00,0.00015799999528098851,0.00015999999595806003,7.400000322377309e-05,7.400000322377309e-05,25456,0.0,0.0
2024-01-03 00:00:00+00:00,7.400000322377309e-05,0.00011300000187475234,6.600000051548705e-05,6.800000119255856e-05,30841,0.0,0.0
2024-01-04 00:00:00+00:00,6.800000119255856e-05,0.00011899999663000926,6.800000119255856e-05,0.00011500000255182385,16159,0.0,0.0
2024-01-05 00:00:00+00:00,0.00011500000255182385,0.00011800000356743112,3.7000001611886546e-05,0.00011500000255182385,23355,0.0,0.0
2024-01-06 00:00:00+00:00,0.00011500000255182385,0.00011999999696854502,3.7999998312443495e-05,0.00011999999696854502,68422,0.0,0.0
2024-01-07 00:00:00+00:00,0.00011999999696854502,0.00012199999764561653,6.500000017695129e-05,6.70000008540228e-05,14514,0.0,0.0
2024-01-08 00:00:00+00:00,6.70000008540228e-05,9.600000339560211e-05,6.199999916134402e-05,8.299999899463728e-05,29438,0.0,0.0
2024-01-09 00:00:00+00:00,8.299999899463728e-05,8.399999933317304e-05,5.0999999075429514e-05,5.199999941396527e-05,31233,0.0,0.0
2024-01-10 00:00:00+00:00,5.199999941396527e-05,6.0999998822808266e-05,4.999999873689376e-05,5.6000000768108293e-05,19328,0.0,0.0
2024-01-11 00:00:00+00:00,5.6000000768108293e-05,7.000000186963007e-05,4.8000001697801054e-05,5.8000001445179805e-05,32838,0.0,0.0
2024-01-12 00:00:00+00:00,5.8000001445179805e-05,6.500000017695129e-05,5.6000000768108293e-05,5.900000178371556e-05,15498,0.0,0.0
2024-01-13 00:00:00+00:00,5.900000178371556e-05,6.299999949987978e-05,5.6000000768108293e-05,5.700000110664405e-05,14095,0.0,0.0
2024-01-14 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.0999999075429514e-05,5.0999999075429514e-05,12168,0.0,0.0
