TIMESTAMP,ASBNB_OPEN_PRICE_USD,ASBNB_HIGH_PRICE_USD,ASBNB_LOW_PRICE_USD,ASBNB_CLOSE_PRICE_USD,ASBNB_VOLUME_USD,ASBNB_DIVIDENDS_USD,ASBNB_STOCK_SPLITS_USD
2025-03-11 00:00:00+00:00,423.3548583984375,875.781005859375,407.5395202636719,515.9425048828125,0,0.0,0.0
2025-03-12 00:00:00+00:00,515.9425048828125,653.0486450195312,407.2716979980469,554.8009643554688,765,0.0,0.0
2025-03-13 00:00:00+00:00,554.8009643554688,676.4815673828125,430.6749572753906,500.0313720703125,0,0.0,0.0
2025-03-14 00:00:00+00:00,500.0313720703125,687.66943359375,437.0355529785156,648.0660400390625,0,0.0,0.0
2025-03-15 00:00:00+00:00,648.0660400390625,684.265869140625,434.0058288574219,544.634765625,951,0.0,0.0
2025-03-16 00:00:00+00:00,544.634765625,720.0261840820312,451.6026611328125,475.8203430175781,316,0.0,0.0
2025-03-17 00:00:00+00:00,475.8203430175781,640.6492309570312,464.2860107421875,569.2677001953125,1555,0.0,0.0
2025-03-18 00:00:00+00:00,569.2677001953125,746.6189575195312,447.003173828125,546.4524536132812,896,0.0,0.0
2025-03-19 00:00:00+00:00,546.4524536132812,599.4295654296875,437.63232421875,547.3616333007812,1017,0.0,0.0
2025-03-20 00:00:00+00:00,547.3616333007812,622.7647705078125,389.2019348144531,611.4443969726562,4458,0.0,0.0
2025-03-21 00:00:00+00:00,611.4443969726562,766.1005249023438,578.0952758789062,596.8333129882812,2336,0.0,0.0
2025-03-22 00:00:00+00:00,596.8333129882812,671.4904174804688,460.832275390625,654.3792724609375,2599,0.0,0.0
2025-03-23 00:00:00+00:00,654.3792724609375,839.83837890625,574.8626098632812,628.6819458007812,1588,0.0,0.0
2025-03-24 00:00:00+00:00,628.6819458007812,669.0314331054688,581.0142822265625,654.8447265625,2173,0.0,0.0
2025-03-25 00:00:00+00:00,654.8447265625,785.2611083984375,491.6034851074219,619.0430297851562,11199,0.0,0.0
2025-03-26 00:00:00+00:00,619.0430297851562,654.7476806640625,605.1107788085938,638.0030517578125,0,0.0,0.0
2025-03-27 00:00:00+00:00,638.0030517578125,666.0343627929688,612.575927734375,649.3001098632812,37781,0.0,0.0
2025-03-28 00:00:00+00:00,649.3001098632812,713.6129150390625,629.6677856445312,646.0302734375,10823,0.0,0.0
