TIMESTAMP,WAVES_CLOSE_PRICE_USD,WAVES_OPEN_PRICE_USD,WAVES_HIGH_PRICE_USD,WAVES_LOW_PRICE_USD
2019-01-31,2.9536,2.9921,3.033,2.9371
2019-02-01,2.8306,2.9536,2.9536,2.8054
2019-02-02,2.8508,2.8306,2.9161,2.7936
2019-02-03,2.9669,2.8508,2.9896,2.8508
2019-02-04,2.9209,2.9669,2.9872,2.87
2019-02-05,2.81,2.9209,2.9281,2.81
2019-02-06,2.6447,2.81,2.8752,2.621
2019-02-07,2.5847,2.6447,2.7522,2.5847
2019-02-08,2.7187,2.5847,2.8079,2.5544
2019-02-09,2.6769,2.7187,2.765,2.6562
2019-02-10,2.7511,2.6769,2.7671,2.5937
2019-02-11,2.9419,2.7511,2.9437,2.6411
2019-02-12,2.9571,2.9419,3.0113,2.8153
2019-02-13,2.8851,2.9571,2.9827,2.8585
2019-02-14,2.7971,2.8851,2.8851,2.7344
2019-02-15,2.8176,2.7971,2.9351,2.7654
2019-02-16,2.7828,2.8176,2.8265,2.7464
2019-02-17,2.7374,2.7828,2.7911,2.7241
2019-02-18,2.8881,2.7374,2.9368,2.7208
2019-02-19,2.9477,2.8881,3.0183,2.8474
2019-02-20,2.9541,2.9477,3.0057,2.8731
2019-02-21,2.9355,2.9541,2.9646,2.8761
2019-02-22,2.9607,2.9355,3.0153,2.9267
2019-02-23,2.9537,2.9607,3.0131,2.875
2019-02-24,2.8211,2.9537,2.9968,2.7165
2019-02-25,2.859,2.8175,2.9162,2.7668
2019-02-26,2.7456,2.859,2.8746,2.6582
2019-02-27,2.7626,2.7456,2.8083,2.6455
2019-02-28,2.662,2.7626,2.8224,2.662
2019-03-01,2.7696,2.662,2.8073,2.6606
2019-03-02,2.7923,2.7696,2.8427,2.7595
2019-03-03,2.6946,2.7923,2.8371,2.6946
2019-03-04,2.7528,2.6946,2.7693,2.6549
2019-03-05,2.714,2.7528,2.7528,2.6422
2019-03-06,2.6381,2.714,2.7145,2.6163
2019-03-07,2.6356,2.6381,2.6663,2.6109
2019-03-08,2.6602,2.6356,2.8188,2.5704
2019-03-09,2.7234,2.6602,2.7596,2.652
2019-03-10,2.7412,2.7234,2.7752,2.6862
2019-03-11,2.6267,2.7412,2.7807,2.5959
2019-03-12,2.7863,2.6267,2.7863,2.6032
2019-03-13,2.7253,2.7863,2.8245,2.6789
2019-03-14,2.7303,2.7253,2.7553,2.653
2019-03-15,2.7765,2.7303,2.8404,2.7297
2019-03-16,2.784,2.7765,2.8052,2.7424
2019-03-17,2.7914,2.784,2.7957,2.7033
2019-03-18,2.7358,2.7914,2.7972,2.7198
2019-03-19,2.7448,2.7358,2.7828,2.7207
2019-03-20,2.838,2.7448,2.842,2.7286
2019-03-21,2.7898,2.838,2.8703,2.7374
2019-03-22,2.8283,2.7898,2.8482,2.7557
2019-03-23,2.7998,2.8283,2.8589,2.7565
2019-03-24,2.7652,2.7998,2.7999,2.6664
2019-03-25,2.6844,2.7652,2.8102,2.6844
2019-03-26,2.6864,2.6844,2.7117,2.6501
2019-03-27,2.7712,2.6864,2.7867,2.6864
2019-03-28,2.7707,2.7712,2.7818,2.7312
2019-03-29,2.8581,2.7707,2.8832,2.7534
2019-03-30,2.7467,2.8581,2.8589,2.7359
2019-03-31,2.802,2.7467,2.839,2.7456
2019-04-01,2.8915,2.802,2.9194,2.7969
2019-04-02,3.1205,2.8915,3.1205,2.8033
2019-04-03,2.8563,3.1205,3.1917,2.824
2019-04-04,2.8179,2.8563,2.9744,2.7649
2019-04-05,2.9244,2.8179,2.9493,2.8179
2019-04-06,3.0033,2.9244,3.0033,2.8385
2019-04-07,2.9796,3.0033,3.1861,2.9498
2019-04-08,2.8906,2.9796,3.0329,2.8905
2019-04-09,2.8564,2.8906,2.9842,2.6708
2019-04-10,2.8284,2.8564,2.9557,2.7787
2019-04-11,2.6595,2.8284,3.0959,2.5098
2019-04-12,2.7078,2.6595,2.9194,2.5679
2019-04-13,2.7562,2.7078,2.7669,2.6537
2019-04-14,2.8753,2.7562,2.8804,2.6913
2019-04-15,2.7395,2.8753,2.9143,2.5971
2019-04-16,2.647,2.7395,2.7924,2.647
2019-04-17,2.6999,2.647,2.703,2.598
2019-04-18,2.746,2.6999,2.7625,2.6846
2019-04-19,2.7757,2.746,2.7855,2.706
2019-04-20,2.7371,2.7757,2.812,2.7331
2019-04-21,2.6195,2.7371,2.7371,2.5531
2019-04-22,2.6926,2.6195,2.6926,2.5966
2019-04-23,2.7345,2.6926,2.7869,2.6723
2019-04-24,2.42,2.7345,2.7357,2.4118
2019-04-25,2.2703,2.42,2.5233,2.2703
2019-04-26,2.262,2.2703,2.3367,2.2252
2019-04-27,2.2575,2.262,2.2903,2.1826
2019-04-28,2.1504,2.2575,2.3074,2.1387
2019-04-29,2.1057,2.1504,2.1914,2.0532
2019-04-30,2.3186,2.1057,2.3897,2.0804
2019-05-01,2.2297,2.3186,2.3186,2.214
2019-05-02,2.2051,2.2297,2.2926,2.1856
2019-05-03,2.2496,2.2051,2.2661,2.1834
2019-05-04,2.1755,2.2496,2.2927,2.1308
2019-05-05,2.1022,2.1755,2.189,2.0585
2019-05-06,2.2162,2.1022,2.2288,2.0735
2019-05-07,2.1244,2.2162,2.4476,2.1244
2019-05-08,2.2092,2.1244,2.2433,2.0783
2019-05-09,2.3384,2.2092,2.4242,2.1334
2019-05-10,2.2433,2.3384,2.3743,2.2077
2019-05-11,2.4535,2.2433,2.5182,2.2433
2019-05-12,2.4081,2.4535,2.5376,2.3471
2019-05-13,2.3837,2.4081,2.5005,2.3278
2019-05-14,2.3744,2.3833,2.4431,2.3078
2019-05-15,2.6013,2.3744,2.7018,2.3584
2019-05-16,2.5207,2.6013,2.7577,2.4571
2019-05-17,2.4019,2.5207,2.521,2.2567
2019-05-18,2.3924,2.4019,2.4421,2.3113
2019-05-19,2.5344,2.3924,2.5765,2.3876
2019-05-20,2.4319,2.5344,2.5344,2.34
2019-05-21,2.4631,2.4319,2.5289,2.3721
2019-05-22,2.3852,2.4631,2.5263,2.3527
2019-05-23,3.1253,2.3852,3.1537,2.3257
2019-05-24,2.6781,3.1253,3.3426,2.6778
2019-05-25,2.7117,2.6781,2.7684,2.6238
2019-05-26,2.7,2.7117,2.7341,2.6093
2019-05-27,2.7251,2.7,2.8687,2.6592
2019-05-28,2.7737,2.7251,2.8543,2.7071
2019-05-29,2.6736,2.7737,2.7737,2.6736
2019-05-30,2.5508,2.6736,2.7589,2.53
2019-05-31,2.65,2.5508,2.6501,2.5389
2019-06-01,2.6461,2.65,2.6759,2.5857
2019-06-02,2.6605,2.6461,2.6895,2.6037
2019-06-03,2.4495,2.6605,2.6616,2.4488
2019-06-04,2.3507,2.4495,2.4537,2.3086
2019-06-05,2.3389,2.3507,2.4051,2.3028
2019-06-06,2.3758,2.3389,2.4173,2.2815
2019-06-07,2.3639,2.3758,2.4193,2.3182
2019-06-08,2.346,2.3639,2.4175,2.3229
2019-06-09,2.3522,2.346,2.4197,2.3388
2019-06-10,2.4147,2.3522,2.4147,2.3051
2019-06-11,2.3999,2.4147,2.4656,2.3471
2019-06-12,2.4725,2.3999,2.4966,2.3795
2019-06-13,2.5209,2.4725,2.5325,2.465
2019-06-14,2.405,2.5209,2.5475,2.3267
2019-06-15,2.4286,2.405,2.4402,2.3765
2019-06-16,2.4214,2.4286,2.5861,2.3473
2019-06-17,2.4263,2.4214,2.5807,2.4214
2019-06-18,2.3838,2.4263,2.4432,2.3563
2019-06-19,2.4325,2.3838,2.4373,2.3688
2019-06-20,2.3685,2.4325,2.4464,2.3448
2019-06-21,2.3622,2.3685,2.4375,2.3407
2019-06-22,2.4313,2.3622,2.4897,2.3289
2019-06-23,2.3543,2.4313,2.4577,2.3543
2019-06-24,2.3911,2.3543,2.4265,2.3262
2019-06-25,2.3127,2.3911,2.4059,2.3
2019-06-26,2.2035,2.3127,2.3903,2.1533
2019-06-27,1.8615,2.2035,2.252,1.8615
2019-06-28,2.029,1.8615,2.0478,1.8607
2019-06-29,1.981,2.029,2.029,1.9224
2019-06-30,1.8467,1.981,1.9964,1.8467
2019-07-01,1.9076,1.8467,1.9694,1.8172
2019-07-02,1.8856,1.9076,1.9661,1.7776
2019-07-03,1.9352,1.8856,1.9883,1.8363
2019-07-04,1.8445,1.9352,1.953,1.8427
2019-07-05,1.8309,1.8445,1.8783,1.8196
2019-07-06,1.9463,1.8309,2.1967,1.8256
2019-07-07,2.0471,1.9463,2.2876,1.9463
2019-07-08,1.9031,2.0471,2.0471,1.8776
2019-07-09,1.8353,1.9031,1.9548,1.8061
2019-07-10,1.73,1.8353,1.8485,1.6703
2019-07-11,1.5099,1.73,1.73,1.4553
2019-07-12,1.6212,1.5099,1.7646,1.4892
2019-07-13,1.5325,1.6212,1.6392,1.5294
2019-07-14,1.5105,1.5325,1.7177,1.5104
2019-07-15,1.5241,1.5105,1.5689,1.3589
2019-07-16,1.4752,1.5241,1.6431,1.4716
2019-07-17,1.4086,1.4752,1.483,1.3738
2019-07-18,1.496,1.4086,1.5357,1.3911
2019-07-19,1.4857,1.496,1.5081,1.443
2019-07-20,1.5158,1.4857,1.541,1.4531
2019-07-21,1.4733,1.5158,1.5237,1.4329
2019-07-22,1.4513,1.4733,1.4909,1.4316
2019-07-23,1.3872,1.4513,1.4602,1.3651
2019-07-24,1.3552,1.3872,1.4085,1.3404
2019-07-25,1.439,1.3552,1.4674,1.3552
2019-07-26,1.4326,1.439,1.4405,1.4059
2019-07-27,1.3984,1.4326,1.4581,1.367
2019-07-28,1.4045,1.3984,1.4312,1.3806
2019-07-29,1.3793,1.4045,1.4451,1.3569
2019-07-30,1.3814,1.3793,1.3962,1.3528
2019-07-31,1.3889,1.3814,1.4164,1.3814
2019-08-01,1.3826,1.3889,1.4067,1.3632
2019-08-02,1.3975,1.3826,1.4059,1.3696
2019-08-03,1.3846,1.3975,1.4082,1.3452
2019-08-04,1.3707,1.3846,1.3927,1.3385
2019-08-05,1.4047,1.3707,1.438,1.3707
2019-08-06,1.3547,1.4047,1.4248,1.3381
2019-08-07,1.3451,1.3547,1.3712,1.3174
2019-08-08,1.3138,1.3451,1.3789,1.3138
2019-08-09,1.289,1.3138,1.3506,1.2823
2019-08-10,1.3079,1.289,1.3283,1.2756
2019-08-11,1.335,1.3079,1.3664,1.3079
2019-08-12,1.3235,1.335,1.3472,1.3023
2019-08-13,1.296,1.3235,1.3398,1.289
2019-08-14,1.2249,1.308,1.3111,1.2146
2019-08-15,1.217,1.2249,1.2338,1.1348
2019-08-16,1.2245,1.217,1.2531,1.1991
2019-08-17,1.2159,1.2245,1.251,1.2084
2019-08-18,1.2901,1.2159,1.3003,1.2112
2019-08-19,1.3031,1.2901,1.3109,1.2719
2019-08-20,1.273,1.3031,1.3033,1.2587
2019-08-21,1.218,1.273,1.3625,1.1914
2019-08-22,1.2929,1.218,1.3185,1.1728
2019-08-23,1.31,1.2929,1.349,1.2441
2019-08-24,1.3059,1.31,1.3565,1.2864
2019-08-25,1.2771,1.3059,1.3468,1.273
2019-08-26,1.2764,1.2771,1.3334,1.2725
2019-08-27,1.2596,1.2764,1.3001,1.2391
2019-08-28,1.2322,1.2596,1.3213,1.2086
2019-08-29,1.2,1.2322,1.2411,1.1682
2019-08-30,1.1321,1.2,1.2,1.1278
2019-08-31,1.1408,1.1321,1.144,1.0949
2019-09-01,1.109,1.1408,1.1459,1.1014
2019-09-02,1.1476,1.109,1.1476,1.1077
2019-09-03,1.1536,1.1476,1.1569,1.1212
2019-09-04,1.1587,1.1536,1.1587,1.1287
2019-09-05,1.1226,1.1587,1.163,1.1198
2019-09-06,1.0815,1.1226,1.1474,1.0692
2019-09-07,1.0843,1.0815,1.1087,1.0694
2019-09-08,1.0875,1.0843,1.1033,1.0665
2019-09-09,1.0994,1.0875,1.1209,1.0504
2019-09-10,1.0515,1.0994,1.1001,1.0406
2019-09-11,1.0577,1.0515,1.0783,1.0283
2019-09-12,1.0471,1.0577,1.0757,1.0274
2019-09-13,1.0262,1.0471,1.1401,1.0197
2019-09-14,1.0429,1.0262,1.0494,1.0142
2019-09-15,1.0663,1.0429,1.1154,1.0378
2019-09-16,1.0686,1.0663,1.1132,1.0395
2019-09-17,1.1124,1.0686,1.1143,1.06
2019-09-18,1.1603,1.1124,1.1824,1.1054
2019-09-19,1.0879,1.1603,1.1613,1.0659
2019-09-20,1.0405,1.0879,1.093,1.0395
2019-09-21,1.0243,1.0405,1.0596,1.0178
2019-09-22,1.0888,1.0243,1.1168,0.9892
2019-09-23,1.013,1.0888,1.2322,1.013
2019-09-24,0.8593,1.013,1.0463,0.8149
2019-09-25,0.8654,0.8593,0.8858,0.8328
2019-09-26,0.8853,0.8654,0.901,0.8288
2019-09-27,0.8762,0.8853,0.8997,0.8539
2019-09-28,0.8431,0.8762,0.8924,0.8431
2019-09-29,0.8221,0.8431,0.856,0.8171
2019-09-30,0.8756,0.8221,0.8843,0.7941
2019-10-01,0.8596,0.8756,0.9084,0.8583
2019-10-02,0.8858,0.8596,0.8965,0.8596
2019-10-03,0.855,0.8858,0.8966,0.828
2019-10-04,0.913,0.855,0.9161,0.8461
2019-10-05,0.9241,0.913,0.9295,0.8773
2019-10-06,0.8974,0.9241,0.9383,0.8951
2019-10-07,0.9144,0.8974,0.9405,0.8965
2019-10-08,0.9026,0.9144,0.9246,0.8919
2019-10-09,0.9377,0.9026,0.9617,0.9026
2019-10-10,0.9176,0.9377,0.978,0.9109
2019-10-11,0.8465,0.9176,0.92,0.8465
2019-10-12,0.8661,0.8465,0.9078,0.8464
2019-10-13,0.8933,0.8661,0.8933,0.8619
2019-10-14,0.8638,0.8933,0.8933,0.855
2019-10-15,0.8595,0.8638,0.9013,0.8595
2019-10-16,0.8456,0.8595,0.8715,0.8332
2019-10-17,0.8459,0.8456,0.8621,0.8374
2019-10-18,0.8248,0.8459,0.8519,0.8144
2019-10-19,0.8095,0.8248,0.831,0.7981
2019-10-20,0.8114,0.8095,0.8196,0.7859
2019-10-21,0.8091,0.8114,0.8255,0.7962
2019-10-22,0.7951,0.8091,0.8176,0.7927
2019-10-23,0.7147,0.7951,0.7951,0.6932
2019-10-24,0.7096,0.7147,0.7234,0.6984
2019-10-25,0.7717,0.7096,0.7717,0.7093
2019-10-26,0.7473,0.7717,0.7978,0.7311
2019-10-27,0.8039,0.7473,0.8293,0.7441
2019-10-28,0.8054,0.8039,0.9586,0.6757
2019-10-29,0.8224,0.8054,0.8637,0.5441
2019-10-30,0.7821,0.8224,0.826,0.7544
2019-10-31,0.7797,0.7821,0.7936,0.5489
2019-11-01,0.7902,0.7797,0.7905,0.5229
2019-11-02,0.8012,0.7902,0.8059,0.5194
2019-11-03,0.7901,0.8012,0.8032,0.782
2019-11-04,0.8087,0.7901,0.8131,0.7901
2019-11-05,0.8246,0.8087,0.8414,0.5252
2019-11-06,0.8129,0.8246,0.8361,0.8103
2019-11-07,0.8085,0.8129,0.8336,0.7894
2019-11-08,0.775,0.8085,0.8157,0.7471
2019-11-09,0.7718,0.775,0.7777,0.7657
2019-11-10,0.8015,0.7718,0.8054,0.7679
2019-11-11,0.782,0.8015,0.8046,0.768
2019-11-12,0.5882,0.782,0.7867,0.5796
2019-11-13,0.7829,0.5884,0.784,0.511
2019-11-14,0.7681,0.7829,0.783,0.7615
2019-11-15,0.7689,0.7681,0.7897,0.7602
2019-11-16,0.7673,0.7689,0.7714,0.7601
2019-11-17,0.7697,0.7673,0.7793,0.7604
2019-11-18,0.7343,0.7697,0.7809,0.7175
2019-11-19,0.7218,0.7343,0.7343,0.701
2019-11-20,0.707,0.7218,0.7239,0.7036
2019-11-21,0.6507,0.707,0.7184,0.637
2019-11-22,0.6312,0.6486,0.6889,0.5849
2019-11-23,0.629,0.6312,0.6352,0.605
2019-11-24,0.5764,0.629,0.6314,0.5092
2019-11-25,0.5906,0.5764,0.6034,0.5289
2019-11-26,0.6032,0.5917,0.6063,0.5858
2019-11-27,0.6074,0.6032,0.6237,0.5671
2019-11-28,0.6105,0.6098,0.6149,0.6007
2019-11-29,0.6288,0.6105,0.6332,0.6098
2019-11-30,0.6045,0.6288,0.6346,0.5995
2019-12-01,0.6081,0.6045,0.6112,0.5797
2019-12-02,0.5913,0.6081,0.6331,0.5861
2019-12-03,0.5802,0.5912,0.5947,0.5775
2019-12-04,0.5593,0.5802,0.6002,0.5545
2019-12-05,0.5589,0.5593,0.5738,0.5496
2019-12-06,0.5714,0.5589,0.5979,0.551
2019-12-07,0.5754,0.5714,0.5869,0.5699
2019-12-08,0.587,0.5754,0.5929,0.5635
2019-12-09,0.5699,0.587,0.5885,0.5635
2019-12-10,0.5297,0.5699,0.584,0.5196
2019-12-11,0.5884,0.5297,0.7393,0.5296
2019-12-12,0.6284,0.5884,0.6664,0.5795
2019-12-13,0.6276,0.6284,0.689,0.5992
2019-12-14,0.6839,0.6276,0.7092,0.6139
2019-12-15,0.7227,0.6839,0.7264,0.654
2019-12-16,0.7756,0.7227,0.8582,0.6938
2019-12-17,0.8746,0.7756,0.9336,0.7725
2019-12-18,0.8779,0.8746,0.8922,0.7469
2019-12-19,0.8889,0.8779,0.9456,0.8504
2019-12-20,0.8619,0.8889,0.9132,0.8508
2019-12-21,0.913,0.8619,0.9548,0.7893
2019-12-22,0.8695,0.913,0.9343,0.8429
2019-12-23,0.8676,0.8695,0.9361,0.8639
2019-12-24,0.8557,0.8676,0.9056,0.8325
2019-12-25,0.8539,0.8557,1.3164,0.8455
2019-12-26,0.8957,0.8539,0.9378,0.8477
2019-12-27,0.9056,0.8957,0.9172,0.8792
2019-12-28,1.051,0.9056,1.0616,0.8943
2019-12-29,1.0075,1.051,1.0544,0.9724
2019-12-30,1.0381,1.0075,1.1027,0.9765
2019-12-31,1.0162,1.0379,1.0819,1.0028
2020-01-01,1.0553,1.0162,1.1045,1.0112
2020-01-02,0.9497,1.0553,1.06,0.9496
2020-01-03,0.9637,0.9497,1.0241,0.9244
2020-01-04,0.9514,0.9637,0.9943,0.94
2020-01-05,0.8896,0.9514,0.9517,0.8834
2020-01-06,0.9075,0.8896,0.9413,0.8879
2020-01-07,0.8932,0.9072,0.9303,0.8839
2020-01-08,0.8651,0.8932,0.8983,0.8568
2020-01-09,0.8264,0.8651,0.8747,0.825
2020-01-10,0.827,0.8264,0.8382,0.819
2020-01-11,0.8574,0.827,0.8811,0.8042
2020-01-12,0.8444,0.8574,0.8784,0.8396
2020-01-13,0.8639,0.8444,0.8792,0.8366
2020-01-14,0.8695,0.8639,0.8778,0.8532
2020-01-15,0.8961,0.8695,0.9189,0.8666
2020-01-16,0.8857,0.8961,0.8991,0.8658
2020-01-17,0.8995,0.8857,0.9031,0.8714
2020-01-18,0.8802,0.8995,0.9039,0.8769
2020-01-19,0.8983,0.8802,0.8983,0.8329
2020-01-20,0.8723,0.8983,0.9083,0.8596
2020-01-21,0.8757,0.8723,0.8924,0.5105
2020-01-22,0.8872,0.8757,0.8921,0.8564
2020-01-23,0.8736,0.8872,0.9035,0.8425
2020-01-24,0.8601,0.8736,0.8893,0.8433
2020-01-25,0.8518,0.8601,0.8607,0.8465
2020-01-26,0.8742,0.8518,0.8885,0.8496
2020-01-27,0.8741,0.8742,0.891,0.8666
2020-01-28,0.8893,0.8741,0.8954,0.8641
2020-01-29,0.8756,0.8893,0.9019,0.8737
2020-01-30,0.8739,0.8756,0.8896,0.862
2020-01-31,0.8893,0.8735,0.92,0.8666
2020-02-01,0.9139,0.8893,0.9205,0.8866
2020-02-02,0.9708,0.9139,1.0087,0.9006
2020-02-03,0.9925,0.9708,1.0145,0.966
2020-02-04,0.9744,0.9925,1.007,0.9744
2020-02-05,0.9963,0.9744,1.0077,0.9579
2020-02-06,1.0293,0.9963,1.0293,0.9899
2020-02-07,1.1063,1.0293,1.1312,1.0219
2020-02-08,1.0612,1.1063,1.1063,1.0583
2020-02-09,1.104,1.0612,1.1205,1.0605
2020-02-10,1.4842,1.104,1.5634,1.104
2020-02-11,1.4546,1.4842,1.6149,1.3564
2020-02-12,1.4387,1.4546,1.5366,1.4373
2020-02-13,1.4054,1.4387,1.4633,1.3876
2020-02-14,1.5332,1.4054,1.5588,1.3782
2020-02-15,1.4649,1.5333,1.7114,1.4601
2020-02-16,1.3956,1.4649,1.4913,1.3075
2020-02-17,1.3361,1.3956,1.3957,1.22
2020-02-18,1.4778,1.3361,1.4793,1.3109
2020-02-19,1.3774,1.4778,1.5531,1.3598
2020-02-20,1.4815,1.3773,1.4949,1.3492
2020-02-21,1.4524,1.4815,1.5132,1.4292
2020-02-22,1.4015,1.4524,1.4524,1.3827
2020-02-23,1.4449,1.4015,1.4461,1.4015
2020-02-24,1.3607,1.4449,1.4551,1.3229
2020-02-25,1.322,1.3607,1.3669,1.2612
2020-02-26,1.1658,1.322,1.3417,1.1544
2020-02-27,1.2128,1.1657,1.2267,1.1041
2020-02-28,1.1636,1.2129,1.2197,1.1233
2020-02-29,1.1329,1.1636,1.1729,1.1329
2020-03-01,1.1174,1.1328,1.175,1.1025
2020-03-02,1.1836,1.1174,1.2077,1.1088
2020-03-03,1.1644,1.1836,1.1866,1.137
2020-03-04,1.1967,1.1644,1.2074,1.1364
2020-03-05,1.3323,1.1967,1.3358,1.1898
2020-03-06,1.3756,1.3323,1.4464,1.3025
2020-03-07,1.2875,1.3756,1.3954,1.2875
2020-03-08,1.0954,1.2875,1.2876,1.0954
2020-03-09,1.0899,1.0954,1.1233,1.0291
2020-03-10,1.2846,1.0899,1.4743,1.078
2020-03-11,1.3347,1.2846,1.3902,1.1678
2020-03-12,0.8011,1.3345,1.3435,0.7774
2020-03-13,0.8695,0.8011,0.9665,0.5858
2020-03-14,0.7992,0.8695,0.892,0.7911
2020-03-15,0.8622,0.7992,0.9338,0.7833
2020-03-16,0.7349,0.8627,0.8627,0.672
2020-03-17,0.8609,0.7349,0.9025,0.7278
2020-03-18,0.8643,0.8609,0.918,0.7845
2020-03-19,0.9463,0.8643,1.0053,0.8643
2020-03-20,0.9482,0.9463,1.0705,0.8913
2020-03-21,0.9294,0.9482,0.9773,0.8889
2020-03-22,0.8476,0.9294,0.9539,0.8438
2020-03-23,0.9205,0.8476,0.9306,0.8448
2020-03-24,0.9295,0.9205,0.9417,0.8918
2020-03-25,0.8977,0.9295,0.9321,0.886
2020-03-26,0.8905,0.8977,0.9102,0.8821
2020-03-27,0.8518,0.8905,0.9177,0.8489
2020-03-28,0.8143,0.8518,0.8518,0.8015
2020-03-29,0.7733,0.8143,0.8177,0.7702
2020-03-30,0.8245,0.7733,0.8422,0.7682
2020-03-31,0.9965,0.8245,1.1219,0.8152
2020-04-01,0.9591,0.9965,1.0164,0.9069
2020-04-02,0.9597,0.9591,1.0016,0.9479
2020-04-03,0.9596,0.9596,0.9857,0.9396
2020-04-04,0.9494,0.9596,0.9621,0.9359
2020-04-05,0.9474,0.9494,0.9574,0.9284
2020-04-06,0.9857,0.9475,0.9875,0.9413
2020-04-07,0.9926,0.9857,1.0951,0.9662
2020-04-08,1.0072,0.9926,1.025,0.9807
2020-04-09,1.0458,1.0072,1.0475,0.987
2020-04-10,0.9995,1.0458,1.1607,0.9912
2020-04-11,0.9916,0.9995,1.0282,0.9811
2020-04-12,1.0006,0.9916,1.0392,0.9723
2020-04-13,0.9972,0.9996,1.0122,0.97
2020-04-14,0.9885,0.9972,1.0055,0.9825
2020-04-15,0.9579,0.9885,0.9962,0.9575
2020-04-16,1.0022,0.9579,1.013,0.9467
2020-04-17,0.9997,1.0022,1.0092,0.9936
2020-04-18,1.0391,0.9997,1.0484,0.9989
2020-04-19,1.0126,1.0391,1.0391,1.0101
2020-04-20,0.9717,1.0126,1.0421,0.9585
2020-04-21,0.9642,0.9717,0.9836,0.9525
2020-04-22,0.9965,0.9642,0.998,0.9621
2020-04-23,1.0074,0.9965,1.0385,0.9768
2020-04-24,1.01,1.0074,1.0272,0.9991
2020-04-25,1.0224,1.01,1.0301,1.0028
2020-04-26,1.0511,1.0219,1.0519,1.0141
2020-04-27,1.0542,1.0511,1.1841,1.0329
2020-04-28,1.0542,1.0542,1.0791,1.0406
2020-04-29,1.0971,1.0542,1.1379,1.0535
2020-04-30,1.0531,1.0971,1.1444,1.0314
2020-05-01,1.0707,1.0531,1.09,1.0512
2020-05-02,1.0893,1.0709,1.0895,1.0679
2020-05-03,1.0615,1.0893,1.0957,1.0498
2020-05-04,1.0641,1.0615,1.0977,1.0066
2020-05-05,1.0487,1.0641,1.0659,1.0311
2020-05-06,1.0238,1.0487,1.0542,1.0238
2020-05-07,1.0429,1.0238,1.0448,1.013
2020-05-08,1.0537,1.0429,1.0699,1.0197
2020-05-09,1.0427,1.0537,1.0647,1.0409
2020-05-10,0.9578,1.0427,1.0427,0.9175
2020-05-11,0.9336,0.9577,0.975,0.9056
2020-05-12,1.0682,0.9336,1.108,0.929
2020-05-13,1.0602,1.0682,1.1558,1.0518
2020-05-14,1.0465,1.0602,1.0755,1.0429
2020-05-15,1.0285,1.0465,1.0622,1.018
2020-05-16,1.0293,1.0285,1.045,1.0174
2020-05-17,1.0494,1.0293,1.0847,1.0276
2020-05-18,1.0626,1.0494,1.0741,1.0492
2020-05-19,1.0612,1.0626,1.0693,1.0417
2020-05-20,1.0555,1.0612,1.0825,1.0386
2020-05-21,1.0176,1.0555,1.149,0.9946
2020-05-22,1.0658,1.0176,1.0825,1.0033
2020-05-23,1.0703,1.0658,1.0981,1.0312
2020-05-24,1.0158,1.0703,1.0944,1.0128
2020-05-25,1.0563,1.0157,1.0704,1.012
2020-05-26,1.0646,1.0563,1.1413,1.0451
2020-05-27,1.0646,1.0646,1.0824,1.0507
2020-05-28,1.0857,1.0646,1.0886,1.0566
2020-05-29,1.0873,1.0857,1.0953,1.0681
2020-05-30,1.1137,1.0873,1.1218,1.0785
2020-05-31,1.0957,1.1137,1.1312,1.09
2020-06-01,1.1485,1.0955,1.1531,1.0931
2020-06-02,1.1176,1.1485,1.1572,1.0752
2020-06-03,1.1188,1.1176,1.1232,1.0954
2020-06-04,1.1268,1.1188,1.1569,1.1061
2020-06-05,1.1314,1.1268,1.1453,1.1243
2020-06-06,1.1484,1.1314,1.186,1.1175
2020-06-07,1.1427,1.1484,1.1576,1.1166
2020-06-08,1.1823,1.1427,1.1957,1.1386
2020-06-09,1.1711,1.1823,1.1845,1.1591
2020-06-10,1.2428,1.1711,1.3104,1.1677
2020-06-11,1.1363,1.2428,1.2951,1.1311
2020-06-12,1.2103,1.1363,1.2103,1.135
2020-06-13,1.2471,1.2103,1.2494,1.1857
2020-06-14,1.177,1.2471,1.2546,1.1675
2020-06-15,1.1668,1.177,1.1832,1.0951
2020-06-16,1.2558,1.1668,1.2867,1.1648
2020-06-17,1.2617,1.2558,1.2896,1.2282
2020-06-18,1.2381,1.2617,1.2629,1.2152
2020-06-19,1.2144,1.2381,1.2465,1.2051
2020-06-20,1.2034,1.2144,1.2314,1.1848
2020-06-21,1.2011,1.2034,1.2267,1.1971
2020-06-22,1.2263,1.2011,1.2344,1.2008
2020-06-23,1.2387,1.2263,1.2619,1.2263
2020-06-24,1.1862,1.2387,1.2466,1.1747
2020-06-25,1.1838,1.1862,1.1905,1.1527
2020-06-26,1.1543,1.1838,1.1842,1.1506
2020-06-27,1.1107,1.1543,1.1689,1.1022
2020-06-28,1.138,1.1107,1.1382,1.1023
2020-06-29,1.1428,1.138,1.1466,1.12
2020-06-30,1.1201,1.1428,1.1432,1.1199
2020-07-01,1.1527,1.1201,1.162,1.1176
2020-07-02,1.126,1.1527,1.1857,1.1184
2020-07-03,1.1226,1.126,1.1336,1.1217
2020-07-04,1.1285,1.1226,1.1313,1.1152
2020-07-05,1.1147,1.1285,1.1298,1.102
