TIMESTAMP,WAVES_CLOSE_PRICE_USD,WAVES_OPEN_PRICE_USD,WAVES_HIGH_PRICE_USD,WAVES_LOW_PRICE_USD
2017-11-12,3.8232,4.0537,4.0844,3.7023
2017-11-13,4.4174,3.8061,4.4377,3.8061
2017-11-14,4.9618,4.4174,5.0296,4.3901
2017-11-15,4.9918,4.9618,5.1209,4.7924
2017-11-16,4.7401,4.9918,5.1011,4.7
2017-11-17,4.7988,4.7401,4.9367,4.6706
2017-11-18,5.2465,4.7988,5.4444,4.6503
2017-11-19,5.0833,5.2465,5.4825,5.0675
2017-11-20,5.2642,5.0833,5.3698,5.0323
2017-11-21,5.1778,5.2642,5.3111,5.1304
2017-11-22,5.3442,5.1778,5.6771,5.1778
2017-11-23,5.2192,5.3442,5.387,5.2035
2017-11-24,5.1922,5.2192,5.2731,5.0314
2017-11-25,5.3116,5.1922,5.325,5.1038
2017-11-26,5.5887,5.3116,5.6583,5.3116
2017-11-27,5.604,5.5887,5.7784,5.4559
2017-11-28,5.7668,5.604,5.8283,5.5794
2017-11-29,5.1663,5.7668,6.012,5.1049
2017-11-30,4.9004,5.1663,5.2261,4.4229
2017-12-01,5.5974,4.9004,5.5974,4.6512
2017-12-02,6.1302,5.5974,6.2932,5.5484
2017-12-03,6.1628,6.1302,6.5622,5.9398
2017-12-04,6.5743,6.1628,6.6409,6.0927
2017-12-05,7.3499,6.5743,7.5974,6.5743
2017-12-06,8.2033,7.3499,8.2033,6.9232
2017-12-07,7.9237,8.2033,9.0717,6.02
2017-12-08,8.1334,7.9237,8.1615,6.9735
2017-12-09,8.3438,8.1334,9.564,7.9029
2017-12-10,9.4195,8.3438,9.6487,7.5296
2017-12-11,10.9666,9.4195,11.0728,9.3203
2017-12-12,13.9989,10.9666,14.2337,10.7048
2017-12-13,13.3046,13.974,14.7512,12.7742
2017-12-14,13.4666,13.3046,13.4666,12.0716
2017-12-15,13.1582,13.4666,13.941,11.4787
2017-12-16,13.3148,13.1582,13.6451,12.8409
2017-12-17,13.9493,13.3148,14.3,13.1582
2017-12-18,15.4965,13.9493,15.9167,13.2503
2017-12-19,14.7411,15.4965,17.1861,14.0877
2017-12-20,13.5317,14.6767,15.6255,12.269
2017-12-21,11.9028,13.5317,13.5586,9.0464
2017-12-22,13.6066,12.0125,14.3642,9.6999
2017-12-23,14.0844,13.5576,16.3993,13.4634
2017-12-24,13.1189,14.1493,14.1774,11.9578
2017-12-25,13.961,13.1189,14.2508,12.9115
2017-12-26,13.897,13.961,14.668,13.5016
2017-12-27,13.3064,13.897,14.0924,13.05
2017-12-28,12.417,13.3627,13.3627,11.4252
2017-12-29,13.6903,12.417,13.9172,12.3364
2017-12-30,11.4999,13.6903,13.8204,10.8051
2017-12-31,12.4476,11.4999,12.6223,11.3754
2018-01-01,12.3941,12.4476,12.4723,11.7848
2018-01-02,12.1655,12.3941,13.2867,11.8307
2018-01-03,11.4042,12.1655,12.8864,11.4042
2018-01-04,11.8348,11.3458,11.9372,10.4
2018-01-05,12.1886,11.8348,13.365,11.8348
2018-01-06,12.8744,12.1886,12.9608,11.7485
2018-01-07,12.9358,12.926,13.4523,12.3443
2018-01-08,13.4792,12.8548,13.6686,12.0318
2018-01-09,12.7223,13.4461,13.913,12.2862
2018-01-10,12.5355,12.776,12.799,10.7612
2018-01-11,10.6725,12.5355,12.659,9.8282
2018-01-12,10.6665,10.6725,11.1875,9.9304
2018-01-13,11.0989,10.6665,11.9327,10.3179
2018-01-14,10.4518,11.0989,11.4055,10.2073
2018-01-15,10.6121,10.4518,11.2345,9.5578
2018-01-16,7.9236,10.6121,10.6757,6.8998
2018-01-17,8.0548,7.9236,8.2572,6.4028
2018-01-18,7.8776,8.0548,8.527,7.5454
2018-01-19,8.5654,7.8776,9.057,7.5925
2018-01-20,9.4914,8.5307,9.9535,8.5307
2018-01-21,8.1005,9.5281,9.6438,7.917
2018-01-22,8.2143,8.1005,8.6254,7.5925
2018-01-23,8.2282,8.2143,8.5003,7.7732
2018-01-24,8.9356,8.2282,9.1722,7.999
2018-01-25,9.1668,8.9722,9.3366,8.8518
2018-01-26,8.8554,9.1668,9.3133,8.3895
2018-01-27,9.3671,8.8554,9.9167,8.8518
2018-01-28,9.371,9.325,9.8478,8.9762
2018-01-29,8.8241,9.4076,9.4528,8.6685
2018-01-30,7.9275,8.8819,8.9365,7.6747
2018-01-31,7.7696,7.9275,8.1023,7.465
2018-02-01,6.8609,7.7696,7.9084,6.6266
2018-02-02,6.3916,6.8429,6.8431,5.565
2018-02-03,6.7593,6.3916,6.9375,6.0003
2018-02-04,5.9276,6.7593,6.9374,5.7832
2018-02-05,4.6521,5.9276,6.0343,4.5259
2018-02-06,5.0601,4.6521,5.1251,3.6057
2018-02-07,5.0554,5.0601,5.6067,4.6064
2018-02-08,5.6075,5.0554,6.0183,5.0391
2018-02-09,6.0222,5.6075,6.0967,5.3161
2018-02-10,5.7551,6.0222,6.3347,5.5468
2018-02-11,5.636,5.7551,5.7623,5.1819
2018-02-12,5.7974,5.636,5.932,5.5866
2018-02-13,5.7128,5.7974,5.8103,5.5261
2018-02-14,6.439,5.7128,6.4436,5.6978
2018-02-15,7.9176,6.439,7.9248,6.4034
2018-02-16,7.8626,7.9293,8.4336,7.5451
2018-02-17,7.8774,7.8626,8.0537,7.7089
2018-02-18,7.662,7.8774,8.0644,7.1935
2018-02-19,8.1382,7.6524,8.1793,7.5839
2018-02-20,8.0881,8.1382,8.3897,7.9976
2018-02-21,7.2746,8.0881,8.3755,7.2207
2018-02-22,6.687,7.2746,7.6597,6.6217
2018-02-23,6.8149,6.687,6.9911,6.4349
2018-02-24,6.6134,6.8151,6.9118,6.5379
2018-02-25,6.4923,6.6134,6.656,6.3635
2018-02-26,6.8192,6.4923,6.8806,6.4557
2018-02-27,6.7258,6.8195,6.9281,6.6698
2018-02-28,6.439,6.7258,6.9528,6.4387
2018-03-01,6.6811,6.439,6.7828,6.2584
2018-03-02,6.7482,6.6811,6.7884,6.5565
2018-03-03,6.9579,6.7482,6.9888,6.6953
2018-03-04,6.8578,6.9579,6.958,6.6614
2018-03-05,6.8355,6.8578,6.986,6.7999
2018-03-06,6.2171,6.8118,6.8498,6.2094
2018-03-07,6.172,6.2171,6.3255,5.6718
2018-03-08,5.8972,6.178,6.4591,5.8966
2018-03-09,5.9014,5.8972,6.0185,5.1869
2018-03-10,5.5494,5.9,6.2231,5.5494
2018-03-11,5.8929,5.5494,5.9212,5.3602
2018-03-12,5.5909,5.8929,5.985,5.4921
2018-03-13,5.5824,5.5909,5.7571,5.357
2018-03-14,5.0059,5.5824,5.6916,4.8473
2018-03-15,5.2304,5.0059,5.3228,4.7084
2018-03-16,5.0854,5.2304,5.24,4.9073
2018-03-17,4.6807,5.0854,5.1037,4.6211
2018-03-18,4.5324,4.6806,4.6806,3.9597
2018-03-19,4.7933,4.5325,4.8605,4.4629
2018-03-20,5.0527,4.7876,5.1159,4.7626
2018-03-21,4.9611,5.0527,5.2245,4.9146
2018-03-22,4.8018,4.9611,5.1137,4.6934
2018-03-23,4.7002,4.8018,4.8244,4.5673
2018-03-24,4.7726,4.7003,4.9672,4.6941
2018-03-25,4.7832,4.7726,4.8348,4.6602
2018-03-26,4.3978,4.7832,4.7865,4.2357
2018-03-27,4.1985,4.3979,4.4163,4.1088
2018-03-28,4.2875,4.1985,4.3074,4.1401
2018-03-29,3.8271,4.2875,4.2875,3.7391
2018-03-30,3.6393,3.8271,3.8421,3.5562
2018-03-31,3.6398,3.6393,3.7886,3.6321
2018-04-01,3.5433,3.6398,3.7081,3.3798
2018-04-02,3.7758,3.5433,3.902,3.5328
2018-04-03,4.0311,3.7758,4.0863,3.6786
2018-04-04,3.5957,4.0311,4.0621,3.5734
2018-04-05,3.5371,3.5957,3.6391,3.452
2018-04-06,3.396,3.5372,3.5486,3.3766
2018-04-07,3.5556,3.396,3.6513,3.3945
2018-04-08,3.6417,3.5712,3.6748,3.5526
2018-04-09,3.481,3.6417,3.7664,3.4385
2018-04-10,3.6337,3.481,3.6863,3.4557
2018-04-11,3.8056,3.6337,3.8364,3.6179
2018-04-12,4.1504,3.8056,4.1504,3.6969
2018-04-13,4.3738,4.1504,4.6391,4.124
2018-04-14,4.6993,4.3738,4.7207,4.3206
2018-04-15,4.9418,4.6993,4.9524,4.6815
2018-04-16,4.7918,4.9302,5.001,4.6624
2018-04-17,4.68,4.7918,4.893,4.6761
2018-04-18,4.9373,4.6799,4.9512,4.6779
2018-04-19,5.167,4.9401,5.1856,4.9373
2018-04-20,5.3117,5.167,5.3312,5.0703
2018-04-21,5.1233,5.3117,5.3618,4.9194
2018-04-22,5.1746,5.1233,5.3043,5.0614
2018-04-23,5.583,5.1746,5.5851,5.1625
2018-04-24,5.9377,5.5829,5.9515,5.5634
2018-04-25,5.189,5.9377,5.9377,4.9566
2018-04-26,5.5808,5.189,5.5809,5.0178
2018-04-27,5.5292,5.5808,5.7962,5.5292
2018-04-28,6.4531,5.5292,6.7471,5.136
2018-04-29,7.1427,6.4531,8.5532,6.4233
2018-04-30,6.7359,7.1427,7.2309,6.4484
2018-05-01,6.8672,6.7359,6.8731,6.3316
2018-05-02,7.464,6.8672,7.4863,6.7027
2018-05-03,7.8229,7.4639,7.9093,7.2143
2018-05-04,7.6921,7.8229,7.8229,7.4736
2018-05-05,7.2946,7.6921,7.7187,7.2946
2018-05-06,6.94,7.2946,7.3476,6.7759
2018-05-07,6.6963,6.94,6.94,6.407
2018-05-08,6.518,6.7465,6.7891,6.3902
2018-05-09,6.6537,6.4941,6.6719,6.0482
2018-05-10,6.5127,6.6476,6.797,6.508
2018-05-11,6.0129,6.5127,6.5167,5.7957
2018-05-12,6.1965,6.0129,6.3062,5.8519
2018-05-13,6.6372,6.2058,6.736,6.0895
2018-05-14,6.6244,6.6372,6.8074,6.2103
2018-05-15,6.1856,6.6245,6.8096,6.164
2018-05-16,6.1775,6.1856,6.3557,5.8611
2018-05-17,5.8021,6.1775,6.2149,5.7688
2018-05-18,6.101,5.8021,6.1174,5.677
2018-05-19,5.9139,6.1011,6.1025,5.8528
2018-05-20,6.027,5.9139,6.0637,5.8867
2018-05-21,5.7529,6.027,6.0503,5.7246
2018-05-22,5.2917,5.7529,5.7529,5.2553
2018-05-23,4.6261,5.279,5.3002,4.5433
2018-05-24,4.7658,4.6234,4.8497,4.3964
2018-05-25,4.4871,4.7659,4.8137,4.4716
2018-05-26,4.4638,4.4871,4.5869,4.4501
2018-05-27,4.2524,4.4637,4.4778,4.2384
2018-05-28,3.8974,4.2408,4.2656,3.8909
2018-05-29,4.2794,3.8975,4.3221,3.8759
2018-05-30,4.0317,4.2795,4.6249,4.0089
2018-05-31,4.224,4.0317,4.3594,3.9762
2018-06-01,4.1236,4.2241,4.2355,4.0548
2018-06-02,4.337,4.1236,4.3809,4.1084
2018-06-03,4.3811,4.3371,4.4732,4.3071
2018-06-04,4.1475,4.3793,4.4211,4.097
2018-06-05,4.3168,4.1476,4.3561,4.0658
2018-06-06,4.3395,4.3168,4.3551,4.2698
2018-06-07,4.5216,4.3395,4.543,4.2977
2018-06-08,4.6318,4.5216,4.9431,4.5216
2018-06-09,4.4234,4.6318,4.738,4.4222
2018-06-10,3.8134,4.4233,4.4233,3.7984
2018-06-11,3.8073,3.8134,3.9741,3.6794
2018-06-12,3.5125,3.8073,3.9635,3.495
2018-06-13,3.3176,3.5124,3.8464,3.3016
2018-06-14,3.5437,3.3177,3.6125,3.2136
2018-06-15,3.343,3.5439,3.638,3.3285
2018-06-16,3.3815,3.343,3.419,3.2985
2018-06-17,3.4212,3.3815,3.4598,3.3648
2018-06-18,3.6682,3.4174,3.69,3.3986
2018-06-19,3.6096,3.6682,3.6763,3.5862
2018-06-20,3.6634,3.6097,3.6634,3.416
2018-06-21,3.5756,3.6634,3.8386,3.5223
2018-06-22,2.9798,3.5757,3.5757,2.9494
2018-06-23,2.9426,2.9799,2.9958,2.8674
2018-06-24,2.7239,2.9426,2.959,2.4901
2018-06-25,2.7866,2.7234,2.811,2.6528
2018-06-26,2.5803,2.7866,2.7866,2.5803
2018-06-27,2.802,2.5803,2.866,2.4898
2018-06-28,2.5734,2.802,2.813,2.5623
2018-06-29,2.6423,2.5734,2.6612,2.4646
2018-06-30,2.9159,2.6423,3.0497,2.6259
2018-07-01,2.8591,2.9159,2.9417,2.8142
2018-07-02,3.144,2.859,3.1803,2.8555
2018-07-03,3.0044,3.144,3.1864,3.0018
2018-07-04,3.0228,3.0044,3.0873,2.9538
2018-07-05,2.9046,3.0228,3.0492,2.8811
2018-07-06,2.9996,2.9046,3.0542,2.7902
2018-07-07,3.014,2.9996,3.014,2.9214
2018-07-08,3.0244,3.014,3.0573,3.0001
2018-07-09,2.9919,3.0244,3.0483,2.9857
2018-07-10,2.7045,2.9919,2.9919,2.686
2018-07-11,2.6955,2.7045,2.7087,2.6285
2018-07-12,2.6179,2.6955,2.7075,2.5605
2018-07-13,2.6797,2.6179,2.6867,2.6164
2018-07-14,2.7035,2.6797,2.7159,2.6677
2018-07-15,2.762,2.7035,2.7741,2.6949
2018-07-16,2.8882,2.762,2.8994,2.7468
2018-07-17,3.0961,2.8882,3.2922,2.856
2018-07-18,3.0953,3.0961,3.267,3.0684
2018-07-19,2.8819,3.0953,3.0953,2.8755
2018-07-20,2.8641,2.8819,3.0777,2.7796
2018-07-21,2.926,2.8641,2.9338,2.8078
2018-07-22,2.7411,2.926,2.9418,2.7136
2018-07-23,2.7141,2.7411,2.8974,2.7118
2018-07-24,2.6874,2.7141,2.7351,2.4973
2018-07-25,2.7232,2.6874,2.797,2.6572
2018-07-26,2.6264,2.7232,2.8034,2.6138
2018-07-27,2.6669,2.6264,2.6742,2.5606
2018-07-28,2.6637,2.6669,2.6815,2.6344
2018-07-29,2.6564,2.6637,2.7109,2.6321
2018-07-30,2.56,2.6564,2.6564,2.4943
2018-07-31,2.3505,2.5599,2.56,2.32
2018-08-01,2.2645,2.3505,2.3534,2.2477
2018-08-02,1.9214,2.2645,2.289,1.8523
2018-08-03,1.8594,1.9214,2.007,1.808
2018-08-04,1.8237,1.8594,1.8769,1.7517
2018-08-05,1.8483,1.8237,1.8599,1.8088
2018-08-06,1.8311,1.8483,1.8824,1.8086
2018-08-07,1.7658,1.8311,1.8828,1.7621
2018-08-08,1.6787,1.7658,1.7658,1.6394
2018-08-09,1.7725,1.6787,1.8059,1.675
2018-08-10,1.7538,1.7725,1.8416,1.7309
2018-08-11,1.826,1.7538,1.8452,1.7153
2018-08-12,2.0428,1.826,2.0965,1.7812
2018-08-13,1.9878,2.0428,2.2856,1.9878
2018-08-14,1.859,1.9878,1.9878,1.7944
2018-08-15,1.9626,1.859,2.0523,1.8547
2018-08-16,1.9401,1.9626,1.9852,1.9228
2018-08-17,2.1467,1.9401,2.1482,1.9385
2018-08-18,2.0986,2.1467,2.1787,2.057
2018-08-19,2.193,2.0986,2.2041,2.0897
2018-08-20,2.0617,2.193,2.193,2.0565
2018-08-21,2.1518,2.0617,2.1697,2.0586
2018-08-22,2.0351,2.1518,2.2517,2.0208
2018-08-23,2.2208,2.0351,2.2349,2.0336
2018-08-24,2.3262,2.2208,2.3313,2.2068
2018-08-25,2.3358,2.3262,2.361,2.3191
2018-08-26,2.2115,2.3358,2.3487,2.2115
2018-08-27,2.2506,2.2115,2.2519,2.1838
2018-08-28,2.2483,2.2506,2.2725,2.1999
2018-08-29,2.1878,2.2483,2.3096,2.1674
2018-08-30,2.0689,2.1878,2.1912,2.0141
2018-08-31,2.1311,2.0689,2.1567,2.0685
2018-09-01,2.216,2.1311,2.2251,2.1249
2018-09-02,2.1656,2.216,2.2378,2.1051
2018-09-03,2.2291,2.1656,2.2587,2.1008
2018-09-04,2.2993,2.2291,2.307,2.2115
2018-09-05,2.0115,2.2993,2.3137,2.0068
2018-09-06,1.9792,2.0115,2.0166,1.8767
2018-09-07,1.8784,1.9792,1.9845,1.8705
2018-09-08,1.9418,1.8784,2.004,1.8737
2018-09-09,1.8933,1.9419,1.988,1.8839
2018-09-10,2.2872,1.8933,2.576,1.8932
2018-09-11,2.2118,2.2872,2.5855,2.1059
2018-09-12,2.2394,2.2118,2.284,2.0648
2018-09-13,2.4279,2.2394,2.5643,2.2393
2018-09-14,2.3131,2.4279,2.4385,2.2208
2018-09-15,2.3022,2.3131,2.345,2.2778
2018-09-16,2.24,2.3022,2.3023,2.2122
2018-09-17,2.1007,2.24,2.2729,2.0875
2018-09-18,2.1505,2.1007,2.2023,2.0747
2018-09-19,2.2599,2.1505,2.4042,2.1462
2018-09-20,2.2374,2.2599,2.3715,2.2033
2018-09-21,2.2686,2.2374,2.3082,2.2248
2018-09-22,2.1799,2.2686,2.2741,2.1428
2018-09-23,2.3008,2.1799,2.4567,2.175
2018-09-24,2.2338,2.3008,2.3008,2.2086
2018-09-25,2.1755,2.2338,2.2338,2.0666
2018-09-26,2.3594,2.1756,2.3998,2.1314
2018-09-27,2.3045,2.3594,2.36,2.2223
2018-09-28,2.2251,2.2973,2.3067,2.2144
2018-09-29,2.181,2.2251,2.2476,2.1711
2018-09-30,2.2096,2.181,2.2413,2.1618
2018-10-01,2.1979,2.2096,2.23,2.1686
2018-10-02,2.1596,2.1979,2.2174,2.1332
2018-10-03,2.1017,2.1596,2.1606,2.0754
2018-10-04,2.16,2.1017,2.1771,2.1017
2018-10-05,2.2104,2.16,2.2192,2.0981
2018-10-06,2.1065,2.2104,2.2109,2.1057
2018-10-07,2.0936,2.1065,2.1429,2.0638
2018-10-08,2.1538,2.0936,2.1619,2.0717
2018-10-09,2.1236,2.1538,2.1635,2.1145
2018-10-10,2.1576,2.1236,2.1672,2.1171
2018-10-11,1.916,2.1576,2.1576,1.89
2018-10-12,1.9363,1.916,1.9535,1.8653
2018-10-13,2.0103,1.9363,2.0195,1.9326
2018-10-14,1.9349,2.0103,2.0138,1.9176
2018-10-15,2.0174,1.9349,2.1256,1.9192
2018-10-16,2.0462,2.0174,2.0921,2.0114
2018-10-17,2.0917,2.0462,2.1015,2.046
2018-10-18,2.0692,2.0917,2.11,2.0308
2018-10-19,1.996,2.0692,2.0796,1.9717
2018-10-20,2.0098,1.996,2.0446,1.9733
2018-10-21,2.0324,2.0098,2.0426,1.9372
2018-10-22,2.0133,2.0324,2.0549,1.9128
2018-10-23,2.0342,2.0133,2.1218,1.981
2018-10-24,2.048,2.0342,2.0739,2.018
2018-10-25,1.9773,2.048,2.048,1.9719
2018-10-26,1.9646,1.9773,1.9903,1.946
2018-10-27,2.0213,1.9646,2.0271,1.9511
2018-10-28,1.9741,2.0213,2.0845,1.9447
2018-10-29,1.8501,1.9741,2.0335,1.8001
2018-10-30,1.8389,1.8501,1.9062,1.7991
2018-10-31,1.8422,1.8389,1.8697,1.801
2018-11-01,1.9247,1.8422,1.9567,1.8299
2018-11-02,1.8752,1.9247,1.9583,1.8752
2018-11-03,1.8969,1.8752,1.9489,1.8698
2018-11-04,1.8794,1.8969,1.9524,1.8631
2018-11-05,1.8524,1.8794,1.8798,1.8333
2018-11-06,1.8655,1.8524,1.9155,1.8454
2018-11-07,1.8753,1.8655,1.9123,1.8655
2018-11-08,1.8567,1.8753,1.8951,1.844
2018-11-09,1.8657,1.8567,1.908,1.8043
2018-11-10,1.8276,1.8657,1.8657,1.7932
2018-11-11,1.795,1.8276,1.8276,1.7463
2018-11-12,1.7826,1.795,2.1142,1.7371
2018-11-13,1.808,1.7826,1.81,1.74
2018-11-14,1.6274,1.808,1.8081,1.5571
2018-11-15,1.64,1.6274,1.6834,1.5617
2018-11-16,1.5743,1.64,1.6711,1.5499
2018-11-17,1.6182,1.5743,1.6423,1.5505
2018-11-18,1.601,1.6182,1.8405,1.5676
2018-11-19,1.3286,1.601,1.6536,1.3223
2018-11-20,1.1705,1.3286,1.3654,1.1176
2018-11-21,1.2008,1.1705,1.2593,1.0934
2018-11-22,1.196,1.2008,1.2463,1.196
2018-11-23,1.1287,1.196,1.196,1.1209
2018-11-24,1.1541,1.1287,1.3712,1.1228
2018-11-25,1.083,1.1541,1.2059,0.9945
2018-11-26,1.0645,1.083,1.1577,1.0419
2018-11-27,0.9912,1.0645,1.097,0.9897
2018-11-28,1.1724,0.9912,1.6885,0.9912
2018-11-29,1.1973,1.1724,1.2179,1.1365
2018-11-30,1.2625,1.1973,1.2778,1.1265
2018-12-01,1.3963,1.2625,1.5207,1.2619
2018-12-02,1.5914,1.3963,1.6134,1.3963
2018-12-03,1.5119,1.5914,1.637,1.4264
2018-12-04,2.1793,1.5119,2.404,1.4912
2018-12-05,1.8769,2.1793,2.2926,1.8713
2018-12-06,1.6125,1.8769,1.966,1.6124
2018-12-07,1.5043,1.6125,1.6125,1.384
2018-12-08,1.5907,1.5043,1.6325,1.4983
2018-12-09,1.6987,1.5907,1.7149,1.5798
2018-12-10,1.5901,1.6987,1.7094,1.5814
2018-12-11,1.6253,1.5901,1.6333,1.5459
2018-12-12,2.0479,1.6343,2.0618,1.6343
2018-12-13,2.1894,2.0479,2.4035,1.8924
2018-12-14,2.3854,2.1894,2.5933,2.1663
2018-12-15,2.4785,2.3854,2.5826,2.3518
2018-12-16,2.4521,2.4785,2.536,2.3273
2018-12-17,2.6001,2.4521,2.6733,2.3524
2018-12-18,3.5098,2.6001,3.7393,2.5233
2018-12-19,3.8377,3.5098,4.7831,3.4587
2018-12-20,4.1327,3.8377,4.5784,3.6073
2018-12-21,3.3383,4.1327,4.1568,3.1988
2018-12-22,3.854,3.3383,4.1263,3.1631
2018-12-23,3.7718,3.854,4.1001,3.6564
2018-12-24,3.7182,3.7718,4.0226,3.6703
2018-12-25,3.3847,3.7182,3.7513,3.2725
2018-12-26,3.2522,3.3847,3.4797,3.2192
2018-12-27,3.11,3.2522,3.3797,3.092
2018-12-28,3.2073,3.11,3.2642,2.9041
2018-12-29,3.035,3.2073,3.2634,3.035
2018-12-30,3.1219,3.035,3.1726,3.0031
2018-12-31,3.2833,3.122,3.4006,3.0334
2019-01-01,3.1311,3.2833,3.3558,3.0648
2019-01-02,3.1583,3.1311,3.1885,3.0582
2019-01-03,3.1381,3.1583,3.2023,3.0785
2019-01-04,3.1143,3.1381,3.148,3.0298
2019-01-05,3.1292,3.1143,3.2362,3.1119
2019-01-06,3.3257,3.1408,3.3438,3.0918
2019-01-07,2.9799,3.3257,3.3479,2.9799
2019-01-08,3.0159,2.9799,3.1204,2.9116
2019-01-09,2.876,3.0159,3.0451,2.8686
2019-01-10,2.6235,2.876,2.8883,2.5833
2019-01-11,2.8313,2.6235,2.8563,2.6064
2019-01-12,2.7674,2.8313,2.8313,2.5797
2019-01-13,2.7275,2.7674,2.7927,2.5884
2019-01-14,2.7224,2.7275,2.8334,2.6153
2019-01-15,2.6186,2.7224,2.7307,2.6127
2019-01-16,2.6359,2.6186,2.7293,2.5996
2019-01-17,2.5848,2.6359,2.7169,2.5617
2019-01-18,2.5527,2.5848,2.6359,2.5441
2019-01-19,2.5778,2.5527,2.6849,2.5485
2019-01-20,2.6837,2.5778,2.7337,2.5749
2019-01-21,2.7045,2.6837,2.7503,2.6488
2019-01-22,2.8731,2.7045,2.9183,2.6669
2019-01-23,3.0601,2.8731,3.3112,2.8072
2019-01-24,2.7911,3.0601,3.0921,2.6808
2019-01-25,2.8363,2.7911,2.9996,2.7591
2019-01-26,2.7541,2.8363,2.8685,2.7378
2019-01-27,2.7715,2.7541,2.9958,2.6955
2019-01-28,3.0313,2.7715,3.065,2.6415
2019-01-29,3.0613,3.0313,3.1431,2.8473
2019-01-30,2.9921,3.0613,3.1874,2.848
