TIMESTAMP,WATT_OPEN_PRICE_USD,WATT_HIGH_PRICE_USD,WATT_LOW_PRICE_USD,WATT_CLOSE_PRICE_USD,WATT_VOLUME_USD,WATT_DIVIDENDS_USD,WATT_STOCK_SPLITS_USD
2022-07-25 00:00:00+00:00,0.1655150055885315,0.17480799555778503,0.16436000168323517,0.16914300620555878,160264,0.0,0.0
2022-07-26 00:00:00+00:00,0.16914300620555878,0.2688150107860565,0.16689099371433258,0.18563300371170044,336243,0.0,0.0
2022-07-27 00:00:00+00:00,0.18563300371170044,0.2800309956073761,0.172093003988266,0.19900700449943542,355142,0.0,0.0
2022-07-28 00:00:00+00:00,0.1990099996328354,0.19933299720287323,0.15003199875354767,0.15662600100040436,252991,0.0,0.0
2022-07-29 00:00:00+00:00,0.15662699937820435,0.2200469970703125,0.15288999676704407,0.1812169998884201,42542,0.0,0.0
2022-07-30 00:00:00+00:00,0.1812169998884201,0.21894100308418274,0.18094100058078766,0.2137719988822937,52854,0.0,0.0
2022-07-31 00:00:00+00:00,0.21377000212669373,0.23326300084590912,0.21056999266147614,0.22267299890518188,57923,0.0,0.0
2022-08-01 00:00:00+00:00,0.2226720005273819,0.26533201336860657,0.2169640064239502,0.2175769954919815,53246,0.0,0.0
2022-08-02 00:00:00+00:00,0.21757900714874268,0.2750700116157532,0.21554900705814362,0.21641500294208527,56091,0.0,0.0
2022-08-03 00:00:00+00:00,0.2164130061864853,0.2192150056362152,0.21525800228118896,0.21670599281787872,49791,0.0,0.0
2022-08-04 00:00:00+00:00,0.2167070060968399,0.21832500398159027,0.2109690010547638,0.21340300142765045,54422,0.0,0.0
2022-08-05 00:00:00+00:00,0.2133989930152893,0.2135470062494278,0.21079500019550323,0.210998997092247,52096,0.0,0.0
2022-08-06 00:00:00+00:00,0.21099799871444702,0.211216002702713,0.2108280062675476,0.21115100383758545,47275,0.0,0.0
2022-08-07 00:00:00+00:00,0.21115200221538544,0.21663600206375122,0.20946599543094635,0.21115200221538544,47955,0.0,0.0
2022-08-08 00:00:00+00:00,0.2111559957265854,0.21157099306583405,0.20069099962711334,0.20090599358081818,43917,0.0,0.0
2022-08-09 00:00:00+00:00,0.2009049952030182,0.20143599808216095,0.1954209953546524,0.19543099403381348,43279,0.0,0.0
2022-08-10 00:00:00+00:00,0.1954299956560135,0.1955219954252243,0.18619400262832642,0.19026200473308563,42858,0.0,0.0
2022-08-11 00:00:00+00:00,0.19026200473308563,0.19038699567317963,0.1547520011663437,0.16797299683094025,136476,0.0,0.0
2022-08-12 00:00:00+00:00,0.16797199845314026,0.16797199845314026,0.1600479930639267,0.1633179932832718,235704,0.0,0.0
2022-08-13 00:00:00+00:00,0.16331900656223297,0.1879110038280487,0.1498900055885315,0.15199600160121918,230190,0.0,0.0
2022-08-14 00:00:00+00:00,0.1519950032234192,0.1529739946126938,0.1502380073070526,0.15192000567913055,237592,0.0,0.0
2022-08-15 00:00:00+00:00,0.15191799402236938,0.15303699672222137,0.1491509974002838,0.1491519957780838,217373,0.0,0.0
2022-08-16 00:00:00+00:00,0.1491509974002838,0.15084700286388397,0.1490209996700287,0.14981700479984283,226402,0.0,0.0
2022-08-17 00:00:00+00:00,0.1498190015554428,0.1500220000743866,0.1490039974451065,0.14909300208091736,195031,0.0,0.0
2022-08-18 00:00:00+00:00,0.14909300208091736,0.15014100074768066,0.1490190029144287,0.1498579978942871,227051,0.0,0.0
2022-08-19 00:00:00+00:00,0.14985699951648712,0.15013499557971954,0.14871999621391296,0.14964699745178223,236234,0.0,0.0
2022-08-20 00:00:00+00:00,0.14964599907398224,0.15017199516296387,0.14909300208091736,0.14925700426101685,233642,0.0,0.0
2022-08-21 00:00:00+00:00,0.14925700426101685,0.15026600658893585,0.14822299778461456,0.14929600059986115,229828,0.0,0.0
2022-08-22 00:00:00+00:00,0.14929699897766113,0.14959700405597687,0.14904600381851196,0.14926600456237793,227434,0.0,0.0
2022-08-23 00:00:00+00:00,0.14926500618457794,0.1498109996318817,0.14904099702835083,0.14968599379062653,238474,0.0,0.0
2022-08-24 00:00:00+00:00,0.14968599379062653,0.1499139964580536,0.14774799346923828,0.14967800676822662,225528,0.0,0.0
2022-08-25 00:00:00+00:00,0.14967699348926544,0.15365000069141388,0.14905300736427307,0.1529490053653717,233620,0.0,0.0
2022-08-26 00:00:00+00:00,0.1529490053653717,0.1539909988641739,0.15170399844646454,0.153221994638443,216946,0.0,0.0
2022-08-27 00:00:00+00:00,0.15322400629520416,0.1577499955892563,0.1522900015115738,0.15639300644397736,242320,0.0,0.0
