TIMESTAMP,GOTEM_OPEN_PRICE_USD,GOTEM_HIGH_PRICE_USD,GOTEM_LOW_PRICE_USD,GOTEM_CLOSE_PRICE_USD,GOTEM_VOLUME_USD,GOTEM_DIVIDENDS_USD,GOTEM_STOCK_SPLITS_USD
2021-10-17 00:00:00+00:00,0.13264299929141998,0.17128600180149078,0.12069100141525269,0.12069299817085266,2219655,0.0,0.0
2021-10-18 00:00:00+00:00,0.12069600075483322,0.1283939927816391,0.060892000794410706,0.0636029988527298,2769891,0.0,0.0
2021-10-19 00:00:00+00:00,0.06360699981451035,0.06742600351572037,0.047460999339818954,0.06421499699354172,697170,0.0,0.0
2021-10-20 00:00:00+00:00,0.0642160028219223,0.08917000144720078,0.059870000928640366,0.08253499865531921,351788,0.0,0.0
2021-10-21 00:00:00+00:00,0.08252900093793869,0.08318500220775604,0.05565100163221359,0.056988999247550964,325329,0.0,0.0
2021-10-22 00:00:00+00:00,0.05698699876666069,0.0646120011806488,0.05658499896526337,0.05760100111365318,163464,0.0,0.0
2021-10-23 00:00:00+00:00,0.05759900063276291,0.05920900031924248,0.044321998953819275,0.04802900180220604,112116,0.0,0.0
2021-10-24 00:00:00+00:00,0.0480320006608963,0.05375500023365021,0.046790000051259995,0.049988001585006714,136873,0.0,0.0
2021-10-25 00:00:00+00:00,0.04998299852013588,0.06141100078821182,0.04954199865460396,0.05097699910402298,152690,0.0,0.0
2021-10-26 00:00:00+00:00,0.050981998443603516,0.0577629990875721,0.05028599873185158,0.050925999879837036,152326,0.0,0.0
2021-10-27 00:00:00+00:00,0.050925999879837036,0.05110900104045868,0.036476001143455505,0.03813700005412102,111500,0.0,0.0
2021-10-28 00:00:00+00:00,0.038137998431921005,0.039177000522613525,0.025970999151468277,0.029103999957442284,128341,0.0,0.0
2021-10-29 00:00:00+00:00,0.029103999957442284,0.03167400136590004,0.028001999482512474,0.028696000576019287,120221,0.0,0.0
2021-10-30 00:00:00+00:00,0.02869500033557415,0.02913700044155121,0.02491600066423416,0.026037000119686127,63748,0.0,0.0
2021-10-31 00:00:00+00:00,0.026033999398350716,0.02960900031030178,0.025855999439954758,0.029606999829411507,64472,0.0,0.0
2021-11-01 00:00:00+00:00,0.029606999829411507,0.03245199844241142,0.028421999886631966,0.0303569994866848,75280,0.0,0.0
2021-11-02 00:00:00+00:00,0.03036000020802021,0.03515300154685974,0.03023499995470047,0.03484399989247322,70976,0.0,0.0
2021-11-03 00:00:00+00:00,0.03484300151467323,0.0809829980134964,0.03483999893069267,0.06321600079536438,325246,0.0,0.0
2021-11-04 00:00:00+00:00,0.06321500241756439,0.06904999911785126,0.04622799903154373,0.05335399881005287,392974,0.0,0.0
2021-11-05 00:00:00+00:00,0.05336099863052368,0.05354800075292587,0.046303000301122665,0.04970100149512291,138585,0.0,0.0
2021-11-06 00:00:00+00:00,0.049699001014232635,0.050112999975681305,0.042054999619722366,0.043049998581409454,56580,0.0,0.0
2021-11-07 00:00:00+00:00,0.04304200038313866,0.05219100043177605,0.04304200038313866,0.04958700016140938,82547,0.0,0.0
2021-11-08 00:00:00+00:00,0.04958200082182884,0.0552700012922287,0.04771500080823898,0.049187999218702316,96418,0.0,0.0
2021-11-09 00:00:00+00:00,0.04918700084090233,0.05017000064253807,0.03946400061249733,0.03946800157427788,70461,0.0,0.0
2021-11-10 00:00:00+00:00,0.03946400061249733,0.04074399918317795,0.03377300128340721,0.03889400139451027,70303,0.0,0.0
2021-11-11 00:00:00+00:00,0.03891599923372269,0.04385799914598465,0.036483000963926315,0.03915100172162056,83928,0.0,0.0
2021-11-12 00:00:00+00:00,0.03920900076627731,0.04586299881339073,0.03885100036859512,0.04016200080513954,80996,0.0,0.0
2021-11-13 00:00:00+00:00,0.04008699953556061,0.040456000715494156,0.03771999850869179,0.039034001529216766,60304,0.0,0.0
2021-11-14 00:00:00+00:00,0.03903599828481674,0.04145900160074234,0.0355679988861084,0.04145900160074234,49485,0.0,0.0
2021-11-15 00:00:00+00:00,0.041453998535871506,0.04500799998641014,0.03215299919247627,0.03516099974513054,84351,0.0,0.0
2021-11-16 00:00:00+00:00,0.0351639986038208,0.03527100011706352,0.02993299998342991,0.03066300041973591,68980,0.0,0.0
2021-11-17 00:00:00+00:00,0.030660999938845634,0.03253300115466118,0.028665000572800636,0.03058600053191185,34275,0.0,0.0
2021-11-18 00:00:00+00:00,0.030598999932408333,0.03065199963748455,0.015075000002980232,0.015182999894022942,157435,0.0,0.0
2021-11-19 00:00:00+00:00,0.015181000344455242,0.018564000725746155,0.014434999786317348,0.01638999953866005,246577,0.0,0.0
2021-11-20 00:00:00+00:00,0.016388000920414925,0.01707500033080578,0.014353999868035316,0.01607000082731247,127015,0.0,0.0
2021-11-21 00:00:00+00:00,0.0160520002245903,0.016658000648021698,0.014406000263988972,0.015575000084936619,67864,0.0,0.0
2021-11-22 00:00:00+00:00,0.015580999664962292,0.015939999371767044,0.013024999760091305,0.015112999826669693,79019,0.0,0.0
2021-11-23 00:00:00+00:00,0.01511400006711483,0.017215000465512276,0.013910000212490559,0.016474999487400055,94981,0.0,0.0
2021-11-24 00:00:00+00:00,0.016474999487400055,0.018232999369502068,0.0159549992531538,0.017006000503897667,52184,0.0,0.0
2021-11-25 00:00:00+00:00,0.016939999535679817,0.017177000641822815,0.015545999631285667,0.016611000522971153,28127,0.0,0.0
