TIMESTAMP,LEMON33113_OPEN_PRICE_USD,LEMON33113_HIGH_PRICE_USD,LEMON33113_LOW_PRICE_USD,LEMON33113_CLOSE_PRICE_USD,LEMON33113_VOLUME_USD,LEMON33113_DIVIDENDS_USD,LEMON33113_STOCK_SPLITS_USD
2024-09-23 00:00:00+00:00,0.031762998551130295,0.033959999680519104,0.028504999354481697,0.028504999354481697,873629,0.0,0.0
2024-09-24 00:00:00+00:00,0.028504999354481697,0.038628000766038895,0.024876000359654427,0.03477500006556511,8526538,0.0,0.0
2024-09-25 00:00:00+00:00,0.03477500006556511,0.03477500006556511,0.02475699968636036,0.025854000821709633,5618602,0.0,0.0
2024-09-26 00:00:00+00:00,0.025854000821709633,0.026923000812530518,0.021821999922394753,0.023067999631166458,6654376,0.0,0.0
2024-09-27 00:00:00+00:00,0.023067999631166458,0.025750000029802322,0.016649000346660614,0.02007099986076355,3309954,0.0,0.0
2024-09-28 00:00:00+00:00,0.02007099986076355,0.02075600065290928,0.01747100055217743,0.017743999138474464,410231,0.0,0.0
2024-09-29 00:00:00+00:00,0.017743999138474464,0.021139999851584435,0.01217699982225895,0.017350999638438225,718413,0.0,0.0
2024-09-30 00:00:00+00:00,0.017350999638438225,0.023972000926733017,0.01720700040459633,0.018345000222325325,737638,0.0,0.0
2024-10-01 00:00:00+00:00,0.018345000222325325,0.018355999141931534,0.009802999906241894,0.012990999966859818,856182,0.0,0.0
2024-10-02 00:00:00+00:00,0.012990999966859818,0.01623399928212166,0.012199999764561653,0.01431300025433302,800462,0.0,0.0
2024-10-03 00:00:00+00:00,0.014309000223875046,0.014309000223875046,0.011514999903738499,0.013779999688267708,680126,0.0,0.0
2024-10-04 00:00:00+00:00,0.013779999688267708,0.015433000400662422,0.01230200007557869,0.014546999707818031,526543,0.0,0.0
2024-10-05 00:00:00+00:00,0.014546999707818031,0.015968000516295433,0.012826000340282917,0.013764999806880951,267785,0.0,0.0
2024-10-06 00:00:00+00:00,0.013764999806880951,0.013856999576091766,0.010068999603390694,0.010119999758899212,279434,0.0,0.0
