TIMESTAMP,VOLT_OPEN_PRICE_USD,VOLT_HIGH_PRICE_USD,VOLT_LOW_PRICE_USD,VOLT_CLOSE_PRICE_USD,VOLT_VOLUME_USD,VOLT_DIVIDENDS_USD,VOLT_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.00044800000614486635,0.00044800000614486635,0.00028199999360367656,0.00042600001324899495,187,0.0,0.0
2017-11-10 00:00:00+00:00,0.00042799999937415123,0.0004400000034365803,0.0002800000074785203,0.00039599998854100704,74,0.0,0.0
2017-11-11 00:00:00+00:00,0.00039400000241585076,0.0004090000002179295,0.00031900001340545714,0.0003819999983534217,27,0.0,0.0
2017-11-12 00:00:00+00:00,0.0003819999983534217,0.0003859999997075647,0.00028300000121816993,0.00029299999005161226,11,0.0,0.0
2017-11-13 00:00:00+00:00,0.00029399999766610563,0.00039900001138448715,0.000291000003926456,0.0003910000086762011,102,0.0,0.0
2017-11-14 00:00:00+00:00,0.000391999987186864,0.00046999999904073775,0.0003279999946244061,0.00033000000985339284,245,0.0,0.0
2017-11-15 00:00:00+00:00,0.00033099998836405575,0.0005130000063218176,0.00033099998836405575,0.0005089999758638442,3,0.0,0.0
2017-11-16 00:00:00+00:00,0.0005109999910928309,0.0005549999768845737,0.0003699999942909926,0.0004710000066552311,10,0.0,0.0
2017-11-17 00:00:00+00:00,0.0004710000066552311,0.0004820000031031668,0.00045399999362416565,0.00046300000394694507,22,0.0,0.0
2017-11-18 00:00:00+00:00,0.00046099998871795833,0.0005499999970197678,0.000446999998530373,0.0005460000247694552,154,0.0,0.0
2017-11-19 00:00:00+00:00,0.0005450000171549618,0.0006489999941550195,0.0005389999714680016,0.0006440000142902136,20,0.0,0.0
2017-11-20 00:00:00+00:00,0.0006430000066757202,0.000661000027321279,0.000577000027988106,0.000577000027988106,4,0.0,0.0
2017-11-21 00:00:00+00:00,0.000577000027988106,0.0006680000224150717,0.0005460000247694552,0.0005670000100508332,657,0.0,0.0
2017-11-22 00:00:00+00:00,0.0005680000176653266,0.0007469999836757779,0.00048499999684281647,0.0004939999780617654,191,0.0,0.0
2017-11-23 00:00:00+00:00,0.0004939999780617654,0.0005789999850094318,0.0004020000051241368,0.0004020000051241368,194,0.0,0.0
2017-11-24 00:00:00+00:00,0.0004020000051241368,0.0005840000230818987,0.00039400000241585076,0.0005760000203736126,130,0.0,0.0
2017-11-25 00:00:00+00:00,0.0005750000127591193,0.0006120000034570694,0.0005709999823011458,0.0006120000034570694,11,0.0,0.0
2017-11-26 00:00:00+00:00,0.0006120000034570694,0.0006309999735094607,0.00046099998871795833,0.0004659999976865947,17,0.0,0.0
2017-11-27 00:00:00+00:00,0.0004659999976865947,0.0005789999850094318,0.0004659999976865947,0.0004870000120718032,24,0.0,0.0
2017-11-28 00:00:00+00:00,0.0004879999905824661,0.0006970000104047358,0.00048499999684281647,0.0006960000027902424,145,0.0,0.0
2017-11-29 00:00:00+00:00,0.0006949999951757491,0.0008009999874047935,0.00048499999684281647,0.0005810000002384186,233,0.0,0.0
2017-11-30 00:00:00+00:00,0.000590000010561198,0.0006409999914467335,0.00047500000800937414,0.00060299999313429,14,0.0,0.0
2017-12-01 00:00:00+00:00,0.0006000000284984708,0.0006539999740198255,0.0004980000085197389,0.0006539999740198255,24,0.0,0.0
2017-12-02 00:00:00+00:00,0.000653000024612993,0.0006649999995715916,0.0005380000220611691,0.0006549999816343188,32,0.0,0.0
2017-12-03 00:00:00+00:00,0.0006559999892488122,0.0006600000197067857,0.00031800000579096377,0.00044800000614486635,249,0.0,0.0
2017-12-04 00:00:00+00:00,0.00044999999227002263,0.000582000007852912,0.0004360000020824373,0.000582000007852912,453,0.0,0.0
2017-12-05 00:00:00+00:00,0.0005830000154674053,0.0007149999728426337,0.00046099998871795833,0.0007040000054985285,320,0.0,0.0
2017-12-06 00:00:00+00:00,0.0007019999902695417,0.0009629999985918403,0.0007019999902695417,0.0009629999985918403,123,0.0,0.0
2017-12-07 00:00:00+00:00,0.0009619999909773469,0.0010110000148415565,0.000770999991800636,0.0008660000166855752,571,0.0,0.0
2017-12-08 00:00:00+00:00,0.0008679999737069011,0.0011159999994561076,0.0007040000054985285,0.0009769999887794256,117,0.0,0.0
2017-12-09 00:00:00+00:00,0.0009759999811649323,0.0009899999713525176,0.0005680000176653266,0.0005990000208839774,206,0.0,0.0
2017-12-10 00:00:00+00:00,0.0006019999855197966,0.0006309999735094607,0.0005300000193528831,0.0006140000186860561,29,0.0,0.0
2017-12-11 00:00:00+00:00,0.0006099999882280827,0.0010499999625608325,0.0006070000235922635,0.001006999984383583,802,0.0,0.0
2017-12-12 00:00:00+00:00,0.0010100000072270632,0.0010659999679774046,0.0008290000259876251,0.0008629999938420951,73,0.0,0.0
2017-12-13 00:00:00+00:00,0.0008640000014565885,0.0010059999767690897,0.0006520000169984996,0.0006569999968633056,233,0.0,0.0
2017-12-14 00:00:00+00:00,0.0006549999816343188,0.0010059999767690897,0.0006489999941550195,0.0008280000183731318,75,0.0,0.0
2017-12-15 00:00:00+00:00,0.0008290000259876251,0.0009040000149980187,0.0006810000049881637,0.000881000014487654,52,0.0,0.0
2017-12-16 00:00:00+00:00,0.0008820000221021473,0.001373999984934926,0.0008709999965503812,0.0013630000175908208,125,0.0,0.0
2017-12-17 00:00:00+00:00,0.0013630000175908208,0.0015620000194758177,0.0009490000084042549,0.0009539999882690609,364,0.0,0.0
2017-12-18 00:00:00+00:00,0.000957000011112541,0.000965000013820827,0.0009139999747276306,0.0009560000034980476,79,0.0,0.0
2017-12-19 00:00:00+00:00,0.000957000011112541,0.0012839999981224537,0.0008880000095814466,0.001234999974258244,32,0.0,0.0
2017-12-20 00:00:00+00:00,0.0012329999590292573,0.0012329999590292573,0.0008169999928213656,0.001151000033132732,26,0.0,0.0
2017-12-21 00:00:00+00:00,0.001154000055976212,0.001310999970883131,0.0006060000159777701,0.0006259999936446548,434,0.0,0.0
2017-12-22 00:00:00+00:00,0.0006290000164881349,0.0008900000248104334,0.0004579999949783087,0.0008200000156648457,2,0.0,0.0
2017-12-23 00:00:00+00:00,0.0008270000107586384,0.001230000052601099,0.0007660000119358301,0.0010110000148415565,166,0.0,0.0
2017-12-24 00:00:00+00:00,0.0010219999821856618,0.0010219999821856618,0.0006280000088736415,0.0009759999811649323,130,0.0,0.0
2017-12-25 00:00:00+00:00,0.000986000057309866,0.0010100000072270632,0.0006840000278316438,0.0008370000286959112,263,0.0,0.0
2017-12-26 00:00:00+00:00,0.0008360000210814178,0.0009679999784566462,0.0007510000141337514,0.0009500000160187483,356,0.0,0.0
2017-12-27 00:00:00+00:00,0.0009500000160187483,0.0012450000504031777,0.0008829999715089798,0.001088000019080937,527,0.0,0.0
2017-12-28 00:00:00+00:00,0.0010860000038519502,0.0012890000361949205,0.0008270000107586384,0.0012890000361949205,811,0.0,0.0
2017-12-29 00:00:00+00:00,0.0013020000187680125,0.0017999999690800905,0.0012730000307783484,0.001307999948039651,2527,0.0,0.0
