TIMESTAMP,XD_OPEN_PRICE_USD,XD_HIGH_PRICE_USD,XD_LOW_PRICE_USD,XD_CLOSE_PRICE_USD,XD_VOLUME_USD,XD_DIVIDENDS_USD,XD_STOCK_SPLITS_USD
2023-07-25 00:00:00+00:00,,,,0.0,1862441,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,1517083,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,907696,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,395608,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,132573,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,399533,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,136166,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,83687,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,131680,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,33208,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,30133,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,31456,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,12272,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,23927,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,13662,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,570681,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,557229,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,264010,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,98637,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,63986,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,118624,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,64846,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,44014,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,33499,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,33727,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,16914,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,10039,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,7866,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,9147,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,220341,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,46324,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,31884,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,10879,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,6527,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,34992,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,5125,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,9361,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,7079,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,12537,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,8004,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,5975,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,8102,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,10582,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,13833,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,6335,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,38382,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,19262,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,4355,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,5364,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,3704,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,2448,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,8193,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,4514,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,4047,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,4493,0.0,0.0
2023-09-18 00:00:00+00:00,,,,0.0,6548,0.0,0.0
2023-09-19 00:00:00+00:00,,,,0.0,3583,0.0,0.0
2023-09-20 00:00:00+00:00,,,,0.0,1480,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,7883,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,5642,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,8697,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,16450,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,4178,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,1726,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,9237,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,11368,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,6699,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,10065,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,1336,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,3944,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,2180,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,3701,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,7153,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,3204,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,1266,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,3590,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,1290,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,2500,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,3707,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,682,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,283,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,1230,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,3927,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,872,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,949,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,2741,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,3058,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,4722,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,1317,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,31523,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,22986,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,394,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,2469,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,1771,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,709,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,2670,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,5576,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,2235,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,34052,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,9278,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,50912,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,44450,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,65076,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,36247,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,15859,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,10125,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,3462,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,37283,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,3537,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,7481,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,3624,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,3360,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,2328,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,745,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,815,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,1930,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,1585,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,1090,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,336,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,553,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,2508,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,941,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,1423,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,3805,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,15524,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,5216,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,2343,0.0,0.0
