TIMESTAMP,DLC23200_OPEN_PRICE_USD,DLC23200_HIGH_PRICE_USD,DLC23200_LOW_PRICE_USD,DLC23200_CLOSE_PRICE_USD,DLC23200_VOLUME_USD,DLC23200_DIVIDENDS_USD,DLC23200_STOCK_SPLITS_USD
2023-01-10 00:00:00+00:00,2.700000004551839e-05,3.899999865097925e-05,2.5999999706982635e-05,2.8000000384054147e-05,12115,0.0,0.0
2023-01-11 00:00:00+00:00,2.8000000384054147e-05,3.300000025774352e-05,2.700000004551839e-05,3.099999958067201e-05,3222,0.0,0.0
2023-01-12 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,2.8000000384054147e-05,3.199999991920777e-05,6098,0.0,0.0
2023-01-13 00:00:00+00:00,3.199999991920777e-05,7.79999973019585e-05,2.8000000384054147e-05,4.199999966658652e-05,37789,0.0,0.0
2023-01-14 00:00:00+00:00,4.199999966658652e-05,7.100000220816582e-05,3.199999991920777e-05,4.099999932805076e-05,19883,0.0,0.0
2023-01-15 00:00:00+00:00,4.099999932805076e-05,4.70000013592653e-05,1.4999999621068127e-05,3.7000001611886546e-05,21753,0.0,0.0
2023-01-16 00:00:00+00:00,3.7000001611886546e-05,4.3000000005122274e-05,2.9000000722589903e-05,2.9999999242136255e-05,7561,0.0,0.0
2023-01-17 00:00:00+00:00,2.9999999242136255e-05,4.199999966658652e-05,2.9999999242136255e-05,3.7000001611886546e-05,4879,0.0,0.0
2023-01-18 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,2.300000051036477e-05,2.8000000384054147e-05,7400,0.0,0.0
2023-01-19 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.700000004551839e-05,2.8000000384054147e-05,2793,0.0,0.0
2023-01-20 00:00:00+00:00,2.8000000384054147e-05,4.199999966658652e-05,2.8000000384054147e-05,3.7000001611886546e-05,4988,0.0,0.0
2023-01-21 00:00:00+00:00,3.7000001611886546e-05,4.3000000005122274e-05,3.400000059627928e-05,3.5000000934815034e-05,7514,0.0,0.0
2023-01-22 00:00:00+00:00,3.5000000934815034e-05,4.5000000682193786e-05,3.5000000934815034e-05,3.899999865097925e-05,3558,0.0,0.0
2023-01-23 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.600000127335079e-05,3.899999865097925e-05,2981,0.0,0.0
2023-01-24 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.5000000934815034e-05,3.7000001611886546e-05,1459,0.0,0.0
2023-01-25 00:00:00+00:00,3.899999865097925e-05,8.800000068731606e-05,3.899999865097925e-05,6.199999916134402e-05,21381,0.0,0.0
2023-01-26 00:00:00+00:00,6.199999916134402e-05,7.500000356230885e-05,5.0999999075429514e-05,5.400000009103678e-05,11784,0.0,0.0
2023-01-27 00:00:00+00:00,5.400000009103678e-05,8.600000001024455e-05,5.0999999075429514e-05,8.199999865610152e-05,17622,0.0,0.0
2023-01-28 00:00:00+00:00,8.199999865610152e-05,0.00011500000255182385,7.200000254670158e-05,9.000000136438757e-05,43186,0.0,0.0
2023-01-29 00:00:00+00:00,9.000000136438757e-05,0.00011899999663000926,8.399999933317304e-05,0.00011200000153621659,21588,0.0,0.0
2023-01-30 00:00:00+00:00,0.00011200000153621659,0.00014600000577047467,0.00010699999984353781,0.00012099999730708078,33780,0.0,0.0
2023-01-31 00:00:00+00:00,0.00012099999730708078,0.00012099999730708078,7.000000186963007e-05,7.400000322377309e-05,18763,0.0,0.0
2023-02-01 00:00:00+00:00,7.400000322377309e-05,8.199999865610152e-05,4.600000102072954e-05,7.300000288523734e-05,13639,0.0,0.0
2023-02-02 00:00:00+00:00,7.300000288523734e-05,7.500000356230885e-05,5.700000110664405e-05,6.199999916134402e-05,7612,0.0,0.0
2023-02-03 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,4.70000013592653e-05,4.999999873689376e-05,8773,0.0,0.0
2023-02-04 00:00:00+00:00,4.999999873689376e-05,6.500000017695129e-05,4.999999873689376e-05,5.199999941396527e-05,9092,0.0,0.0
2023-02-05 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,4.8999998398358e-05,4.999999873689376e-05,3073,0.0,0.0
2023-02-06 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,4.70000013592653e-05,4.999999873689376e-05,3585,0.0,0.0
2023-02-07 00:00:00+00:00,4.999999873689376e-05,6.0999998822808266e-05,4.8000001697801054e-05,5.0999999075429514e-05,4941,0.0,0.0
2023-02-08 00:00:00+00:00,5.0999999075429514e-05,5.400000009103678e-05,3.899999865097925e-05,3.9999998989515007e-05,5015,0.0,0.0
2023-02-09 00:00:00+00:00,3.9999998989515007e-05,7.100000220816582e-05,3.5000000934815034e-05,4.400000034365803e-05,15349,0.0,0.0
2023-02-10 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,3.5000000934815034e-05,3.7999998312443495e-05,5946,0.0,0.0
2023-02-11 00:00:00+00:00,3.7999998312443495e-05,4.8999998398358e-05,3.7000001611886546e-05,4.5000000682193786e-05,3212,0.0,0.0
2023-02-12 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,3.899999865097925e-05,3.899999865097925e-05,1987,0.0,0.0
