TIMESTAMP,BITBULL_OPEN_PRICE_USD,BITBULL_HIGH_PRICE_USD,BITBULL_LOW_PRICE_USD,BITBULL_CLOSE_PRICE_USD,BITBULL_VOLUME_USD,BITBULL_DIVIDENDS_USD,BITBULL_STOCK_SPLITS_USD
2023-06-09 00:00:00+00:00,10.32977294921875,11.969304084777832,6.047335147857666,6.181433200836182,1222791,0.0,0.0
2023-06-10 00:00:00+00:00,6.180812835693359,6.330934047698975,2.4547770023345947,2.9058480262756348,1161866,0.0,0.0
2023-06-11 00:00:00+00:00,2.905940055847168,3.458055019378662,0.999405026435852,1.0860929489135742,4055576,0.0,0.0
2023-06-12 00:00:00+00:00,1.0857490301132202,1.226694941520691,0.5424360036849976,0.5520520210266113,2279944,0.0,0.0
2023-06-13 00:00:00+00:00,0.552016019821167,0.9576640129089355,0.5138729810714722,0.748242974281311,319323,0.0,0.0
2023-06-14 00:00:00+00:00,0.7482050061225891,0.8397330045700073,0.48272401094436646,0.5125730037689209,740574,0.0,0.0
2023-06-15 00:00:00+00:00,0.5125030279159546,0.9328659772872925,0.49369099736213684,0.5161960124969482,518326,0.0,0.0
2023-06-16 00:00:00+00:00,0.5161939859390259,0.558413028717041,0.29868701100349426,0.32580700516700745,1738705,0.0,0.0
2023-06-17 00:00:00+00:00,0.3257969915866852,0.3339959979057312,0.20203399658203125,0.20207799971103668,2685317,0.0,0.0
2023-06-18 00:00:00+00:00,0.20206500589847565,0.3046880066394806,0.12376099824905396,0.14108799397945404,330021,0.0,0.0
2023-06-19 00:00:00+00:00,0.14108799397945404,0.1551470011472702,0.08749900013208389,0.09381700307130814,821433,0.0,0.0
2023-06-20 00:00:00+00:00,0.09380999952554703,0.10836700350046158,0.04945800080895424,0.05110799893736839,1391883,0.0,0.0
2023-06-21 00:00:00+00:00,0.05110999941825867,0.06540600210428238,0.02990500070154667,0.052312999963760376,3167438,0.0,0.0
2023-06-22 00:00:00+00:00,0.052303001284599304,0.07191400229930878,0.030333999544382095,0.031223999336361885,1554537,0.0,0.0
2023-06-23 00:00:00+00:00,0.03111100010573864,0.031539998948574066,0.014554999768733978,0.017534000799059868,3641430,0.0,0.0
2023-06-24 00:00:00+00:00,0.017532000318169594,0.021500999107956886,0.009991999715566635,0.011682000011205673,1510603,0.0,0.0
2023-06-25 00:00:00+00:00,0.012178000062704086,0.01295899972319603,0.009503999724984169,0.01081399992108345,370450,0.0,0.0
2023-06-26 00:00:00+00:00,0.010812999680638313,0.012159000150859356,0.009925000369548798,0.010366000235080719,77867,0.0,0.0
2023-06-27 00:00:00+00:00,0.010367999784648418,0.011110000312328339,0.009417000226676464,0.009789000265300274,38658,0.0,0.0
2023-06-28 00:00:00+00:00,0.009789999574422836,0.009916000068187714,0.008415999822318554,0.009248999878764153,38279,0.0,0.0
2023-06-29 00:00:00+00:00,0.009248999878764153,0.009688000194728374,0.008709999732673168,0.009182999841868877,22317,0.0,0.0
2023-06-30 00:00:00+00:00,0.009182999841868877,0.010007999837398529,0.00810999982059002,0.008898000232875347,31718,0.0,0.0
2023-07-01 00:00:00+00:00,0.008898000232875347,0.013399999588727951,0.008554999716579914,0.010608999989926815,50239,0.0,0.0
2023-07-02 00:00:00+00:00,0.012706000357866287,0.013526000082492828,0.009449999779462814,0.009933000430464745,69783,0.0,0.0
2023-07-03 00:00:00+00:00,0.009933999739587307,0.011915000155568123,0.008953999727964401,0.00995699968189001,50473,0.0,0.0
2023-07-04 00:00:00+00:00,0.010525999590754509,0.012906000018119812,0.009081000462174416,0.009711000137031078,36129,0.0,0.0
2023-07-05 00:00:00+00:00,0.009712999686598778,0.010017000138759613,0.009441000409424305,0.009662000462412834,28214,0.0,0.0
2023-07-06 00:00:00+00:00,0.00965999998152256,0.01126100029796362,0.009658999741077423,0.010116999968886375,24293,0.0,0.0
2023-07-07 00:00:00+00:00,0.010118000209331512,0.01592699997127056,0.0092569999396801,0.009305999614298344,34783,0.0,0.0
2023-07-08 00:00:00+00:00,0.009305000305175781,0.009554999880492687,0.008674999698996544,0.008861999958753586,22548,0.0,0.0
2023-07-09 00:00:00+00:00,0.008863000199198723,0.011428999714553356,0.008572000078856945,0.00989499967545271,26348,0.0,0.0
2023-07-10 00:00:00+00:00,0.00989499967545271,0.010577999986708164,0.009208999574184418,0.009243999607861042,21278,0.0,0.0
2023-07-11 00:00:00+00:00,0.009243999607861042,0.010065999813377857,0.008949000388383865,0.009057000279426575,17842,0.0,0.0
2023-07-12 00:00:00+00:00,0.0090549997985363,0.01014699973165989,0.008364999666810036,0.009031999856233597,13148,0.0,0.0
2023-07-13 00:00:00+00:00,0.00903099961578846,0.009661000221967697,0.006754999980330467,0.007437999825924635,36722,0.0,0.0
2023-07-14 00:00:00+00:00,0.007437999825924635,0.007646000012755394,0.00710699986666441,0.007641000207513571,24275,0.0,0.0
2023-07-15 00:00:00+00:00,0.007641000207513571,0.008042000234127045,0.006765999831259251,0.007149999961256981,15458,0.0,0.0
2023-07-16 00:00:00+00:00,0.007151000201702118,0.008143999613821507,0.006606000009924173,0.006928999908268452,8594,0.0,0.0
2023-07-17 00:00:00+00:00,0.006930000148713589,0.008240999653935432,0.006463999859988689,0.0064650001004338264,20493,0.0,0.0
2023-07-18 00:00:00+00:00,0.006465999875217676,0.007890000008046627,0.006374000106006861,0.007331999950110912,27738,0.0,0.0
2023-07-19 00:00:00+00:00,0.007331999950110912,0.0073379999957978725,0.006490999832749367,0.0065460000187158585,13373,0.0,0.0
2023-07-20 00:00:00+00:00,0.006546999793499708,0.006554999854415655,0.00583299994468689,0.006409999914467335,8399,0.0,0.0
2023-07-21 00:00:00+00:00,0.006409000139683485,0.006730000022798777,0.005702999886125326,0.005708999931812286,15704,0.0,0.0
2023-07-22 00:00:00+00:00,0.005708000157028437,0.006690999958664179,0.00570600014179945,0.006070000119507313,9504,0.0,0.0
2023-07-23 00:00:00+00:00,0.006070000119507313,0.006072999909520149,0.0055959997698664665,0.006070000119507313,6909,0.0,0.0
2023-07-24 00:00:00+00:00,0.006068999879062176,0.009662999771535397,0.004860000219196081,0.006101999897509813,47367,0.0,0.0
2023-07-25 00:00:00+00:00,0.006101999897509813,0.006909000221639872,0.005119999870657921,0.00583299994468689,24491,0.0,0.0
2023-07-26 00:00:00+00:00,0.00583200016990304,0.006432999856770039,0.005565000232309103,0.005795999895781279,14196,0.0,0.0
2023-07-27 00:00:00+00:00,0.005795999895781279,0.005797999911010265,0.005197999998927116,0.0057830000296235085,12520,0.0,0.0
2023-07-28 00:00:00+00:00,0.0057830000296235085,0.005785999819636345,0.0053969998843967915,0.005402999930083752,10256,0.0,0.0
2023-07-29 00:00:00+00:00,0.005402999930083752,0.006163000129163265,0.005078999791294336,0.00558699993416667,6450,0.0,0.0
2023-07-30 00:00:00+00:00,0.00558699993416667,0.005588999949395657,0.004846999887377024,0.005491999909281731,11470,0.0,0.0
2023-07-31 00:00:00+00:00,0.005491999909281731,0.005561999976634979,0.00521499989554286,0.005413000006228685,10585,0.0,0.0
2023-08-01 00:00:00+00:00,0.005413000006228685,0.005578000098466873,0.005014999769628048,0.005464000161737204,5138,0.0,0.0
2023-08-02 00:00:00+00:00,0.005462999921292067,0.005555000156164169,0.005400000140070915,0.005439000204205513,7569,0.0,0.0
2023-08-03 00:00:00+00:00,0.005439000204205513,0.006326000206172466,0.0049230000004172325,0.005239999853074551,8820,0.0,0.0
2023-08-04 00:00:00+00:00,0.005239999853074551,0.005241000093519688,0.004885000176727772,0.005061000119894743,9018,0.0,0.0
