TIMESTAMP,XRPETF_OPEN_PRICE_USD,XRPETF_HIGH_PRICE_USD,XRPETF_LOW_PRICE_USD,XRPETF_CLOSE_PRICE_USD,XRPETF_VOLUME_USD,XRPETF_DIVIDENDS_USD,XRPETF_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,,,,0.0,5997,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,5302,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,7470,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,616,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,1003,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1098,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,776,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,258,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,547,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,607,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1490,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,611,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,245,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1302,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,1170,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,14756,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,3366,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1510,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1639,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,366,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,142,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2976,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,4408,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,5867,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,24055,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,7796,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,8916,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,2217,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,4134,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,6009,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,14632,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,6828,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,4644,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,3128,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,2015,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,8795,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,10766,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,37155,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,15833,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,8043,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,2990,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,496,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,4346,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,936,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,13389,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,3022,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,1488,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,411,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,2125,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2337,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,9966,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,9711,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,12639,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,2540,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,1265,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,2911,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1924,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,10350,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,4685,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,9185,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,2462,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,2643,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,1451,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,8217,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,1727,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1032,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,2322,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,1510,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,6765,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1117,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,1027,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,346,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,1085,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,637,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,1008,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,638,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,952,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1556,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,5019,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,1317,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,541,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,2440,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,396,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,3804,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,262,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,820,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,386,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,1185,0.0,0.0
