TIMESTAMP,WHITE34143_OPEN_PRICE_USD,WHITE34143_HIGH_PRICE_USD,WHITE34143_LOW_PRICE_USD,WHITE34143_CLOSE_PRICE_USD,WHITE34143_VOLUME_USD,WHITE34143_DIVIDENDS_USD,WHITE34143_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,2922,0.0,0.0
2024-12-02 00:00:00+00:00,3.7000001611886546e-05,4.400000034365803e-05,3.7000001611886546e-05,4.400000034365803e-05,34499,0.0,0.0
2024-12-03 00:00:00+00:00,4.400000034365803e-05,8.399999933317304e-05,4.400000034365803e-05,8.399999933317304e-05,192908,0.0,0.0
2024-12-04 00:00:00+00:00,8.399999933317304e-05,0.00012700000661425292,7.599999662488699e-05,0.00012599999899975955,224260,0.0,0.0
2024-12-05 00:00:00+00:00,0.00012599999899975955,0.00013800000306218863,0.00011200000153621659,0.00013800000306218863,212973,0.0,0.0
2024-12-06 00:00:00+00:00,0.00013899999612476677,0.000155999994603917,0.00013000000035390258,0.00015500000154133886,247886,0.0,0.0
2024-12-07 00:00:00+00:00,0.00015500000154133886,0.00016799999866634607,0.0001539999939268455,0.00016700000560376793,212151,0.0,0.0
2024-12-08 00:00:00+00:00,0.00016700000560376793,0.00016799999866634607,0.00011200000153621659,0.00015999999595806003,356713,0.0,0.0
2024-12-09 00:00:00+00:00,0.00015999999595806003,0.00019099999917671084,0.00015999999595806003,0.00019099999917671084,148606,0.0,0.0
2024-12-10 00:00:00+00:00,0.00019099999917671084,0.0002119999990100041,0.00011200000153621659,0.000155999994603917,779331,0.0,0.0
2024-12-11 00:00:00+00:00,0.000155999994603917,0.00017800000205170363,0.0001500000071246177,0.00015700000221841037,209066,0.0,0.0
2024-12-12 00:00:00+00:00,0.00015700000221841037,0.00022400000307243317,0.00015700000221841037,0.0002119999990100041,240359,0.0,0.0
2024-12-13 00:00:00+00:00,0.0002119999990100041,0.0004529999860096723,0.0002119999990100041,0.00043799998820759356,924932,0.0,0.0
2024-12-14 00:00:00+00:00,0.00043799998820759356,0.0004560000088531524,0.000387999985832721,0.000455000001238659,785566,0.0,0.0
2024-12-15 00:00:00+00:00,0.000455000001238659,0.0004569999873638153,0.0004220000118948519,0.0004220000118948519,527022,0.0,0.0
2024-12-16 00:00:00+00:00,0.0004220000118948519,0.00045399999362416565,0.00039599998854100704,0.0004149999876972288,728185,0.0,0.0
2024-12-17 00:00:00+00:00,0.0004149999876972288,0.0004290000069886446,0.0003389999910723418,0.0003440000000409782,267034,0.0,0.0
2024-12-18 00:00:00+00:00,0.0003440000000409782,0.00039599998854100704,0.0003169999981764704,0.00031900001340545714,249078,0.0,0.0
2024-12-19 00:00:00+00:00,0.00031900001340545714,0.0003220000071451068,0.0003000000142492354,0.0003060000017285347,182376,0.0,0.0
2024-12-20 00:00:00+00:00,0.0003060000017285347,0.0003100000030826777,0.00028899998869746923,0.0003060000017285347,108566,0.0,0.0
2024-12-21 00:00:00+00:00,0.0003060000017285347,0.0003060000017285347,0.00029200001154094934,0.00030499999411404133,83965,0.0,0.0
2024-12-22 00:00:00+00:00,0.00030499999411404133,0.0003110000106971711,0.0003000000142492354,0.00030899999546818435,61324,0.0,0.0
2024-12-23 00:00:00+00:00,0.00030899999546818435,0.00030899999546818435,0.00029399999766610563,0.00029799999902024865,54592,0.0,0.0
2024-12-24 00:00:00+00:00,0.00029799999902024865,0.00030300000798888505,0.000291000003926456,0.00029600001289509237,74566,0.0,0.0
