TIMESTAMP,AWR_OPEN_PRICE_USD,AWR_HIGH_PRICE_USD,AWR_LOW_PRICE_USD,AWR_CLOSE_PRICE_USD,AWR_VOLUME_USD,AWR_DIVIDENDS_USD,AWR_STOCK_SPLITS_USD
2025-05-02 00:00:00+00:00,0.0053969998843967915,0.0065460000187158585,0.005169999785721302,0.006300000008195639,999666,0.0,0.0
2025-05-03 00:00:00+00:00,0.006300000008195639,0.006479000207036734,0.005535999778658152,0.006188000086694956,848802,0.0,0.0
2025-05-04 00:00:00+00:00,0.006188000086694956,0.006384000182151794,0.005183999892324209,0.005276999901980162,846073,0.0,0.0
2025-05-05 00:00:00+00:00,0.005276999901980162,0.005493000149726868,0.004521999973803759,0.004550999961793423,926978,0.0,0.0
2025-05-06 00:00:00+00:00,0.004550999961793423,0.0050650001503527164,0.004381999839097261,0.005014999769628048,817371,0.0,0.0
2025-05-07 00:00:00+00:00,0.005014999769628048,0.005282000172883272,0.00458399998024106,0.004621000029146671,896084,0.0,0.0
2025-05-08 00:00:00+00:00,0.004621000029146671,0.006541999988257885,0.004621000029146671,0.006219000089913607,997851,0.0,0.0
2025-05-09 00:00:00+00:00,0.006219000089913607,0.006554999854415655,0.005437999963760376,0.006136000156402588,896037,0.0,0.0
2025-05-10 00:00:00+00:00,0.006136000156402588,0.006763000041246414,0.005778999999165535,0.006763000041246414,882528,0.0,0.0
2025-05-11 00:00:00+00:00,0.006763000041246414,0.008155000396072865,0.005849999841302633,0.006248000077903271,1259691,0.0,0.0
2025-05-12 00:00:00+00:00,0.006248000077903271,0.007439000066369772,0.006020000204443932,0.006918999832123518,895487,0.0,0.0
2025-05-13 00:00:00+00:00,0.006918999832123518,0.007903999648988247,0.006384999956935644,0.00788000039756298,999959,0.0,0.0
2025-05-14 00:00:00+00:00,0.00788000039756298,0.007883000187575817,0.0064489999786019325,0.007108000107109547,880222,0.0,0.0
2025-05-15 00:00:00+00:00,0.007108000107109547,0.00723899994045496,0.005905000027269125,0.00595800019800663,856526,0.0,0.0
2025-05-16 00:00:00+00:00,0.00595800019800663,0.00610999995842576,0.005059999879449606,0.005503000225871801,927579,0.0,0.0
2025-05-17 00:00:00+00:00,0.005503000225871801,0.005568999797105789,0.003976000007241964,0.004368999972939491,1137851,0.0,0.0
2025-05-18 00:00:00+00:00,0.004368999972939491,0.0048420000821352005,0.003963999915868044,0.004327999893575907,836251,0.0,0.0
2025-05-19 00:00:00+00:00,0.004327999893575907,0.004480000119656324,0.0034000000450760126,0.0037609999999403954,893125,0.0,0.0
2025-05-20 00:00:00+00:00,0.0037609999999403954,0.00509499991312623,0.0037509999237954617,0.0046179997734725475,766510,0.0,0.0
2025-05-21 00:00:00+00:00,0.0046179997734725475,0.005032999906688929,0.004443000070750713,0.004695999901741743,710078,0.0,0.0
2025-05-22 00:00:00+00:00,0.004695999901741743,0.004858999978750944,0.00419300002977252,0.004631999880075455,817360,0.0,0.0
2025-05-23 00:00:00+00:00,0.004631999880075455,0.004774000030010939,0.003924000076949596,0.004019999876618385,761334,0.0,0.0
2025-05-24 00:00:00+00:00,0.004019999876618385,0.004236999899148941,0.003860000055283308,0.004219000227749348,742603,0.0,0.0
2025-05-25 00:00:00+00:00,0.004219000227749348,0.0042489999905228615,0.003452999982982874,0.004002999980002642,719274,0.0,0.0
2025-05-26 00:00:00+00:00,0.004002999980002642,0.004023000132292509,0.0035439999774098396,0.003731000004336238,677163,0.0,0.0
2025-05-27 00:00:00+00:00,0.003731000004336238,0.004151000175625086,0.0036200000904500484,0.004040000028908253,729403,0.0,0.0
2025-05-28 00:00:00+00:00,0.004040999803692102,0.004693000111728907,0.003872999921441078,0.0044479998759925365,742946,0.0,0.0
2025-05-29 00:00:00+00:00,0.0044479998759925365,0.005919999908655882,0.004420999903231859,0.004687999840825796,796285,0.0,0.0
2025-05-30 00:00:00+00:00,0.004687999840825796,0.005588000174611807,0.004317000042647123,0.0050570000894367695,891313,0.0,0.0
2025-05-31 00:00:00+00:00,0.0050570000894367695,0.005078999791294336,0.004662000108510256,0.004991999827325344,652574,0.0,0.0
2025-06-01 00:00:00+00:00,0.004992258735001087,0.005135121289640665,0.004602200351655483,0.004849317949265242,617598,0.0,0.0
