TIMESTAMP,BKN21822_OPEN_PRICE_USD,BKN21822_HIGH_PRICE_USD,BKN21822_LOW_PRICE_USD,BKN21822_CLOSE_PRICE_USD,BKN21822_VOLUME_USD,BKN21822_DIVIDENDS_USD,BKN21822_STOCK_SPLITS_USD
2023-07-25 00:00:00+00:00,0.17577500641345978,0.18674500286579132,0.17238099873065948,0.17425499856472015,298950,0.0,0.0
2023-07-26 00:00:00+00:00,0.1743289977312088,0.18080900609493256,0.15836499631404877,0.1583849936723709,118144,0.0,0.0
2023-07-27 00:00:00+00:00,0.15837499499320984,0.16450299322605133,0.15132999420166016,0.16444900631904602,66787,0.0,0.0
2023-07-28 00:00:00+00:00,0.16441099345684052,0.16576899588108063,0.15701399743556976,0.15877899527549744,25443,0.0,0.0
2023-07-29 00:00:00+00:00,0.15877999365329742,0.15991300344467163,0.15045200288295746,0.15047000348567963,61760,0.0,0.0
2023-07-30 00:00:00+00:00,0.1504949927330017,0.15055899322032928,0.12046899646520615,0.12053000181913376,93594,0.0,0.0
2023-07-31 00:00:00+00:00,0.12050600349903107,0.1665640026330948,0.12041600048542023,0.15596400201320648,207459,0.0,0.0
2023-08-01 00:00:00+00:00,0.15595899522304535,0.15605799853801727,0.1499059945344925,0.1512400060892105,217383,0.0,0.0
2023-08-02 00:00:00+00:00,0.15123499929904938,0.15650799870491028,0.15118500590324402,0.15508699417114258,490263,0.0,0.0
2023-08-03 00:00:00+00:00,0.15508699417114258,0.15516500174999237,0.14032700657844543,0.1404390037059784,53345,0.0,0.0
2023-08-04 00:00:00+00:00,0.1404390037059784,0.14049600064754486,0.12576699256896973,0.12583200633525848,51455,0.0,0.0
2023-08-05 00:00:00+00:00,0.12581700086593628,0.13574600219726562,0.1257680058479309,0.13266199827194214,39994,0.0,0.0
2023-08-06 00:00:00+00:00,0.13269799947738647,0.1366419941186905,0.12398599833250046,0.1240530014038086,22020,0.0,0.0
2023-08-07 00:00:00+00:00,0.12411800026893616,0.1260959953069687,0.1146790012717247,0.11921899765729904,30368,0.0,0.0
2023-08-08 00:00:00+00:00,0.11921299993991852,0.12139599770307541,0.11914700269699097,0.12112700194120407,7620,0.0,0.0
