TIMESTAMP,SOV24126_OPEN_PRICE_USD,SOV24126_HIGH_PRICE_USD,SOV24126_LOW_PRICE_USD,SOV24126_CLOSE_PRICE_USD,SOV24126_VOLUME_USD,SOV24126_DIVIDENDS_USD,SOV24126_STOCK_SPLITS_USD
2023-03-28 00:00:00+00:00,,,,0.0,2122684,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,2579060,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,1304692,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,1537298,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,1494989,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,2473778,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,2799273,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,5131222,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,4458969,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,4996650,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,2778092,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,5099610,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,1417585,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,2888918,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,1640311,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,2576621,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,2559082,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,2002317,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,3270391,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,2125572,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,2450394,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,3264039,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,2701278,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,2093900,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,929861,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,732483,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,955569,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,876604,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,778913,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,903032,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,569914,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,992280,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,707527,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,1146066,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,1603428,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,1964977,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,518347,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,400606,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,1059741,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,1877718,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,591782,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,1284402,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,289020,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,276996,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,287507,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,177133,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,145232,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,197069,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,162415,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,108700,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,41902,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,46135,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,44224,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,48398,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,242189,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,211596,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,367044,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,119806,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,29637,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,36673,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,95996,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,29791,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,27110,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,34879,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,29657,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,15772,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,41324,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,22563,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,36706,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,86333,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,34693,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,27259,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,44499,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,6857,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,18954,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,7197,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,36611,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,105954,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,33294,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,13649,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,35957,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,21551,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,18229,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,19250,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,6085,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,37510,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,25624,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,9629,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,19526,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,11648,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,11299,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,9454,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,15157,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,29501,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,27323,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2469,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,2128,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,8088,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,4005,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,2895,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,7229,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,3280,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,2353,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,1021,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,4717,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,7774,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,5165,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1505,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,1623,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,1132,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,1582,0.0,0.0
