,BTC
MARI,1.0
ETH,0.7661317902408473
LTC,0.6889001264519938
XMR,0.6541643198258633
JLP,0.6382446856671876
DASH,0.6157101639318754
ZEC,0.6065857830945366
QTUM,0.597330216669892
ETC,0.5908772988337377
DGB,0.5838879840892226
NEWB,0.5720193217013392
BAT,0.5692970408792433
DCR,0.5686955184743311
XLM,0.55205300306802
LSK,0.5337970972609752
GNO,0.5336534876432307
SC,0.5252591436240073
WAVES,0.5105508585341378
STEEM,0.5102153101960321
BTS,0.5050069602293019
ZEN,0.5029143885942094
AE,0.48624157821136
XRP,0.484891492836409
KMD,0.484257071498841
IOTA,0.4778655958832974
XEM,0.4718221885546091
RLC,0.4685430564788023
ARK,0.4600278742354294
GAS,0.452592293783618
SYS,0.4419357862871969
BTCS,0.4359865837326337
FIRO,0.4347665854720039
PIVX,0.4260036615140317
MONA,0.4004659676781354
TES,0.3915955068347364
PPC,0.3789686335644623
AMBER,0.3774260186150554
NEOS,0.3744204262571105
DOGE,0.3738285459003019
NAV,0.3737179765056532
LAMB,0.3726105257047207
GRS,0.3629409875639656
CYT,0.3568550079899623
VTC,0.355197455285816
SP,0.3522603119912347
NXS,0.3488423056092511
ANT,0.3485603605013158
PKB,0.347359635666761
VAL,0.3469258604829798
GBYTE,0.3440937634497548
NMC,0.3365135293985367
EVIL,0.3361671701022733
AV,0.3349866192241173
SWING,0.3346631118552327
MAID,0.3184629935115969
FTC,0.3089273362305159
C2,0.3068575110441416
2GIVE,0.2979461369279759
LBC,0.2913229287541135
AXIOM,0.29044414732372
EQB,0.2897607647707814
ZET,0.2896769099499665
SNRG,0.2874987936291692
SPR,0.2852867345064497
POST,0.2841669164706405
WGR,0.2833452994237895
BLK,0.2786723894745042
COOL,0.2746562756545732
XMS,0.2743767109236866
LUNC,0.2643793409840664
SKULL,0.262210552845264
VLT,0.258827929208674
KIN,0.2578650494601117
XPX,0.2552936680710413
XHI,0.2538408999968222
IBANK,0.2507036217535314
VERI,0.2477448331562497
ZENI,0.2466317151780936
LKY,0.2436592006404493
PXI,0.2429649052483032
CETI,0.2423797455721122
CJ,0.2391163537863078
