,BTC
ETH,0.8073678401183592
LTC,0.7558573394270564
XMR,0.7346393715963667
DASH,0.731101023106754
DCR,0.7210959800341079
JLP,0.6972881383115652
ZEC,0.6941625539217667
DGB,0.6919955739744181
BAT,0.6883077326851621
ETC,0.6856026790438129
LSK,0.6783233519290384
XLM,0.6718598827564484
QTUM,0.669607598890256
BTS,0.6411463019903324
GNO,0.6348975367182962
KMD,0.6345460781548796
STEEM,0.6326600166548882
ZEN,0.6225339869968876
NEWB,0.6210236318650135
NEOS,0.6170125911663115
XEM,0.6149724074716382
IOTA,0.6087954702384586
SYS,0.6078509185792673
WAVES,0.6054396032650282
ARK,0.6050269499476852
GAS,0.6045900252274047
RLC,0.5963188241560938
AE,0.5926312173892633
XRP,0.5879430328485795
PIVX,0.5554779558080049
FIRO,0.5426638058905151
MONA,0.5312166117130549
VAL,0.5310915717002646
GRS,0.5290563138008257
PPC,0.5134564659885077
SP,0.5111901305080417
SC,0.4988947441925374
VTC,0.4912463967492373
LAMB,0.4834369181032871
NAV,0.4622365329104432
ANT,0.4546505838229249
DOGE,0.4498729174727094
EVIL,0.4493701120704136
BTCS,0.4425833672473919
AMBER,0.4332771041389254
LBC,0.4270871937797049
AV,0.4128466238402432
CETI,0.4087233529929513
GBYTE,0.3904910870726546
TES,0.3896608680603419
NMC,0.3765945143144401
NXS,0.3648181247008366
CYT,0.3542297399476619
COOL,0.3526693971481869
POST,0.3490072548268924
KIN,0.3349302205555861
HBD,0.3313698789983458
C2,0.3288446570021104
AXIOM,0.3278605271396762
CSC,0.3221281853505759
SKR,0.3217368876587264
NVC,0.3215411070684718
SWING,0.3208088179846111
USDT,0.3190791386624031
2GIVE,0.3128889861799685
MAID,0.3084105815319478
ZET,0.3075300166746006
BCN,0.3055869847147451
XPX,0.3022217632470017
AGRS,0.3006190902918908
SNRG,0.2959383138914233
XHI,0.2925945617493314
FTC,0.2874419492843028
SPR,0.2820240420571259
XMS,0.2731790593516835
IBANK,0.2679297957243417
PXI,0.2677834228034861
ACOIN,0.2665260271467095
IMS,0.2663616493954165
VERI,0.2663320198844497
PKB,0.265741570010567
CJ,0.2649607287658595
XTO,0.2636873460397777
FRN,0.2626385736263874
VLT,0.2591930525439523
RBIES,0.2575162033381541
ADZ,0.2571472511081688
ZENI,0.2499054215269981
BCDN,0.2452773000389229
ENT,0.244300187410334
CRW,0.2432864957542391
ZYD,0.2417977973839643
LUN,0.2402426261233094
CREVA,0.2324309115938227
RBY,0.2261612086583809
VEC2,0.2243416739216917
BLK,0.2240503309078363
HBN,0.2211238521604403
LTCR,0.2197903436930258
CAB,0.2190824412128046
BLU,0.2187757025872282
XQN,0.2174046032509822
LUNC,0.2166839568946942
SKULL,0.2150809045840852
BERN,0.2143929046261455
OPAL,0.2080237996346714
KOBO,0.2065229500745734
ICON,0.2057524460756438
LKY,0.2025187593009394
ZCL,0.2010909582770186
EUC,0.1984613538237608
WBB,0.1970485375222478
FOREX,0.1963804735417859
XCP,0.1867739051794449
TAJ,0.1862975395136394
QBC,0.1824199379978233
CLUB,0.181757433059503
WYZ,0.1803559939398589
START,0.1781041656115662
CF,0.1780242521865283
PXC,0.1664277854871054
PLU,0.1631323926229801
NOBL,0.1629333195405961
EDRC,0.1579303518090969
JKC,0.1560522573525686
BSTY,0.1531824497266767
HMQ,0.1514393194715967
VIDZ,0.1489521364975651
SANDG,0.1483527598096446
HUSH,0.1482841366110747
ICOB,0.14496453249436
XDN,0.1425402293862688
GLC,0.1406674551173157
CANN,0.1401627482482248
RBT,0.1383045824203407
MOTO,0.1382784330726522
AMS,0.1355117286099889
XST,0.1350114653967394
BLAZR,0.1344029548870082
GCC,0.1337461788951747
WGR,0.1324586632052408
HVCO,0.1319788304762918
XPY,0.1309231873999325
42,0.1280467675630322
DIME,0.1273954704023142
DEM,0.1269616091601245
LANA,0.1268864064498358
MAY,0.1233170765517511
SWT,0.1194076182439673
DCY,0.1183017079539695
IRL,0.1181994151366488
XPTX,0.115712302457687
TECH,0.1147631487195008
PZM,0.1110265988133693
SLS,0.1093944420067936
MST,0.1090911841131358
ARGUS,0.1087863189739441
MCN,0.1074182066982971
XWC,0.1057719565476698
QTZ,0.1055533010167336
ZER,0.1042378006695463
CLOAK,0.1037769110376989
SIB,0.1015416672421838
CLAM,0.1004965535780316
DCT,0.0985225701733245
LDOGE,0.0938585072930987
ACES,0.0935503027057482
XBC,0.0915478959539516
POT,0.0899405498121923
PTOY,0.0868935773449616
WINGS,0.0819099784399316
SIGNA,0.0795344567810302
XBY,0.0791643280803491
EQB,0.0699589623587282
BOLI,0.0696815027942967
LOG,0.0695317439382881
IFC,0.0687443197192609
NETKO,0.0661410443267338
XPM,0.0650199013353449
DGC,0.0649552170895445
IXC,0.0613854456302924
KURT,0.0611749560935402
ADC,0.0596232863748805
PHR,0.0574634014292393
NXT,0.0551002221155185
FRC,0.0550660447298829
BITS,0.0535836668967435
BIS,0.0531003818820968
HNC,0.0526940455844429
BRIT,0.0494833995870851
BTB,0.0439495823376779
SHND,0.0409029993264498
ZOOM,0.0376133229112876
PAK,0.0371751718213598
SWIFT,0.036403968538105
ILC,0.0325115501490984
NYC,0.0307221632428622
OK,0.0302002394494429
SILK,0.0281724819538048
PIE,0.0279550223084335
ALIAS,0.027070815992751
SONG,0.0268004551203621
UNIT,0.02533466967788
RRT,0.0244417630091196
PASC,0.0231422772900508
SXC,0.0168183466403782
CKC,0.0139723195209687
PUT,0.0109208115356455
ZUR,0.0086820416933636
LOOK,0.0064307283681826
WDC,0.0057372191975468
BTA,0.0047008920756254
CNT,0.0007790007171626
MNTC,2.714356577550704e-05
CARBON,-0.003890528974344
RDD,-0.0049912563929956
INF,-0.0051826945681776
EFL,-0.0079644893019815
BS,-0.0089665534265668
NEVA,-0.0095034920624185
TAB,-0.0102193388250939
WC,-0.0119729079875633
OZO,-0.0148546211622009
TRST,-0.0235975720439047
LMC,-0.0661500281729505
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARI,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
