,BTC
NEOS,0.961899572237683
ETH,0.703624327850956
LTC,0.5969041509248925
XMR,0.559898149431866
JLP,0.5365939637368642
ZEC,0.4968494578081048
DASH,0.4943394409655453
QTUM,0.4791425309789217
NEWB,0.4666778480567448
ETC,0.4514664311023826
DGB,0.4420586214310886
SC,0.4262422482094742
XLM,0.4154841562416696
BAT,0.4026259814734158
GNO,0.3773410017878868
WAVES,0.3725140926428372
ZEN,0.367425929485666
BTS,0.3656717919626348
PKB,0.362356855692722
AE,0.3606072351259326
DCR,0.3557837957932431
XRP,0.350748827301186
XEM,0.3496218488219251
BTCS,0.3427947044640708
STEEM,0.3355610425970002
LSK,0.3272647763238329
TES,0.3231424812663044
SWING,0.3143852165050074
DOGE,0.3070279969129069
AMBER,0.3068410731918993
ZET,0.28907603488885
RLC,0.2885774980667852
KMD,0.2827303647207901
EQB,0.2761003691629474
XDN,0.273757515834288
IOTA,0.2693221870245895
SNRG,0.2682592472873306
CYT,0.2632555202589817
GBYTE,0.2630541909591609
GAS,0.2603992369053313
MAID,0.25886314439646
FTC,0.2577723091617031
FIRO,0.2542178895112396
LUNC,0.2528393531167789
ARK,0.2508440591729774
2GIVE,0.2482384409567416
SKULL,0.2482262728818199
MONA,0.2459735758979481
AXIOM,0.2451677322433879
NXS,0.2437246053055658
SPR,0.2433725234270133
ZENI,0.2430581847155717
AV,0.2428435409832282
NXT,0.2417568609092066
IBANK,0.2396510898220352
ANT,0.2384957580015093
VLT,0.2335364419123638
XHI,0.2324819998997712
LAMB,0.2317309227464918
BLK,0.2314561373947074
C2,0.2313143392466284
SYS,0.229160311236524
WGR,0.2288727214393941
CAB,0.2245301065439
HBN,0.22337246598734
EVIL,0.2216889621780172
NAV,0.2078433507613218
HMQ,0.2065164440370347
CF,0.2050703248560754
XMS,0.2045954169008665
IMS,0.2035430450892136
GRS,0.2028972526710359
SP,0.2024956208134466
XQN,0.2000781290820661
ADZ,0.2000292592002399
EDRC,0.1998305826055675
CJ,0.1996272784847503
NMC,0.1973404258608111
FRN,0.1968435328173551
BERN,0.1951516239860253
PIVX,0.1939115302625801
ZYD,0.1934714839469822
POST,0.1900654757187541
VEC2,0.1814722432745816
PXI,0.1795113262203454
COOL,0.1785001766973071
ENT,0.1745478727918646
RBY,0.1730707383435415
OPAL,0.1722070129286589
VTC,0.1713195544847199
LKY,0.1664678111725824
PLU,0.1660538098002875
VERI,0.1645259277317228
ACOIN,0.1640648446473385
LANA,0.1618810590498878
START,0.1606849822761691
LBC,0.1578928915935395
SXC,0.1575946634724159
NOBL,0.1559787103594306
LTCR,0.1548186561985673
XPX,0.1500834392690438
AMS,0.149180129004242
EUC,0.1475415392680991
BLU,0.147498336938102
WYZ,0.141989262400978
WINGS,0.1382279253449135
RBT,0.1371171510438136
XPM,0.1353503065190486
NVC,0.1307764815903246
SANDG,0.130057783461645
ICON,0.1293415208462379
USDT,0.1266081459000495
ZCL,0.126260552384368
TECH,0.124510798322775
KIN,0.123672427640046
XTO,0.1230796530521711
SIGNA,0.1230127699840895
MOTO,0.122687486081923
CANN,0.1217598088706324
SKR,0.1209592060264314
DEM,0.1193126852884961
XBC,0.1181847316835719
CRW,0.1162331949729323
XPY,0.1141539247549517
DCY,0.113198674521604
HVCO,0.1098007530838423
CREVA,0.1096600693907613
WBB,0.1095995789472594
VIDZ,0.1079951740179223
AGRS,0.1061626661159475
HUSH,0.1038777330498184
XCP,0.1031803667684474
PPC,0.1013868506550158
NETKO,0.0996859531645997
CLOAK,0.0984634244019878
QBC,0.0958433739077297
SWT,0.0941090851226178
BLAZR,0.0915250391322644
CLUB,0.0909663561091265
BCDN,0.0894315182945113
GCC,0.089011786494207
DGC,0.0886971794886744
KOBO,0.0862990370599538
PUT,0.085695872640943
CSC,0.0833534005054532
LDOGE,0.0832189628541715
TAJ,0.0811543355405392
IXC,0.0800970068372016
VAL,0.0781028830427655
PAK,0.0777613544683848
XWC,0.07680392306609
ALIAS,0.0744929470694714
PHR,0.074089892233621
ZER,0.0738550837293143
LUN,0.073187536134982
HBD,0.0731563973203307
ADC,0.0717510272531459
ARGUS,0.0679272802440209
PTOY,0.0668527578875338
MAY,0.065576659128117
QTZ,0.0643033354233789
XPTX,0.0642058241612069
BCN,0.0620239594876955
PXC,0.0602917100106527
BOLI,0.0597033289864517
CLAM,0.0595181741980476
MST,0.0587000651078283
BITS,0.0565347629804044
MNTC,0.0537836142801004
KURT,0.0532362873087884
INF,0.052304399861756
PIE,0.0480775863484274
CARBON,0.0472258194795734
DIME,0.0417427874564365
RBIES,0.0399421588057869
SLS,0.0396064113829546
FOREX,0.0387454562614261
HNC,0.038656057688344
ICOB,0.0380841261331522
ACES,0.0380122453563436
PZM,0.0366713266440258
BSTY,0.0361528171826228
IRL,0.0353626572125064
IFC,0.0352950663543506
SWIFT,0.0351477901226563
FRC,0.033780744045829
XST,0.0336895177685001
OZO,0.032156849599094
UNIT,0.0317398266787075
BIS,0.031677255793572
SIB,0.0315760537898848
LOG,0.0311312740938456
EFL,0.0293901351500322
JKC,0.0293876543100635
PASC,0.0272076393608174
BS,0.0249556211250983
42,0.0203614262443179
NEVA,0.0155048627577078
OK,0.0129771343741821
SILK,0.0120327792902348
POT,0.0119801577571293
LOOK,0.0106400028211365
DCT,0.0073686172677346
GLC,0.0048131853416333
BTB,0.0046267698891352
ZOOM,0.0038524661022273
WDC,0.0036487815297232
SONG,0.0026114944415728
TAB,0.0010017725269211
RDD,0.0007917333694862
SHND,0.0006712605888147
XBY,-0.000500850245607
CKC,-0.0059552928663012
LMC,-0.0059758845519247
CNT,-0.0069335316852632
RRT,-0.0073438125974409
BTA,-0.0095053855259841
ZUR,-0.0107756817970119
NYC,-0.0164680852902755
MCN,-0.0173674440589066
TRST,-0.0174935382354329
WC,-0.0250435060442232
CETI,-0.0252078000395707
ILC,-0.0319463753299496
BRIT,-0.0438993341534415
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARI,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
