,BTC
ETH,0.7771248280525315
LTC,0.7019100810453494
XMR,0.6597575787341999
JLP,0.6572879588339203
DASH,0.6226787380637903
QTUM,0.6180960999743422
ZEC,0.6170032473449572
ETC,0.6124634189977874
NEWB,0.601842132294607
DGB,0.6000617638875982
DCR,0.5991678829344443
BAT,0.5955354133815424
SC,0.5889541394722141
LSK,0.5659261879117484
GNO,0.5603795485255427
XLM,0.5581854437649676
STEEM,0.5368883236388089
WAVES,0.5322794896125342
IOTA,0.5176031427424979
KMD,0.5102491150064475
ZEN,0.5089212069124788
BTS,0.5062417138492664
XRP,0.5012287982637996
RLC,0.4961366097273312
AE,0.4928328632204347
ARK,0.4902796253965163
BTCS,0.4812176290565779
PIVX,0.4788405870494527
GAS,0.4710980311716757
FIRO,0.4685801482299159
SYS,0.4676987310756351
XEM,0.4529148453219918
PPC,0.4495186146423146
TES,0.4267158474510917
MONA,0.4121440431395682
NAV,0.4114183519957975
EQB,0.407822052486543
CYT,0.4029882991941325
NXS,0.3950755958110653
VAL,0.3898815059231853
LAMB,0.3892934666310767
WGR,0.3855832092011017
AMBER,0.3852487988865436
NMC,0.3810822976100751
VTC,0.3798790896456527
PKB,0.3728164341400351
GRS,0.3608341425796996
GBYTE,0.3605167492046333
MAID,0.3538745987785888
ANT,0.3512553664092511
SWING,0.3490600600748099
DOGE,0.3478484436024848
SP,0.3472565666993384
FTC,0.3428134334093242
C2,0.3366995855027759
EVIL,0.3356446993263626
BLK,0.3353846234142404
AV,0.3339210716207014
2GIVE,0.3159605683414951
CETI,0.3108038030497369
SPR,0.3081909544332709
LUNC,0.3024991947634549
XMS,0.2998702440672853
POST,0.2986548416576347
AXIOM,0.2942433267620806
LKY,0.2926651924156594
SKULL,0.2918959320976078
COOL,0.2911733874561157
LBC,0.2901536412697352
NOBL,0.2878345874452887
42,0.2872442612735849
KIN,0.2870992637993876
XPX,0.2863141224334379
ZET,0.2831905421968343
VERI,0.280768327575902
SNRG,0.2788981666503798
PLU,0.2746518553585828
AGRS,0.2671959222342032
VLT,0.2648135835271554
PXI,0.2646101334646221
ADZ,0.2496064797341929
BERN,0.2491782079804339
XDN,0.2488521209914652
CJ,0.2479885934985335
ZENI,0.2478047310279722
IMS,0.2451095343387478
XHI,0.2450120088373259
IBANK,0.2423377634896378
CRW,0.2422690296592345
CF,0.2393584793929456
HBN,0.2386575071381572
ZCL,0.2356371008258006
ACOIN,0.2352272341781445
VEC2,0.2300684838974081
ZYD,0.2183422042844923
HBD,0.2176943463267426
XCP,0.2157343981355401
GLC,0.2144085288735953
XQN,0.2141780082634714
CAB,0.2118117537445589
WINGS,0.2116572391344256
WYZ,0.2104378823783164
TECH,0.2054464858418235
FOREX,0.2042033176632379
BLU,0.2026868232123569
SKR,0.201499630841806
FRN,0.1990409360948025
OPAL,0.1985630503670502
DCY,0.1974402814762132
ENT,0.1970737826919168
EDRC,0.1941346883764882
KOBO,0.1937614037662722
EUC,0.1923757981676515
AMS,0.1888498310615009
CLUB,0.1882123393389182
WBB,0.1864992154229006
XPY,0.1853690980588491
LUN,0.1844201603319315
START,0.1799577088127322
PXC,0.174559076874373
RBY,0.1704470115051203
BCDN,0.1685446924270889
SIGNA,0.1681197711857546
CREVA,0.1679323633441577
VIDZ,0.165458129227538
XPM,0.1608283265572277
SANDG,0.1554831729978173
DEM,0.1539483298738428
XTO,0.1527688206480415
XBC,0.1449907107780206
LANA,0.1436113362156023
TAJ,0.1434709456008194
LTCR,0.1433572725547815
CSC,0.140737897305343
CANN,0.1407218965251675
ICON,0.1388833939404689
BSTY,0.138317872699906
MOTO,0.1378435489463242
RBT,0.1355684567069992
HMQ,0.13285711833209
BCN,0.1274617477656678
QBC,0.1250845856105785
JKC,0.1235891562543029
PUT,0.1225064771979785
MST,0.1203348811795208
NVC,0.1198355581850995
DIME,0.1179053369810928
HVCO,0.1171929169428991
GCC,0.1167851490060913
HUSH,0.1142717185408283
XWC,0.1109184912049078
PZM,0.1108685726924539
ILC,0.1103497815640309
RBIES,0.1094526850906857
BLAZR,0.1057480070571012
PTOY,0.1016625571214736
DGC,0.0969521071734803
PHR,0.0963978344302743
LDOGE,0.095930959759542
CLAM,0.095772985741266
QTZ,0.094434981995265
ARGUS,0.0901314866728379
LOG,0.0877708352153904
XPTX,0.0839751849744918
IFC,0.0822960168823165
MAY,0.0806509879508561
SXC,0.0802942767032443
SIB,0.0796903725004058
DCT,0.0786906339142173
SWT,0.0760571138390906
BOLI,0.0756576696973293
ICOB,0.0739213768962843
CLOAK,0.0730198812307213
OZO,0.0727406754184578
HNC,0.0722263867073488
ZER,0.0701019899869651
TRST,0.0672356449034959
IRL,0.0646566016403369
BITS,0.0598393959060545
SWIFT,0.0565852803456882
USDT,0.053500253191553
ADC,0.0529936467606327
ZOOM,0.0510261160358672
FRC,0.0509635481366469
PIE,0.0509083612719543
PAK,0.0506073627661424
MNTC,0.0500915898685633
MCN,0.0492296042143994
IXC,0.0478628391399823
KURT,0.0466627688645182
SLS,0.0465358292852852
OK,0.0421292100790009
CNT,0.0416671699492981
XST,0.0408816664339449
TAB,0.0398372535686916
ALIAS,0.0395581440505825
POT,0.0383817288975511
SONG,0.0318858064521834
NXT,0.0314621417250274
NETKO,0.0306096549107069
XBY,0.0273099240308915
UNIT,0.026011124712271
RRT,0.0244432007058042
PASC,0.0226956507592069
BTB,0.0159596302066138
SILK,0.014694033029472
LMC,0.0115559113085077
BIS,0.0114499631967791
BRIT,0.011123195958095
NEVA,0.0091478381857806
SHND,0.00858559381084
CKC,0.0085848861781716
ACES,0.0083784183314628
CARBON,0.0018508926176203
EFL,0.0014981333775862
LOOK,-0.0010829796062115
ZUR,-0.0049936560940997
NYC,-0.0088498020233239
WDC,-0.0099403879853199
INF,-0.0108568439068367
RDD,-0.0114082602015732
BS,-0.0370174698413012
BTA,-0.0392316543207385
WC,-0.0452851856634354
NEOS,-0.9522669195774748
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARI,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
