,ETH
BTC,0.7942739022724574
LTC,0.7798311846223774
ETC,0.7794377110590888
GNO,0.7417438973903319
QTUM,0.739880580500218
DASH,0.7287986108740502
XRP,0.7247059372760788
IOTA,0.7177132345680955
ZEC,0.6982248305722958
XLM,0.6933358492645688
BAT,0.6784116862728754
DGB,0.6708541040375569
XEM,0.66788109101114
NEWB,0.6614876868336341
AXIOM,0.6601995066322534
SC,0.6560183304481689
LSK,0.6522152161661576
DOGE,0.6431874433086566
TES,0.6417530203891503
JLP,0.6359317966312904
XMR,0.6353464837465599
GAS,0.6341689050846191
FIRO,0.6313632329536638
BTS,0.6230967586027847
2GIVE,0.6195332407233751
DCR,0.6178145885036822
STEEM,0.6132015643235248
WAVES,0.6072772740014123
ZEN,0.5950819787887686
PXI,0.592751213169251
KMD,0.5913761683025422
RLC,0.588528367128059
ARK,0.5824287596306299
VEC2,0.5723139047612879
ANT,0.5716619179258553
ZENI,0.570433678018505
SYS,0.5703118337096622
SNRG,0.5672719498408817
ICOB,0.5655701415775372
AE,0.5653923185080021
CJ,0.5631901683095943
SONG,0.5621274373055831
LUN,0.5606618268145042
SPR,0.5591706344320242
PKB,0.557907024487426
HBN,0.5568103688737265
AV,0.550940560036753
NOBL,0.5503111596134852
C2,0.5465985802446556
CREVA,0.5450570908284373
MONA,0.5448765040888849
RBIES,0.5431887968216373
QBC,0.542914134978353
IMS,0.5419998770976042
GRS,0.5405458636952596
CAB,0.5386577045582969
VIDZ,0.5375709711559753
SP,0.5371428571428571
EUC,0.5340687278735565
PIVX,0.5335662154261491
BLAZR,0.5309082157477667
OPAL,0.5300919184992826
IBANK,0.5293501915574157
ACES,0.5280626012132871
FRN,0.5242241249844465
CF,0.523181118355317
POST,0.5226151145400828
TECH,0.5223141804672089
VLT,0.522267009847357
GCC,0.5221753810090441
LTCR,0.520839728200782
WBB,0.5182114554445277
ADC,0.5168879980269084
ZYD,0.5161162440475588
XPY,0.5153971847450447
NXS,0.5144790252176201
EVIL,0.5140524931147434
AMBER,0.5137509567358873
XQN,0.5127552397013706
ACOIN,0.5118931156561024
SWING,0.5116356463097044
BTCS,0.5108001007373221
UNIT,0.5107470801267872
CANN,0.5093315388229228
ADZ,0.5079116969960733
MAY,0.5074182458563118
TAJ,0.5062089287651512
BERN,0.5053909425456594
MST,0.5047692263429003
LUNC,0.5045919132595182
KURT,0.5044003887390717
SIB,0.5008522146101443
BITS,0.500749400064936
SANDG,0.4978096507732791
XHI,0.4962298852983248
TRST,0.4952869382659284
WINGS,0.4897526803982656
NAV,0.4871459733395526
BLU,0.4871307145916303
MOTO,0.4867591449904705
VAL,0.4862810325326653
EQB,0.4798272029770561
KOBO,0.4796873751295747
LAMB,0.4783196782416768
ICON,0.4782894053599885
NETKO,0.4779363110184795
RBT,0.4739029155613268
ARGUS,0.4711010051040804
CYT,0.4692603588633537
EDRC,0.4684817389020975
START,0.4592129854252983
PXC,0.4565851359698526
VTC,0.4564622079613594
PPC,0.4556166499212705
ENT,0.4531589771073481
WGR,0.4518597807614318
AMS,0.4462952979098382
HVCO,0.4446970266346003
NMC,0.4419617111943385
LDOGE,0.4412036676957299
XMS,0.4405720525343625
FRC,0.4401882004738904
LBC,0.4358777717502163
MAID,0.4330827828272537
42,0.4308094393135185
GBYTE,0.4285419289934121
ZCL,0.423228337496911
CNT,0.4229532403267359
COOL,0.4229023908187878
NXT,0.4203265218583581
SKR,0.4155123282378227
SLS,0.4154617610471668
ZET,0.4131975748758524
LANA,0.4112430309080025
SXC,0.4086858373625847
EFL,0.4058761718837103
RBY,0.4042055199127201
NEVA,0.4032127012675984
PTOY,0.3939200961527693
HMQ,0.3906117827129843
