,ETH
MARI,1.0
BTC,0.7825283480122791
LTC,0.7599461475237098
ETC,0.7498445282002553
GNO,0.7158000261985513
DASH,0.7126487743507939
QTUM,0.7093550290272002
XRP,0.6970618789618281
IOTA,0.6796220550591437
ZEC,0.6785915847485565
XLM,0.6668090175681112
AXIOM,0.6553935321942113
DGB,0.6483178634238673
BAT,0.6472369915665424
NEWB,0.6359186603435896
XEM,0.6276984401402024
DOGE,0.6246662215033892
SC,0.6202176389606039
JLP,0.6193618771621533
XMR,0.6176296553275563
2GIVE,0.612998760957503
TES,0.6113711567766722
LSK,0.6092080946293402
GAS,0.6011760601970227
BTS,0.6005478251744152
FIRO,0.5983229927032453
DCR,0.5944057185480418
WAVES,0.5797776464178866
PXI,0.5773793618676497
ZEN,0.577302804142328
STEEM,0.5761341799630464
SNRG,0.5690610568384344
VEC2,0.567608240881128
CJ,0.5666465995095715
SONG,0.5627757477166295
KMD,0.5607795223126313
PKB,0.5599266438569265
HBN,0.559739850582425
RLC,0.5596453349834664
ICOB,0.5589552172474128
AV,0.5580212382121856
SP,0.5568877551020408
ZENI,0.5563811798367216
AE,0.5502020489693418
CREVA,0.5483215068724494
ANT,0.5472009300680442
IMS,0.5463729401252905
ARK,0.5446515129143074
C2,0.5439406491080814
SPR,0.5430282546218835
RBIES,0.5399410013027719
LUN,0.5381287274857831
CAB,0.534310102535669
SYS,0.5339971211865303
BLAZR,0.5328884723390361
FRN,0.5324019058873838
IBANK,0.5322518541136451
ACES,0.5316527153158507
EUC,0.5310611290000435
VLT,0.5288484399258497
OPAL,0.5276687549153214
QBC,0.5273834251800426
EVIL,0.5269313819441067
LTCR,0.5265986864217558
VIDZ,0.5226467019323167
GCC,0.5224567141693437
MONA,0.5215720599085972
XPY,0.5214663186365527
XQN,0.5212930888485316
TECH,0.5204294747980015
WBB,0.5175969764620417
POST,0.5174731995764078
ACOIN,0.5158761676495403
CF,0.5155510185870573
ADC,0.5153058759573739
ZYD,0.5135062973647898
NOBL,0.5104144421299871
GRS,0.5093293495885979
ADZ,0.509170594994252
MAY,0.5065141367634065
BERN,0.5058556811070026
SANDG,0.5050767228772264
BITS,0.5033139547253485
UNIT,0.502555082112067
SWING,0.5016348653469149
XHI,0.5016010553471678
ZET,0.5007474346321902
KURT,0.4998868833403383
CANN,0.4993763127538861
TAJ,0.4987092217051624
PIVX,0.4967546505739504
AMBER,0.4948866304948949
MST,0.49360824587209
BLU,0.49303850253643
TRST,0.4882321521495367
SXC,0.4865655122582015
MOTO,0.4843378828967713
NETKO,0.4837390049822044
LUNC,0.482096403240034
KOBO,0.4809698864374129
ICON,0.4791391928287463
ARGUS,0.4731477858869173
RBT,0.4731344584658223
SIB,0.4729549332216654
BTCS,0.4705142813595184
WINGS,0.4705057276949612
NXS,0.4703540585683836
EDRC,0.4678591165888092
HVCO,0.4664797382150747
ENT,0.4656865740148217
START,0.463177917839651
CYT,0.4523021720418549
NAV,0.4519991183531014
AMS,0.4481029794537782
LAMB,0.4474948226580948
EQB,0.4470729132022866
VAL,0.4434978965479672
FRC,0.4412239517691347
VTC,0.4396429448014931
PPC,0.4370408634964662
PXC,0.4361588058956966
42,0.4324140737674961
XMS,0.426401903223654
CNT,0.4232297220758798
EFL,0.4230187701585237
HMQ,0.4207706961870127
SLS,0.4161437840198603
NXT,0.4159913626541471
WGR,0.4154305809412055
NEVA,0.4146217589656842
MAID,0.4109707124427496
