,ETH
BTC,0.7965797302081675
LTC,0.7811789971082129
ETC,0.7635108298021508
QTUM,0.754427041629479
DASH,0.7528825791904796
IOTA,0.7256294674170332
GNO,0.7246964476326692
XRP,0.7211258557808267
ZEC,0.7128063568934611
XLM,0.7008948921582165
BAT,0.697232524291906
JLP,0.6967194793241733
NEWB,0.6938221179013179
DGB,0.692735216933149
XEM,0.680854487656693
DOGE,0.677676119427761
AXIOM,0.6774587759111658
BTS,0.664420490108918
LSK,0.6640445235905751
SXC,0.6634746258864616
GAS,0.6617999776421731
SC,0.6606165918774393
DCR,0.6583888501798288
XMR,0.6583294338223594
FIRO,0.6560830188655786
STEEM,0.6517648175808631
KMD,0.636668873393913
2GIVE,0.6321684246662135
WAVES,0.6309215996527834
ZEN,0.6258720207932115
RLC,0.6213337799222768
ARK,0.6196177417032582
PXI,0.6065187356090477
SONG,0.6059055776944011
ZET,0.6037382231743617
SYS,0.6032574207808703
HBN,0.5943789142607205
GRS,0.5914054825435023
PKB,0.5907884745751208
VEC2,0.5899962002789126
ANT,0.5891092173271844
CJ,0.5889003585736523
AV,0.5865348021739156
AE,0.5836297290377787
TES,0.5820860965041866
PIVX,0.5817491385871469
C2,0.580532741380622
SNRG,0.5773281729977754
CREVA,0.575801398326119
ICOB,0.5735992657787549
LUN,0.5709403410479665
SP,0.5690816326530612
EVIL,0.5678982423821987
BLAZR,0.5668924982015264
ZENI,0.5661305772672888
RBIES,0.5658480887581717
SPR,0.5644145491966858
FRN,0.5634785484642455
LTCR,0.5578368361274654
IMS,0.5574348939952237
NOBL,0.5556379213498266
GCC,0.5555716447215718
EUC,0.555251397049083
CAB,0.5531459987882804
TECH,0.5524311819334866
IBANK,0.5512486382587809
MONA,0.5490276669729246
OPAL,0.5488905531273512
VLT,0.5469279827988548
ACOIN,0.5462848568216218
ACES,0.5410899104491127
UNIT,0.539462381998807
XQN,0.5374723744909449
MAY,0.5336248522931218
ADC,0.532841944454402
LUNC,0.5321748563656697
ADZ,0.531001855522662
CF,0.5309797814607472
SWING,0.5305678882676401
POST,0.5295635678332568
BLU,0.5283353936062042
WBB,0.5260520188752792
XPY,0.5258344648197523
VIDZ,0.5250128526018752
QBC,0.5245094396156248
XHI,0.5236867095216854
KURT,0.521694800373859
ZYD,0.5183478582505621
BITS,0.5174139221519166
TAJ,0.5165538468465173
NXS,0.5138879371308659
AMBER,0.51371662675358
CANN,0.512291166662469
SANDG,0.5093549186690617
BERN,0.5056541751453697
MST,0.5036287956332525
KOBO,0.5007255497379579
CYT,0.5005940752837057
NEOS,0.5
EDRC,0.4990876571308318
SIB,0.4987751987959024
