TIMESTAMP,IPOR_OPEN_PRICE_USD,IPOR_HIGH_PRICE_USD,IPOR_LOW_PRICE_USD,IPOR_CLOSE_PRICE_USD,IPOR_VOLUME_USD,IPOR_DIVIDENDS_USD,IPOR_STOCK_SPLITS_USD
2023-01-19 00:00:00+00:00,2.632664918899536,2.639709949493408,2.5670480728149414,2.577069044113159,6620,0.0,0.0
2023-01-20 00:00:00+00:00,2.577601909637451,2.75673508644104,2.5615251064300537,2.75673508644104,0,0.0,0.0
2023-01-21 00:00:00+00:00,2.7579729557037354,2.7579729557037354,2.754024028778076,2.754024028778076,0,0.0,0.0
2023-01-22 00:00:00+00:00,2.754024028778076,2.754024028778076,2.754024028778076,2.754024028778076,0,0.0,0.0
2023-01-23 00:00:00+00:00,2.754024028778076,2.754024028778076,1.6819289922714233,1.8575329780578613,410157,0.0,0.0
2023-01-24 00:00:00+00:00,1.8566279411315918,2.178765058517456,1.65755295753479,1.7904260158538818,275106,0.0,0.0
2023-01-25 00:00:00+00:00,1.7905399799346924,2.4466049671173096,1.790408968925476,2.432486057281494,142189,0.0,0.0
2023-01-26 00:00:00+00:00,2.4339780807495117,2.4568119049072266,2.0646541118621826,2.083625078201294,158387,0.0,0.0
2023-01-27 00:00:00+00:00,2.082521915435791,2.4147770404815674,1.6707650423049927,2.116142988204956,403546,0.0,0.0
2023-01-28 00:00:00+00:00,2.1155428886413574,2.4317870140075684,2.1063148975372314,2.3776071071624756,120234,0.0,0.0
2023-01-29 00:00:00+00:00,2.3776071071624756,3.5484249591827393,2.3547980785369873,3.5470499992370605,149900,0.0,0.0
2023-01-30 00:00:00+00:00,3.547261953353882,4.054150104522705,3.344460964202881,3.4997050762176514,190608,0.0,0.0
2023-01-31 00:00:00+00:00,3.4986019134521484,3.728580951690674,3.345583915710449,3.7271718978881836,115279,0.0,0.0
2023-02-01 00:00:00+00:00,3.7250568866729736,3.733407974243164,3.4317870140075684,3.646852970123291,25832,0.0,0.0
2023-02-02 00:00:00+00:00,3.6467490196228027,5.267964839935303,3.567711114883423,4.8800048828125,277194,0.0,0.0
2023-02-03 00:00:00+00:00,4.881843090057373,6.709023952484131,4.849462032318115,5.9986419677734375,413605,0.0,0.0
2023-02-04 00:00:00+00:00,5.998963832855225,8.094575881958008,5.971549034118652,6.755613803863525,309203,0.0,0.0
2023-02-05 00:00:00+00:00,6.762456893920898,6.764718055725098,5.746768951416016,6.023563861846924,198466,0.0,0.0
2023-02-06 00:00:00+00:00,6.024065971374512,6.957038879394531,6.024065971374512,6.626684188842773,91456,0.0,0.0
2023-02-07 00:00:00+00:00,6.62209415435791,6.66630220413208,6.144347190856934,6.2065629959106445,39032,0.0,0.0
2023-02-08 00:00:00+00:00,6.2093119621276855,6.2759528160095215,5.094010829925537,5.187110900878906,246190,0.0,0.0
2023-02-09 00:00:00+00:00,5.191318035125732,5.381258010864258,4.1630659103393555,4.185654163360596,88417,0.0,0.0
2023-02-10 00:00:00+00:00,4.1853861808776855,4.371096134185791,4.086740970611572,4.1272478103637695,67881,0.0,0.0
2023-02-11 00:00:00+00:00,4.126942157745361,4.4364519119262695,4.102158069610596,4.306793212890625,44674,0.0,0.0
2023-02-12 00:00:00+00:00,4.3051910400390625,5.081933975219727,4.235735893249512,4.978312015533447,140826,0.0,0.0
