TIMESTAMP,MBX18895_OPEN_PRICE_USD,MBX18895_HIGH_PRICE_USD,MBX18895_LOW_PRICE_USD,MBX18895_CLOSE_PRICE_USD,MBX18895_VOLUME_USD,MBX18895_DIVIDENDS_USD,MBX18895_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,51.695892333984375,53.255088806152344,50.544986724853516,53.253692626953125,3952184,0.0,0.0
2022-03-25 00:00:00+00:00,53.243465423583984,57.383331298828125,53.23768615722656,57.14561080932617,3247514,0.0,0.0
2022-03-26 00:00:00+00:00,57.17759323120117,63.308189392089844,57.15510177612305,63.277191162109375,3762922,0.0,0.0
2022-03-27 00:00:00+00:00,63.27283477783203,72.1540756225586,63.25031661987305,71.89432525634766,5493619,0.0,0.0
2022-03-28 00:00:00+00:00,72.09490966796875,72.16691589355469,55.99333953857422,56.00840759277344,8614679,0.0,0.0
2022-03-29 00:00:00+00:00,55.95120620727539,56.28940963745117,53.18003845214844,54.28935623168945,4480923,0.0,0.0
2022-03-30 00:00:00+00:00,54.28704071044922,54.376686096191406,51.779510498046875,52.52701187133789,2728194,0.0,0.0
2022-03-31 00:00:00+00:00,52.51625061035156,53.373233795166016,37.72557830810547,37.81007385253906,7872406,0.0,0.0
2022-04-01 00:00:00+00:00,37.817169189453125,37.889366149902344,32.16887664794922,32.53236770629883,5575496,0.0,0.0
2022-04-02 00:00:00+00:00,32.53297424316406,33.49169921875,29.41802406311035,29.41802406311035,1466554,0.0,0.0
2022-04-03 00:00:00+00:00,29.420175552368164,31.426515579223633,28.613800048828125,31.41420555114746,786272,0.0,0.0
2022-04-04 00:00:00+00:00,31.408681869506836,36.273414611816406,31.24425506591797,36.24789810180664,2493879,0.0,0.0
2022-04-05 00:00:00+00:00,36.24987030029297,36.459075927734375,30.333072662353516,36.459075927734375,488637,0.0,0.0
2022-04-06 00:00:00+00:00,36.44459915161133,43.930057525634766,35.45947265625,43.594627380371094,4056959,0.0,0.0
2022-04-07 00:00:00+00:00,43.595882415771484,46.968505859375,42.77048873901367,42.975643157958984,5899215,0.0,0.0
2022-04-08 00:00:00+00:00,42.975955963134766,46.651832580566406,42.706695556640625,46.212196350097656,7469450,0.0,0.0
2022-04-09 00:00:00+00:00,46.212337493896484,47.00571060180664,45.7559928894043,46.99189758300781,1751851,0.0,0.0
2022-04-10 00:00:00+00:00,46.99469757080078,48.50746536254883,46.90730285644531,48.30565643310547,1758437,0.0,0.0
2022-04-11 00:00:00+00:00,48.29804611206055,48.34927749633789,45.1505126953125,45.153289794921875,2024572,0.0,0.0
2022-04-12 00:00:00+00:00,45.153602600097656,45.997894287109375,44.55018997192383,45.96757125854492,2176450,0.0,0.0
2022-04-13 00:00:00+00:00,45.9658088684082,46.23594284057617,45.3795166015625,45.49783706665039,1647642,0.0,0.0
2022-04-14 00:00:00+00:00,45.4897346496582,45.792808532714844,45.36454772949219,45.51797866821289,1303177,0.0,0.0
2022-04-15 00:00:00+00:00,45.51540756225586,46.844417572021484,45.488712310791016,46.84026336669922,1729615,0.0,0.0
2022-04-16 00:00:00+00:00,46.83847427368164,47.86067199707031,46.82961654663086,47.8388786315918,631561,0.0,0.0
2022-04-17 00:00:00+00:00,47.84084701538086,47.84084701538086,47.21322250366211,47.26731872558594,933785,0.0,0.0
