TIMESTAMP,FU_OPEN_PRICE_USD,FU_HIGH_PRICE_USD,FU_LOW_PRICE_USD,FU_CLOSE_PRICE_USD,FU_VOLUME_USD,FU_DIVIDENDS_USD,FU_STOCK_SPLITS_USD
2024-09-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4109,0.0,0.0
2024-09-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3564,0.0,0.0
2024-09-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1292,0.0,0.0
2024-09-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,320,0.0,0.0
2024-09-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,94,0.0,0.0
2024-09-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1233,0.0,0.0
2024-09-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,721,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,18342,0.0,0.0
2024-09-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,6941,0.0,0.0
2024-09-29 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,20345,0.0,0.0
2024-09-30 00:00:00+00:00,3.000000106112566e-06,1.2000000424450263e-05,3.000000106112566e-06,1.2000000424450263e-05,135970,0.0,0.0
2024-10-01 00:00:00+00:00,1.2000000424450263e-05,3.400000059627928e-05,1.2000000424450263e-05,3.400000059627928e-05,308311,0.0,0.0
2024-10-02 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,2.9000000722589903e-05,3.099999958067201e-05,228622,0.0,0.0
2024-10-03 00:00:00+00:00,3.099999958067201e-05,4.600000102072954e-05,3.099999958067201e-05,4.600000102072954e-05,119772,0.0,0.0
2024-10-04 00:00:00+00:00,4.600000102072954e-05,0.0001230000052601099,4.199999966658652e-05,0.0001230000052601099,1244724,0.0,0.0
2024-10-05 00:00:00+00:00,0.0001230000052601099,0.00024500000290572643,0.00011800000356743112,0.00024300000222865492,1348479,0.0,0.0
2024-10-06 00:00:00+00:00,0.00024300000222865492,0.00024399999529123306,0.00014400000509340316,0.00016900000628083944,2415647,0.0,0.0
2024-10-07 00:00:00+00:00,0.00016900000628083944,0.0002880000101868063,6.800000119255856e-05,0.0001740000006975606,2926751,0.0,0.0
2024-10-08 00:00:00+00:00,0.0001740000006975606,0.00023999999393709004,0.00016599999798927456,0.00017299999308306724,1362566,0.0,0.0
2024-10-09 00:00:00+00:00,0.00017299999308306724,0.00017699999443721026,0.00011600000289035961,0.00013499999477062374,714863,0.0,0.0
2024-10-10 00:00:00+00:00,0.00013499999477062374,0.00014200000441633165,0.00012099999730708078,0.00012099999730708078,143462,0.0,0.0
2024-10-11 00:00:00+00:00,0.00012099999730708078,0.00014400000509340316,0.00011600000289035961,0.00011600000289035961,275746,0.0,0.0
2024-10-12 00:00:00+00:00,0.00011600000289035961,0.00013600000238511711,0.00011100000119768083,0.0001250000059371814,268561,0.0,0.0
2024-10-13 00:00:00+00:00,0.0001250000059371814,0.0001250000059371814,0.00011500000255182385,0.00011700000322889537,80915,0.0,0.0
2024-10-14 00:00:00+00:00,0.00011700000322889537,0.00013299999409355223,0.00011600000289035961,0.00012199999764561653,129448,0.0,0.0
2024-10-15 00:00:00+00:00,0.00012199999764561653,0.00012700000661425292,0.00011600000289035961,0.00012099999730708078,152478,0.0,0.0
2024-10-16 00:00:00+00:00,0.00012099999730708078,0.0001289999927394092,0.00011899999663000926,0.0001230000052601099,107520,0.0,0.0
2024-10-17 00:00:00+00:00,0.0001230000052601099,0.00012399999832268804,0.00010199999815085903,0.0001049999991664663,138333,0.0,0.0
2024-10-18 00:00:00+00:00,0.0001049999991664663,0.00011200000153621659,9.899999713525176e-05,0.00010299999848939478,93416,0.0,0.0
2024-10-19 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,7.999999797903001e-05,9.000000136438757e-05,235538,0.0,0.0
2024-10-20 00:00:00+00:00,9.000000136438757e-05,9.500000305706635e-05,9.000000136438757e-05,9.40000027185306e-05,73052,0.0,0.0
2024-10-21 00:00:00+00:00,9.40000027185306e-05,9.999999747378752e-05,8.600000001024455e-05,8.600000001024455e-05,68582,0.0,0.0
2024-10-22 00:00:00+00:00,8.600000001024455e-05,9.000000136438757e-05,8.099999831756577e-05,8.199999865610152e-05,82303,0.0,0.0
2024-10-23 00:00:00+00:00,8.199999865610152e-05,9.000000136438757e-05,7.500000356230885e-05,7.79999973019585e-05,150192,0.0,0.0
2024-10-24 00:00:00+00:00,7.79999973019585e-05,7.899999764049426e-05,7.300000288523734e-05,7.300000288523734e-05,23476,0.0,0.0
2024-10-25 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,5.700000110664405e-05,5.700000110664405e-05,60521,0.0,0.0
2024-10-26 00:00:00+00:00,5.700000110664405e-05,6.500000017695129e-05,5.6000000768108293e-05,5.6000000768108293e-05,112546,0.0,0.0
2024-10-27 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.199999941396527e-05,5.2999999752501026e-05,39021,0.0,0.0
2024-10-28 00:00:00+00:00,5.2999999752501026e-05,7.699999696342275e-05,5.2999999752501026e-05,6.70000008540228e-05,815953,0.0,0.0
