TIMESTAMP,BABYOKX_OPEN_PRICE_USD,BABYOKX_HIGH_PRICE_USD,BABYOKX_LOW_PRICE_USD,BABYOKX_CLOSE_PRICE_USD,BABYOKX_VOLUME_USD,BABYOKX_DIVIDENDS_USD,BABYOKX_STOCK_SPLITS_USD
2022-04-06 00:00:00+00:00,,,,0.0,4108615,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,2549022,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,1658797,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,1077537,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,608492,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,598104,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,612879,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,409174,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,169319,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,107939,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,191274,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,196715,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,90039,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,66028,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,180354,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,453571,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,373685,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,110337,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,174067,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,158205,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,55441,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,39824,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,46782,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,58305,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,97385,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,127535,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,97245,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,54283,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,22456,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,29358,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,39271,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,48022,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,60313,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,35582,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,24308,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,36613,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,35340,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,24400,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,36531,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,29733,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,9351,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,9724,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,8763,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,9832,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,50015,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,56075,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,18950,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,17878,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,11930,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,4478,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,8914,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,13544,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,6643,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,10991,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,13081,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,6094,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,12955,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,18587,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,32380,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,26460,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,12950,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,19948,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,3364,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,477,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,524,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,1134,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,1124,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,431,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,1972,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,69644,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,76727,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,10685,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,37265,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,38124,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,9171,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,4297,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,4899,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,5253,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,2189,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,862,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,389,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,551,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,591,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,326,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,280,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,384,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,316,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,1559,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,2100,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,730,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,6553,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,2052,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,3324,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,1398,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,419,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,405,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,244,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,176,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,100,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,191,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,121,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,48,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,97,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,116,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,195,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,269,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,7519,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,84,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,43,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,74,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,758,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,708,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,74,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,100,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,65,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,77,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,153,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,104,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,65,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,30,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,117,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,13,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,20,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,989,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,874,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,33,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,49,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,466,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,142,0.0,0.0
2022-08-24 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-08-25 00:00:00+00:00,,,,0.0,116,0.0,0.0
2022-08-26 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,63,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,31,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,20,0.0,0.0
2022-08-31 00:00:00+00:00,,,,0.0,38,0.0,0.0
2022-09-01 00:00:00+00:00,,,,0.0,38,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-09-04 00:00:00+00:00,,,,0.0,118,0.0,0.0
2022-09-05 00:00:00+00:00,,,,0.0,127,0.0,0.0
2022-09-06 00:00:00+00:00,,,,0.0,37,0.0,0.0
2022-09-07 00:00:00+00:00,,,,0.0,95,0.0,0.0
2022-09-08 00:00:00+00:00,,,,0.0,390,0.0,0.0
2022-09-09 00:00:00+00:00,,,,0.0,39,0.0,0.0
2022-09-11 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-09-12 00:00:00+00:00,,,,0.0,52,0.0,0.0
2022-09-13 00:00:00+00:00,,,,0.0,238,0.0,0.0
2022-09-15 00:00:00+00:00,,,,0.0,1260,0.0,0.0
2022-09-16 00:00:00+00:00,,,,0.0,98,0.0,0.0
2022-09-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-09-18 00:00:00+00:00,,,,0.0,109,0.0,0.0
2022-09-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-09-21 00:00:00+00:00,,,,0.0,4,0.0,0.0
2022-09-22 00:00:00+00:00,,,,0.0,73,0.0,0.0
2022-09-25 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-09-26 00:00:00+00:00,,,,0.0,54,0.0,0.0
2022-09-27 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-09-29 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-10-05 00:00:00+00:00,,,,0.0,60,0.0,0.0
2022-10-06 00:00:00+00:00,,,,0.0,18,0.0,0.0
2022-10-08 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-10-09 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-10-10 00:00:00+00:00,,,,0.0,17052,0.0,0.0
2022-10-11 00:00:00+00:00,,,,0.0,593,0.0,0.0
2022-10-12 00:00:00+00:00,,,,0.0,16,0.0,0.0
2022-10-13 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-10-14 00:00:00+00:00,,,,0.0,15,0.0,0.0
2022-10-15 00:00:00+00:00,,,,0.0,7710,0.0,0.0
2022-10-16 00:00:00+00:00,,,,0.0,1312,0.0,0.0
2022-10-17 00:00:00+00:00,,,,0.0,120410,0.0,0.0
2022-10-18 00:00:00+00:00,,,,0.0,26900,0.0,0.0
2022-10-19 00:00:00+00:00,,,,0.0,3542,0.0,0.0
2022-10-20 00:00:00+00:00,,,,0.0,2539,0.0,0.0
2022-10-21 00:00:00+00:00,,,,0.0,865,0.0,0.0
2022-10-22 00:00:00+00:00,,,,0.0,1177,0.0,0.0
2022-10-23 00:00:00+00:00,,,,0.0,652,0.0,0.0
2022-10-24 00:00:00+00:00,,,,0.0,131,0.0,0.0
2022-10-25 00:00:00+00:00,,,,0.0,399,0.0,0.0
2022-10-26 00:00:00+00:00,,,,0.0,94,0.0,0.0
2022-10-27 00:00:00+00:00,,,,0.0,409,0.0,0.0
2022-10-28 00:00:00+00:00,,,,0.0,255,0.0,0.0
2022-10-29 00:00:00+00:00,,,,0.0,73,0.0,0.0
2022-10-30 00:00:00+00:00,,,,0.0,1562,0.0,0.0
2022-10-31 00:00:00+00:00,,,,0.0,340,0.0,0.0
2022-11-01 00:00:00+00:00,,,,0.0,241,0.0,0.0
2022-11-02 00:00:00+00:00,,,,0.0,126,0.0,0.0
2022-11-03 00:00:00+00:00,,,,0.0,133,0.0,0.0
2022-11-04 00:00:00+00:00,,,,0.0,121,0.0,0.0
2022-11-05 00:00:00+00:00,,,,0.0,461,0.0,0.0
2022-11-06 00:00:00+00:00,,,,0.0,19,0.0,0.0
2022-11-07 00:00:00+00:00,,,,0.0,28,0.0,0.0
2022-11-08 00:00:00+00:00,,,,0.0,2224,0.0,0.0
2022-11-09 00:00:00+00:00,,,,0.0,2299,0.0,0.0
2022-11-10 00:00:00+00:00,,,,0.0,243,0.0,0.0
2022-11-11 00:00:00+00:00,,,,0.0,433,0.0,0.0
2022-11-12 00:00:00+00:00,,,,0.0,293,0.0,0.0
2022-11-13 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-11-14 00:00:00+00:00,,,,0.0,32,0.0,0.0
2022-11-15 00:00:00+00:00,,,,0.0,587,0.0,0.0
2022-11-16 00:00:00+00:00,,,,0.0,221,0.0,0.0
2022-11-17 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-11-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-11-21 00:00:00+00:00,,,,0.0,347,0.0,0.0
2022-11-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-11-23 00:00:00+00:00,,,,0.0,46,0.0,0.0
2022-11-24 00:00:00+00:00,,,,0.0,53,0.0,0.0
2022-11-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-11-27 00:00:00+00:00,,,,0.0,104,0.0,0.0
2022-11-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-12-01 00:00:00+00:00,,,,0.0,214,0.0,0.0
2022-12-02 00:00:00+00:00,,,,0.0,10,0.0,0.0
2022-12-03 00:00:00+00:00,,,,0.0,43,0.0,0.0
2022-12-04 00:00:00+00:00,,,,0.0,19,0.0,0.0
2022-12-05 00:00:00+00:00,,,,0.0,13,0.0,0.0
2022-12-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-12-08 00:00:00+00:00,,,,0.0,117,0.0,0.0
2022-12-09 00:00:00+00:00,,,,0.0,65,0.0,0.0
2022-12-10 00:00:00+00:00,,,,0.0,94,0.0,0.0
2022-12-11 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-12-12 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-12-13 00:00:00+00:00,,,,0.0,17,0.0,0.0
2022-12-14 00:00:00+00:00,,,,0.0,266,0.0,0.0
2022-12-15 00:00:00+00:00,,,,0.0,204,0.0,0.0
2022-12-16 00:00:00+00:00,,,,0.0,38905,0.0,0.0
2022-12-17 00:00:00+00:00,,,,0.0,1289,0.0,0.0
2022-12-18 00:00:00+00:00,,,,0.0,480,0.0,0.0
2022-12-19 00:00:00+00:00,,,,0.0,304,0.0,0.0
2022-12-20 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-12-21 00:00:00+00:00,,,,0.0,98,0.0,0.0
2022-12-22 00:00:00+00:00,,,,0.0,49,0.0,0.0
2022-12-24 00:00:00+00:00,,,,0.0,556,0.0,0.0
2022-12-25 00:00:00+00:00,,,,0.0,1291,0.0,0.0
2022-12-26 00:00:00+00:00,,,,0.0,444,0.0,0.0
2022-12-27 00:00:00+00:00,,,,0.0,143,0.0,0.0
2022-12-28 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-12-29 00:00:00+00:00,,,,0.0,68,0.0,0.0
2022-12-30 00:00:00+00:00,,,,0.0,98,0.0,0.0
2023-01-04 00:00:00+00:00,,,,0.0,82,0.0,0.0
2023-01-05 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-01-06 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-01-08 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-01-09 00:00:00+00:00,,,,0.0,172,0.0,0.0
2023-01-10 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-01-11 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-01-12 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-01-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-14 00:00:00+00:00,,,,0.0,294,0.0,0.0
2023-01-15 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-01-16 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-01-21 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,90,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,21465,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,12883,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,684,0.0,0.0
