,BTC
RLC,2.512453503873183e-19
SC,0.00033148064602146814
MIOTA,0.0057032348496195515
DGB,0.006080279419802802
QTUM,0.010916876936855635
XRP,0.013743158260624961
XLM,0.02317618124742193
ZEC,0.02821990510044331
ETC,0.041193425669891266
ETH,0.0642779774250776
LUNC,0.07400617641921592
LTC,0.08791974895732992
KMD,0.11830722849983283
ZEN,0.14313173009300623
LSK,0.19218644024534293
GNO,0.21148234713839592
BAT,0.2524537231888854
WAVES,0.26077421362650954
DASH,0.2607880566287637
DOGE,0.2823798066891401
XEM,0.31520675731926456
ANT,0.32285708477380864
ARK,0.3362012230665663
PIVX,0.3462411678053275
BTS,0.4053718906294719
DCR,0.46153850074571573
XMR,0.46324776724627303
GAS,0.4968732873139014
SYS,0.5196346669165289
STEEM,0.5591674358341724
FIRO,0.7812038363345484
