,BTC
RLC,3.080171166963319e-20
SC,0.00026133687340295004
DGB,0.00115533450150515
QTUM,0.0016317604321846998
MIOTA,0.0056700003415091505
DOGE,0.00712710962163475
XRP,0.00809109649123655
ETH,0.008550141571559151
ZEC,0.01552371440405715
XLM,0.01608504941064965
LUNC,0.03170753078869545
LTC,0.03291720645179495
ETC,0.03838156325671835
WAVES,0.09788423890853665
ZEN,0.09894726468105065
KMD,0.1005516823441357
LSK,0.16576163643773145
GNO,0.2047883894729837
DASH,0.23313092548990394
BAT,0.26716100127313946
PIVX,0.29429087542475607
XEM,0.299559147048721
ANT,0.30480237387152787
ARK,0.37010793499939515
DCR,0.4417793432491144
SYS,0.4594255056902564
BTS,0.469028065908552
GAS,0.4737850709949476
XMR,0.4904597144280127
STEEM,0.5845175678875761
FIRO,0.8207274430746796
