TIMESTAMP,BRETTA32309_OPEN_PRICE_USD,BRETTA32309_HIGH_PRICE_USD,BRETTA32309_LOW_PRICE_USD,BRETTA32309_CLOSE_PRICE_USD,BRETTA32309_VOLUME_USD,BRETTA32309_DIVIDENDS_USD,BRETTA32309_STOCK_SPLITS_USD
2024-07-22 00:00:00+00:00,0.0003760000108741224,0.0004360000020824373,0.0002739999908953905,0.0003539999888744205,86434,0.0,0.0
2024-07-23 00:00:00+00:00,0.0003539999888744205,0.00040099999750964344,0.0002680000034160912,0.00031400000443682075,32509,0.0,0.0
2024-07-24 00:00:00+00:00,0.00031400000443682075,0.0003150000120513141,0.0002680000034160912,0.0002739999908953905,11397,0.0,0.0
2024-07-25 00:00:00+00:00,0.0002739999908953905,0.00034100000630132854,0.00023700000019744039,0.0003330000035930425,16119,0.0,0.0
2024-07-26 00:00:00+00:00,0.0003330000035930425,0.00035200000274926424,0.00028899998869746923,0.0003000000142492354,6174,0.0,0.0
2024-07-27 00:00:00+00:00,0.0003000000142492354,0.000307999987853691,0.00028300000121816993,0.00028300000121816993,2444,0.0,0.0
2024-07-28 00:00:00+00:00,0.00028300000121816993,0.0003279999946244061,0.00027799999224953353,0.00032699998700991273,3976,0.0,0.0
2024-07-29 00:00:00+00:00,0.00032699998700991273,0.0003480000013951212,0.00030300000798888505,0.0003389999910723418,7723,0.0,0.0
2024-07-30 00:00:00+00:00,0.0003389999910723418,0.0003659999929368496,0.00031800000579096377,0.00033999999868683517,6912,0.0,0.0
2024-07-31 00:00:00+00:00,0.00033999999868683517,0.00038499999209307134,0.00032500000088475645,0.0003319999959785491,8874,0.0,0.0
2024-08-01 00:00:00+00:00,0.0003319999959785491,0.0003330000035930425,0.0002610000083222985,0.0002859999949578196,5102,0.0,0.0
2024-08-02 00:00:00+00:00,0.00028899998869746923,0.0003000000142492354,0.0002589999930933118,0.00026199998683296144,5190,0.0,0.0
2024-08-03 00:00:00+00:00,0.00026199998683296144,0.00026500000967644155,0.00022400000307243317,0.00023600000713486224,3226,0.0,0.0
2024-08-04 00:00:00+00:00,0.00023600000713486224,0.0002390000008745119,0.0001990000018849969,0.0002119999990100041,4999,0.0,0.0
2024-08-05 00:00:00+00:00,0.00020799999765586108,0.0002519999979995191,0.00016799999866634607,0.0002479999966453761,6135,0.0,0.0
2024-08-06 00:00:00+00:00,0.0002479999966453761,0.00027600000612437725,0.0002479999966453761,0.0002680000034160912,2003,0.0,0.0
2024-08-07 00:00:00+00:00,0.00026699999580159783,0.00028300000121816993,0.0002460000105202198,0.00025099999038502574,1638,0.0,0.0
2024-08-08 00:00:00+00:00,0.00025099999038502574,0.0002690000110305846,0.0002229999954579398,0.00025400001322850585,8543,0.0,0.0
2024-08-09 00:00:00+00:00,0.0002479999966453761,0.0002859999949578196,0.00021899999410379678,0.0002789999998640269,14290,0.0,0.0
2024-08-10 00:00:00+00:00,0.0002789999998640269,0.0002800000074785203,0.00023400000645779073,0.00023400000645779073,6272,0.0,0.0
2024-08-11 00:00:00+00:00,0.00023400000645779073,0.0002699999895412475,0.00019700000120792538,0.00020399999630171806,8931,0.0,0.0
2024-08-12 00:00:00+00:00,0.00020399999630171806,0.00025099999038502574,0.0001990000018849969,0.00022699999681208283,14534,0.0,0.0
2024-08-13 00:00:00+00:00,0.00022699999681208283,0.00024900000425986946,0.00020700000459328294,0.00021699999342672527,18257,0.0,0.0
2024-08-14 00:00:00+00:00,0.00021699999342672527,0.00025400001322850585,0.00020500000391621143,0.00023700000019744039,32674,0.0,0.0
2024-08-15 00:00:00+00:00,0.00024500000290572643,0.00025599999935366213,0.00020799999765586108,0.00022200000239536166,14056,0.0,0.0
