TIMESTAMP,REV17172_OPEN_PRICE_USD,REV17172_HIGH_PRICE_USD,REV17172_LOW_PRICE_USD,REV17172_CLOSE_PRICE_USD,REV17172_VOLUME_USD,REV17172_DIVIDENDS_USD,REV17172_STOCK_SPLITS_USD
2022-01-13 00:00:00+00:00,54.37325668334961,83.07088470458984,54.08391189575195,81.46551513671875,18087270,0.0,0.0
2022-01-14 00:00:00+00:00,81.46875,96.33158874511719,57.058433532714844,81.01437377929688,25218805,0.0,0.0
2022-01-15 00:00:00+00:00,81.01737213134766,125.65742492675781,80.69613647460938,124.20286560058594,29564699,0.0,0.0
2022-01-16 00:00:00+00:00,124.20433807373047,148.38270568847656,114.3350601196289,131.7247772216797,32434370,0.0,0.0
2022-01-17 00:00:00+00:00,131.72970581054688,192.2752685546875,129.08189392089844,189.21817016601562,45685099,0.0,0.0
2022-01-18 00:00:00+00:00,189.2195587158203,274.9549255371094,169.5114288330078,274.9544982910156,73988552,0.0,0.0
2022-01-19 00:00:00+00:00,274.94952392578125,292.0945739746094,204.68948364257812,249.63247680664062,85079205,0.0,0.0
2022-01-20 00:00:00+00:00,249.63954162597656,299.8594055175781,4.380091190338135,5.3385539054870605,68614948,0.0,0.0
2022-01-21 00:00:00+00:00,5.3386149406433105,11.60380744934082,3.704457998275757,7.86378288269043,33456504,0.0,0.0
2022-01-22 00:00:00+00:00,7.863342761993408,7.863342761993408,1.4832589626312256,2.391045093536377,1037981,0.0,0.0
2022-01-23 00:00:00+00:00,2.3910880088806152,2.549576997756958,1.4031989574432373,1.7398639917373657,283314,0.0,0.0
2022-01-24 00:00:00+00:00,1.7398500442504883,4.9311370849609375,1.5407860279083252,3.907684087753296,215600,0.0,0.0
2022-01-25 00:00:00+00:00,3.9076919555664062,14.047024726867676,3.9076919555664062,12.580256462097168,950454,0.0,0.0
2022-01-26 00:00:00+00:00,12.580207824707031,15.723897933959961,8.028043746948242,8.451729774475098,1151675,0.0,0.0
2022-01-27 00:00:00+00:00,8.45168685913086,9.236753463745117,4.579884052276611,6.609749794006348,584419,0.0,0.0
2022-01-28 00:00:00+00:00,6.609787940979004,8.115120887756348,3.860711097717285,5.613161087036133,244329,0.0,0.0
2022-01-29 00:00:00+00:00,5.6131720542907715,6.545384883880615,4.48206901550293,5.057498931884766,139909,0.0,0.0
2022-01-30 00:00:00+00:00,5.057494163513184,5.766979217529297,3.6124720573425293,4.114573001861572,110842,0.0,0.0
2022-01-31 00:00:00+00:00,4.114593029022217,5.203513145446777,2.7894489765167236,3.4341320991516113,117727,0.0,0.0
