,BTC
ETH,0.6950299165106417
LTC,0.6558598563734945
QTUM,0.497624850931087
ZEC,0.4830681539206348
MIOTA,0.469835403163112
XMR,0.4686486444112194
ETC,0.4679172281417655
DASH,0.464429380288628
DGB,0.4181093218405156
XLM,0.4095838680650052
GNO,0.3983712827445916
SC,0.3860480553338152
BAT,0.3846670334010348
XRP,0.3752999406378706
XEM,0.3222315714219339
WAVES,0.3117605499089613
ZEN,0.3113865044929155
RLC,0.3093079514620125
BTS,0.3029296157484044
LSK,0.2769042103662498
DOGE,0.2754545928866848
PIVX,0.2573031301988927
DCR,0.2530728238521371
GAS,0.2489787924717106
LUNC,0.2457718771816894
ARK,0.2288375167132261
ANT,0.2047345513508342
KMD,0.1997313888685634
FIRO,0.1944499010629456
SYS,0.190797676617884
STEEM,0.187154422074902
