TIMESTAMP,OCICAT_OPEN_PRICE_USD,OCICAT_HIGH_PRICE_USD,OCICAT_LOW_PRICE_USD,OCICAT_CLOSE_PRICE_USD,OCICAT_VOLUME_USD,OCICAT_DIVIDENDS_USD,OCICAT_STOCK_SPLITS_USD
2023-06-23 00:00:00+00:00,,,,0.0,774,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,184,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,279,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,461,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,455,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,258,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,818,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,502,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,459,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,1491,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,5648,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,1948,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,852,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,742,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,287,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,142,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,693,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,434,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,834,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,329,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,1429,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,1422,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,682,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1062,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,326,0.0,0.0
