TIMESTAMP,YO_OPEN_PRICE_USD,YO_HIGH_PRICE_USD,YO_LOW_PRICE_USD,YO_CLOSE_PRICE_USD,YO_VOLUME_USD,YO_DIVIDENDS_USD,YO_STOCK_SPLITS_USD
2019-09-03 00:00:00+00:00,1491.2998046875,1496.445068359375,1488.20703125,1494.5238037109375,2111850,0.0,0.0
2019-09-04 00:00:00+00:00,1494.716796875,1524.9368896484375,1415.7322998046875,1424.5992431640625,1050418,0.0,0.0
2019-09-05 00:00:00+00:00,1423.8343505859375,1430.465087890625,1176.8609619140625,1204.9091796875,1293253,0.0,0.0
2019-09-06 00:00:00+00:00,1204.9091796875,1257.0643310546875,1163.764892578125,1174.8067626953125,885882,0.0,0.0
2019-09-07 00:00:00+00:00,1175.4677734375,1351.65380859375,1170.5506591796875,1344.092529296875,924419,0.0,0.0
2019-09-08 00:00:00+00:00,1340.0474853515625,1359.5548095703125,1309.340576171875,1324.6488037109375,884713,0.0,0.0
2019-09-09 00:00:00+00:00,1324.6488037109375,1334.1436767578125,1275.197509765625,1287.2054443359375,844308,0.0,0.0
2019-09-10 00:00:00+00:00,1286.3692626953125,1299.50341796875,1171.8319091796875,1230.040283203125,637270,0.0,0.0
2019-09-11 00:00:00+00:00,1230.040283203125,1244.2220458984375,1192.5968017578125,1209.617919921875,792401,0.0,0.0
2019-09-12 00:00:00+00:00,1209.6021728515625,1241.2296142578125,1203.3048095703125,1232.4278564453125,1172621,0.0,0.0
2019-09-13 00:00:00+00:00,1231.3348388671875,1234.5252685546875,1205.2550048828125,1220.5008544921875,870007,0.0,0.0
2019-09-14 00:00:00+00:00,1220.0404052734375,1228.0924072265625,1187.256103515625,1224.2962646484375,914966,0.0,0.0
2019-09-15 00:00:00+00:00,1224.3162841796875,1231.20361328125,1124.879150390625,1127.400146484375,532734,0.0,0.0
2019-09-16 00:00:00+00:00,1127.4794921875,1147.4696044921875,1099.2171630859375,1130.3831787109375,961086,0.0,0.0
2019-09-17 00:00:00+00:00,1131.7279052734375,1177.3560791015625,1129.450927734375,1154.069580078125,1655827,0.0,0.0
2019-09-18 00:00:00+00:00,1154.143310546875,1290.4560546875,1117.53076171875,1271.166748046875,1988148,0.0,0.0
2019-09-19 00:00:00+00:00,1271.5203857421875,1272.029541015625,1176.558837890625,1227.4923095703125,2023223,0.0,0.0
2019-09-20 00:00:00+00:00,1224.4324951171875,1235.623779296875,1204.1236572265625,1222.3385009765625,1394791,0.0,0.0
2019-09-21 00:00:00+00:00,1221.3677978515625,1232.9647216796875,1196.7042236328125,1200.1395263671875,865341,0.0,0.0
2019-09-22 00:00:00+00:00,1199.8035888671875,1202.051513671875,1178.3453369140625,1200.1221923828125,1168168,0.0,0.0
2019-09-23 00:00:00+00:00,1199.5107421875,1199.9036865234375,1107.8670654296875,1108.1529541015625,960062,0.0,0.0
2019-09-24 00:00:00+00:00,1108.08203125,1124.9510498046875,912.1654663085938,943.8012084960938,1831748,0.0,0.0
2019-09-25 00:00:00+00:00,944.2178955078125,986.4444580078125,921.6377563476562,968.9180908203125,1977722,0.0,0.0
2019-09-26 00:00:00+00:00,968.272705078125,982.6906127929688,892.5365600585938,921.6536865234375,1696622,0.0,0.0
2019-09-27 00:00:00+00:00,923.5172729492188,951.40185546875,904.6962280273438,946.4702758789062,1229247,0.0,0.0
2019-09-28 00:00:00+00:00,946.0372924804688,956.0800170898438,932.2152709960938,955.3660278320312,1202969,0.0,0.0
2019-09-29 00:00:00+00:00,955.4869995117188,969.8413696289062,925.773681640625,941.3757934570312,1228499,0.0,0.0
