TIMESTAMP,BZR_OPEN_PRICE_USD,BZR_HIGH_PRICE_USD,BZR_LOW_PRICE_USD,BZR_CLOSE_PRICE_USD,BZR_VOLUME_USD,BZR_DIVIDENDS_USD,BZR_STOCK_SPLITS_USD
2023-04-19 00:00:00+00:00,1.1923140287399292,1.1951810121536255,1.1555819511413574,1.163620948791504,3759,0.0,0.0
2023-04-20 00:00:00+00:00,1.163620948791504,1.1885770559310913,1.151023030281067,1.1667460203170776,3270,0.0,0.0
2023-04-21 00:00:00+00:00,1.1653250455856323,1.1685789823532104,1.107409954071045,1.1110039949417114,0,0.0,0.0
2023-04-22 00:00:00+00:00,1.1110219955444336,1.1320569515228271,1.107211947441101,1.1253559589385986,143,0.0,0.0
2023-04-23 00:00:00+00:00,1.1253559589385986,1.1287599802017212,1.1038730144500732,1.1167629957199097,144,0.0,0.0
2023-04-24 00:00:00+00:00,1.11660897731781,1.1272740364074707,1.0872700214385986,1.1051199436187744,138,0.0,0.0
2023-04-25 00:00:00+00:00,1.105059027671814,1.1258480548858643,1.0835150480270386,1.1201939582824707,2212,0.0,0.0
2023-04-26 00:00:00+00:00,1.1201939582824707,1.1729209423065186,1.106948971748352,1.1115460395812988,0,0.0,0.0
2023-04-27 00:00:00+00:00,1.111538052558899,1.161133050918579,1.1108020544052124,1.1449569463729858,3388,0.0,0.0
2023-04-28 00:00:00+00:00,1.1449140310287476,1.1499789953231812,1.1352490186691284,1.1408129930496216,0,0.0,0.0
2023-04-29 00:00:00+00:00,1.1408699750900269,1.1480339765548706,1.1349040269851685,1.142717957496643,2864,0.0,0.0
2023-04-30 00:00:00+00:00,1.143720030784607,1.1618889570236206,1.128046989440918,1.128046989440918,42,0.0,0.0
2023-05-01 00:00:00+00:00,1.1265859603881836,1.1332299709320068,1.086177945137024,1.0981489419937134,3654,0.0,0.0
2023-05-02 00:00:00+00:00,1.0983999967575073,1.1283220052719116,1.0937620401382446,1.126343011856079,0,0.0,0.0
2023-05-03 00:00:00+00:00,1.126389980316162,1.148056983947754,1.1072380542755127,1.1423499584197998,2845,0.0,0.0
2023-05-04 00:00:00+00:00,1.1422480344772339,1.1769920587539673,1.1037360429763794,1.1258070468902588,571,0.0,0.0
2023-05-05 00:00:00+00:00,1.1256200075149536,1.1712549924850464,1.1248480081558228,1.1696759462356567,0,0.0,0.0
