TIMESTAMP,SSOL32591_OPEN_PRICE_USD,SSOL32591_HIGH_PRICE_USD,SSOL32591_LOW_PRICE_USD,SSOL32591_CLOSE_PRICE_USD,SSOL32591_VOLUME_USD,SSOL32591_DIVIDENDS_USD,SSOL32591_STOCK_SPLITS_USD
2024-08-08 00:00:00+00:00,156.79879760742188,164.42774963378906,153.9110565185547,161.96481323242188,2318978,0.0,0.0
2024-08-09 00:00:00+00:00,165.16879272460938,165.38851928710938,153.0625762939453,158.25965881347656,1480853,0.0,0.0
2024-08-10 00:00:00+00:00,158.25965881347656,160.2981719970703,155.0824432373047,156.06195068359375,2333241,0.0,0.0
2024-08-11 00:00:00+00:00,156.06195068359375,160.08941650390625,143.2813720703125,143.6202850341797,1008439,0.0,0.0
2024-08-12 00:00:00+00:00,143.6202850341797,152.7661895751953,143.26458740234375,148.54844665527344,3687401,0.0,0.0
2024-08-13 00:00:00+00:00,148.54844665527344,151.94924926757812,145.17454528808594,148.59873962402344,1604075,0.0,0.0
2024-08-14 00:00:00+00:00,148.59873962402344,153.71783447265625,144.88381958007812,146.311767578125,1334923,0.0,0.0
2024-08-15 00:00:00+00:00,146.1351318359375,149.72743225097656,140.21363830566406,145.81918334960938,2202625,0.0,0.0
2024-08-16 00:00:00+00:00,144.8366241455078,146.9917449951172,138.4388885498047,142.02532958984375,1273586,0.0,0.0
2024-08-17 00:00:00+00:00,141.552490234375,144.01480102539062,139.86328125,143.69972229003906,584532,0.0,0.0
2024-08-18 00:00:00+00:00,143.89552307128906,149.2687225341797,143.2330780029297,144.88377380371094,625723,0.0,0.0
2024-08-19 00:00:00+00:00,144.88377380371094,148.32106018066406,142.94435119628906,145.17742919921875,1153200,0.0,0.0
2024-08-20 00:00:00+00:00,146.64527893066406,150.70547485351562,143.34109497070312,145.36740112304688,256599,0.0,0.0
2024-08-21 00:00:00+00:00,144.67410278320312,146.31263732910156,141.51992797851562,145.36976623535156,803650,0.0,0.0
2024-08-22 00:00:00+00:00,144.9987030029297,147.07107543945312,143.78024291992188,145.5186767578125,1233467,0.0,0.0
2024-08-23 00:00:00+00:00,145.5467987060547,156.2928924560547,145.38600158691406,154.9954833984375,1321587,0.0,0.0
2024-08-24 00:00:00+00:00,155.6890411376953,164.93894958496094,154.57411193847656,161.73753356933594,886123,0.0,0.0
2024-08-25 00:00:00+00:00,162.84495544433594,164.77822875976562,158.18142700195312,161.5371856689453,1284827,0.0,0.0
2024-08-26 00:00:00+00:00,161.5371856689453,164.6612548828125,158.78355407714844,160.17514038085938,1334289,0.0,0.0
2024-08-27 00:00:00+00:00,159.82957458496094,162.32827758789062,148.33494567871094,149.37840270996094,1575318,0.0,0.0
2024-08-28 00:00:00+00:00,149.37840270996094,151.2039794921875,143.20338439941406,146.5205535888672,947052,0.0,0.0
