TIMESTAMP,MONONOKE-INU_OPEN_PRICE_USD,MONONOKE-INU_HIGH_PRICE_USD,MONONOKE-INU_LOW_PRICE_USD,MONONOKE-INU_CLOSE_PRICE_USD,MONONOKE-INU_VOLUME_USD,MONONOKE-INU_DIVIDENDS_USD,MONONOKE-INU_STOCK_SPLITS_USD
2021-10-13 00:00:00+00:00,,,,0.0,1815529,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,1628436,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,8064310,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,10142270,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,26636513,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,14190212,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,13725142,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,12513551,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,12061040,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,8619537,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,12841764,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,5381266,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,5084234,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,9350271,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,7253395,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,5713279,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,4445117,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,2671905,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,3235234,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,6408464,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,4624602,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,2645562,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,2484299,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,1971414,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,5241389,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,2474018,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,1536672,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,3318184,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,5481168,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,3025244,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,2726506,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,901196,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,504712,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,1105323,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,707251,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,558710,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,435738,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,537212,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,786003,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,599272,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,516237,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,498030,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,521643,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,388634,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,527028,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,397466,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,536124,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,545976,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,547148,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,303717,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,639226,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,242847,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,216935,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,345290,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,298551,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,386436,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,460601,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,286255,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,351535,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,269556,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,192485,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,230497,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,105304,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,246700,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,434391,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,140816,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,165489,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,277918,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,186721,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,206439,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,275706,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,173293,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,225860,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,114710,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,136863,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,88113,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,614348,0.0,0.0
