TIMESTAMP,MINIDOGE_OPEN_PRICE_USD,MINIDOGE_HIGH_PRICE_USD,MINIDOGE_LOW_PRICE_USD,MINIDOGE_CLOSE_PRICE_USD,MINIDOGE_VOLUME_USD,MINIDOGE_DIVIDENDS_USD,MINIDOGE_STOCK_SPLITS_USD
2021-07-08 00:00:00+00:00,,,,0.0,33566085,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,26756838,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,17024112,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,7119984,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,7978416,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,8696581,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,7520356,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,6376312,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,8557979,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,7619405,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,2711538,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,1988426,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,2400904,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,2609598,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,3120087,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,3112494,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,2363344,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,1441376,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,1281108,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,1141132,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,1743990,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,2052940,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,2137582,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,2056192,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,1788927,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,1539686,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,1138891,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,1330678,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,1184432,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,2450886,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,3123034,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,2263343,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,1944329,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,2216095,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,2006627,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,1833227,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,1938967,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,1749192,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,1927952,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,1835598,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,1979641,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,1754333,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,1521891,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,1542219,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,1708116,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,1362094,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,1264424,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,1468047,0.0,0.0
