TIMESTAMP,MAGASHIB_OPEN_PRICE_USD,MAGASHIB_HIGH_PRICE_USD,MAGASHIB_LOW_PRICE_USD,MAGASHIB_CLOSE_PRICE_USD,MAGASHIB_VOLUME_USD,MAGASHIB_DIVIDENDS_USD,MAGASHIB_STOCK_SPLITS_USD
2024-06-06 00:00:00+00:00,,,,0.0,867696,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,1025176,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,508718,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,121104,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,129784,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,219788,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,174206,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,60504,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,31038,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,31185,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,64456,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,47917,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,37315,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,26176,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,26046,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,27809,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,25143,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,23357,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,17274,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,7380,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,15494,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,17117,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,13855,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,16462,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,10960,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,3309,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,11195,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,16711,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,5241,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,7637,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,3188,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,6106,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,1987,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,1049,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,2682,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,2329,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,6289,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,6256,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,2769,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,3170,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,2183,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,1044,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,518,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,1049,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,3333,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,1817,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,2000,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,955,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,1196,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,8590,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,1001,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,3528,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,629,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1533,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,1466,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,2420,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,405,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,559,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,430,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,317,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,682,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,544,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,422,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,321,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,248,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,217,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,593,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,400,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,256,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,816,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,711,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,737,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,644,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,299,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,1333,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,309,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,717,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,463,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,538,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,112,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,520,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,302,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,168,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,307,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,274,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,164,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,70,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,247,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,646,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,650,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,2351,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,799,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,806,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,891,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,1777,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,372,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,614,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,725,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,882,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,307,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,218,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,3811,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,701,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,1667,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,207,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,157,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,4166,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,1123,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,326,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,454,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,294,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,1134,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,594,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,368,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,172,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,150,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,1203,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,205,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,518,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,280,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,1863,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,359,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,1144,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,1517,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,1331,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,435,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,900,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,6451,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,2414,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,1395,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,1151,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,337,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,221,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,650,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,576,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,999,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,1574,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,1362,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,12253,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,1549,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,258,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,329,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,161,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,313,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,270,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,302,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,505,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,251,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,74,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,360,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,226,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,112,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,124,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,353,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,252,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,3289,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,446,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,2298,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,1477,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,493,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,215,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,323,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,316,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,224,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,39644,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,215816,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,16393,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,8593,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,2547,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,3111,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,17803,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,22373,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,6264,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,6169,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1825,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,3175,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1257,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1318,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,557,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,216,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,541,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,1098,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,1386,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,1310,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,1283,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,1639,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,715,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,1109,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,507,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,666,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,100,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,119,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,127,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,138,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,799,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,244,0.0,0.0
