TIMESTAMP,TIME32379_OPEN_PRICE_USD,TIME32379_HIGH_PRICE_USD,TIME32379_LOW_PRICE_USD,TIME32379_CLOSE_PRICE_USD,TIME32379_VOLUME_USD,TIME32379_DIVIDENDS_USD,TIME32379_STOCK_SPLITS_USD
2024-07-24 00:00:00+00:00,5.500000042957254e-05,6.500000017695129e-05,5.199999941396527e-05,6.399999983841553e-05,11947468,0.0,0.0
2024-07-25 00:00:00+00:00,6.399999983841553e-05,6.70000008540228e-05,5.2999999752501026e-05,5.400000009103678e-05,9442688,0.0,0.0
2024-07-26 00:00:00+00:00,5.400000009103678e-05,5.999999848427251e-05,4.3000000005122274e-05,4.8000001697801054e-05,8984961,0.0,0.0
2024-07-27 00:00:00+00:00,4.8000001697801054e-05,8.399999933317304e-05,3.7000001611886546e-05,4.099999932805076e-05,19844459,0.0,0.0
2024-07-28 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,3.199999991920777e-05,3.400000059627928e-05,6983264,0.0,0.0
2024-07-29 00:00:00+00:00,3.400000059627928e-05,3.7000001611886546e-05,1.9999999494757503e-05,2.2000000171829015e-05,6140123,0.0,0.0
2024-07-30 00:00:00+00:00,2.2000000171829015e-05,4.099999932805076e-05,1.9999999494757503e-05,2.8000000384054147e-05,7843516,0.0,0.0
2024-07-31 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.5999999706982635e-05,2565777,0.0,0.0
2024-08-01 00:00:00+00:00,2.5999999706982635e-05,3.400000059627928e-05,2.499999936844688e-05,2.8000000384054147e-05,3161717,0.0,0.0
2024-08-02 00:00:00+00:00,2.700000004551839e-05,3.5000000934815034e-05,2.5999999706982635e-05,2.9000000722589903e-05,2936451,0.0,0.0
2024-08-03 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.2000000171829015e-05,2.4000000848900527e-05,1325141,0.0,0.0
2024-08-04 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.2000000171829015e-05,2.4000000848900527e-05,719430,0.0,0.0
2024-08-05 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.700000029813964e-05,1.8999999156221747e-05,1844912,0.0,0.0
2024-08-06 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,1284043,0.0,0.0
2024-08-07 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.8000000636675395e-05,1.8999999156221747e-05,1340749,0.0,0.0
2024-08-08 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.8000000636675395e-05,1.8999999156221747e-05,1193784,0.0,0.0
2024-08-09 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,1030199,0.0,0.0
2024-08-10 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,321782,0.0,0.0
2024-08-11 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.5999999959603883e-05,1.5999999959603883e-05,526859,0.0,0.0
2024-08-12 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,589683,0.0,0.0
2024-08-13 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,1131313,0.0,0.0
2024-08-14 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,1279951,0.0,0.0
2024-08-15 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,827823,0.0,0.0
2024-08-16 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,614096,0.0,0.0
2024-08-17 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,121923,0.0,0.0
2024-08-18 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,160475,0.0,0.0
2024-08-19 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,370892,0.0,0.0
2024-08-20 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2000000424450263e-05,902700,0.0,0.0
2024-08-21 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.999999747378752e-06,1.2000000424450263e-05,1339527,0.0,0.0
2024-08-22 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,530981,0.0,0.0
