TIMESTAMP,BOC_OPEN_PRICE_USD,BOC_HIGH_PRICE_USD,BOC_LOW_PRICE_USD,BOC_CLOSE_PRICE_USD,BOC_VOLUME_USD,BOC_DIVIDENDS_USD,BOC_STOCK_SPLITS_USD
2023-02-21 00:00:00+00:00,0.004596000071614981,0.004922000225633383,0.0031610000878572464,0.003208999987691641,20540,0.0,0.0
2023-02-22 00:00:00+00:00,0.003208999987691641,0.004093999974429607,0.0030509999487549067,0.003269999986514449,8112,0.0,0.0
2023-02-23 00:00:00+00:00,0.003269999986514449,0.003317000111564994,0.0031399999279528856,0.003272000001743436,712,0.0,0.0
2023-02-24 00:00:00+00:00,0.003272000001743436,0.0033050000201910734,0.0031659998930990696,0.003249000059440732,255,0.0,0.0
2023-02-25 00:00:00+00:00,0.0032560001127421856,0.003263999940827489,0.003089000005275011,0.003237999975681305,588,0.0,0.0
2023-02-26 00:00:00+00:00,0.0032319999299943447,0.0032420000061392784,0.0030769999139010906,0.0032029999420046806,478,0.0,0.0
2023-02-27 00:00:00+00:00,0.0031930000986903906,0.0032049999572336674,0.002993999980390072,0.0030040000565350056,564,0.0,0.0
2023-02-28 00:00:00+00:00,0.003011000109836459,0.0030819999519735575,0.002905000001192093,0.0029090000316500664,372,0.0,0.0
2023-03-01 00:00:00+00:00,0.0029140000697225332,0.0030789999291300774,0.002901999978348613,0.0029690000228583813,558,0.0,0.0
2023-03-02 00:00:00+00:00,0.0029690000228583813,0.0031190000008791685,0.0029219998978078365,0.003043999895453453,791,0.0,0.0
2023-03-03 00:00:00+00:00,0.0030479999259114265,0.0030509999487549067,0.002856000093743205,0.0028979999478906393,240,0.0,0.0
2023-03-04 00:00:00+00:00,0.0028979999478906393,0.002997000003233552,0.002873999997973442,0.002885000081732869,585,0.0,0.0
2023-03-05 00:00:00+00:00,0.002877000020816922,0.002951999893411994,0.0028490000404417515,0.002933999989181757,318,0.0,0.0
2023-03-06 00:00:00+00:00,0.00292599992826581,0.0029380000196397305,0.0027910000644624233,0.0029060000088065863,486,0.0,0.0
2023-03-07 00:00:00+00:00,0.0029140000697225332,0.0029269999358803034,0.0027089999057352543,0.0027290000580251217,351,0.0,0.0
2023-03-08 00:00:00+00:00,0.0027290000580251217,0.002744999947026372,0.0026360000483691692,0.002638000063598156,236,0.0,0.0
2023-03-09 00:00:00+00:00,0.0026370000559836626,0.0027699999045580626,0.002560999942943454,0.0025859999004751444,478,0.0,0.0
2023-03-10 00:00:00+00:00,0.002587999915704131,0.0027830000035464764,0.002558999927714467,0.0027000000700354576,639,0.0,0.0
2023-03-11 00:00:00+00:00,0.002696000039577484,0.00278700003400445,0.0026140001136809587,0.0026209999341517687,505,0.0,0.0
2023-03-12 00:00:00+00:00,0.0026209999341517687,0.0026579999830573797,0.0024530000519007444,0.0026310000102967024,750,0.0,0.0
2023-03-13 00:00:00+00:00,0.0026310000102967024,0.0027069998905062675,0.0025969999842345715,0.0026050000451505184,460,0.0,0.0
2023-03-14 00:00:00+00:00,0.0026050000451505184,0.0027050001081079245,0.0025259999092668295,0.0026809999253600836,468,0.0,0.0
2023-03-15 00:00:00+00:00,0.002678999910131097,0.0027699999045580626,0.0026259999722242355,0.0026390000712126493,484,0.0,0.0
2023-03-16 00:00:00+00:00,0.0026390000712126493,0.002732000080868602,0.0025229998864233494,0.0025400000158697367,582,0.0,0.0
2023-03-17 00:00:00+00:00,0.0025470000691711903,0.0029319999739527702,0.0025289999321103096,0.0027119999285787344,1607,0.0,0.0
2023-03-18 00:00:00+00:00,0.0027129999361932278,0.0027860000263899565,0.002635000040754676,0.0026549999602138996,380,0.0,0.0
2023-03-19 00:00:00+00:00,0.0026549999602138996,0.002684999955818057,0.0025649999734014273,0.0025730000343173742,200,0.0,0.0
