TIMESTAMP,PEIPEI31877_OPEN_PRICE_USD,PEIPEI31877_HIGH_PRICE_USD,PEIPEI31877_LOW_PRICE_USD,PEIPEI31877_CLOSE_PRICE_USD,PEIPEI31877_VOLUME_USD,PEIPEI31877_DIVIDENDS_USD,PEIPEI31877_STOCK_SPLITS_USD
2024-06-19 00:00:00+00:00,,,,0.0,261695,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,202115,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,187838,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,128429,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,105104,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,109728,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,84025,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,61168,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,70252,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,70847,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,180598,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,149729,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,192812,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,140495,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,65461,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,51653,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,50813,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,29999,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,87047,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,127802,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,257278,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,865614,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,823770,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,275362,0.0,0.0
